Time,RSRP,RSRQ,RSSI,Average MCS Index,Num ACKs,Num NACKs,QPSK Rate,16-QAM Rate,64-QAM Rate,256-QAM Rate,Num of TBs,BLER,Average TB Size,Avg RB count,Intermediate KPI
2017-11-27 14:07:45.440,,,,,,,,,,,,,,,
2017-11-27 14:07:45.445,-99.8,-7.9,-82.2,,,,,,,,,,,,
2017-11-27 14:07:46.620,-99.8,-7.9,-82.2,,6,1,,,,,,,,,
2017-11-27 14:07:46.625,-101.7,-11.7,-86.9,,6,1,,,,,,,,,
2017-11-27 14:07:46.835,-101.7,-11.7,-86.9,0.4,6,1,100.0,0.0,0.0,0.0,17,0.0,49,13,
2017-11-27 14:07:47.115,-101.7,-11.7,-86.9,0.4,104,8,100.0,0.0,0.0,0.0,17,0.0,49,13,
2017-11-27 14:07:47.135,-102.0,-11.9,-78.3,0.4,104,8,100.0,0.0,0.0,0.0,17,0.0,49,13,
2017-11-27 14:07:47.380,-102.0,-11.9,-78.3,6.9,104,8,73.8,26.2,0.0,0.0,420,2.1,1310,87,
2017-11-27 14:07:47.625,-99.4,-16.7,-61.6,6.9,104,8,73.8,26.2,0.0,0.0,420,2.1,1310,87,
2017-11-27 14:07:47.640,-99.4,-16.7,-61.6,6.9,131,0,73.8,26.2,0.0,0.0,420,2.1,1310,87,
2017-11-27 14:07:47.885,-99.4,-16.7,-61.6,11.0,131,0,32.1,67.9,0.0,0.0,561,0.0,2024,84,
2017-11-27 14:07:48.160,-99.4,-16.7,-61.6,11.0,141,0,32.1,67.9,0.0,0.0,561,0.0,2024,84,
2017-11-27 14:07:48.185,-95.3,-16.6,-49.9,11.0,141,0,32.1,67.9,0.0,0.0,561,0.0,2024,84,
2017-11-27 14:07:48.395,-95.3,-16.6,-49.9,15.9,141,0,0.0,72.8,27.2,0.0,805,10.7,3258,88,
2017-11-27 14:07:48.690,-95.3,-16.6,-49.9,15.9,173,0,0.0,72.8,27.2,0.0,805,10.7,3258,88,
2017-11-27 14:07:48.700,-99.1,-25.7,-59.9,15.9,173,0,0.0,72.8,27.2,0.0,805,10.7,3258,88,
2017-11-27 14:07:48.755,-99.1,-25.7,-59.9,15.9,173,0,0.0,72.8,27.2,0.0,805,10.7,3258,88,22879
2017-11-27 14:07:48.900,-99.1,-25.7,-59.9,12.6,173,0,19.5,80.3,0.2,0.0,1014,11.1,2727,97,22879
2017-11-27 14:07:49.185,-101.6,-26.6,-67.8,12.6,173,0,19.5,80.3,0.2,0.0,1014,11.1,2727,97,22879
2017-11-27 14:07:49.195,-101.6,-26.6,-67.8,12.6,153,0,19.5,80.3,0.2,0.0,1014,11.1,2727,97,22879
2017-11-27 14:07:49.425,-101.6,-26.6,-67.8,10.4,153,0,48.9,51.1,0.0,0.0,980,6.0,2018,89,22879
2017-11-27 14:07:49.725,-101.6,-26.6,-67.8,10.4,155,0,48.9,51.1,0.0,0.0,980,6.0,2018,89,22879
2017-11-27 14:07:49.740,-99.8,-27.5,-62.8,10.4,155,0,48.9,51.1,0.0,0.0,980,6.0,2018,89,22879
2017-11-27 14:07:49.930,-99.8,-27.5,-62.8,12.3,155,0,13.7,86.3,0.0,0.0,962,12.6,2640,98,22879
2017-11-27 14:07:50.225,-100.0,-28.5,-59.8,12.3,155,0,13.7,86.3,0.0,0.0,962,12.6,2640,98,22879
2017-11-27 14:07:50.245,-100.0,-28.5,-59.8,12.3,163,0,13.7,86.3,0.0,0.0,962,12.6,2640,98,22879
2017-11-27 14:07:50.435,-100.0,-28.5,-59.8,8.4,163,0,81.6,18.4,0.0,0.0,880,6.8,1784,98,22879
2017-11-27 14:07:50.755,-100.0,-28.5,-59.8,8.4,163,0,81.6,18.4,0.0,0.0,880,6.8,1784,98,27399
2017-11-27 14:07:50.760,-100.0,-28.5,-59.8,8.4,154,0,81.6,18.4,0.0,0.0,880,6.8,1784,98,27399
2017-11-27 14:07:50.775,-100.1,-29.0,-60.0,8.4,154,0,81.6,18.4,0.0,0.0,880,6.8,1784,98,27399
2017-11-27 14:07:50.965,-100.1,-29.0,-60.0,11.1,154,0,21.6,78.4,0.0,0.0,904,11.0,2226,95,27399
2017-11-27 14:07:51.265,-100.7,-29.0,-59.5,11.1,154,0,21.6,78.4,0.0,0.0,904,11.0,2226,95,27399
2017-11-27 14:07:51.270,-100.7,-29.0,-59.5,11.1,132,0,21.6,78.4,0.0,0.0,904,11.0,2226,95,27399
2017-11-27 14:07:51.495,-100.7,-29.0,-59.5,9.7,132,0,46.9,50.6,2.6,0.0,625,18.6,1999,93,27399
2017-11-27 14:07:51.785,-100.7,-29.0,-59.5,9.7,134,5,46.9,50.6,2.6,0.0,625,18.6,1999,93,27399
2017-11-27 14:07:52.15,-100.7,-29.0,-59.5,7.9,134,5,98.2,1.8,0.0,0.0,446,9.4,1655,95,27399
2017-11-27 14:07:52.320,-100.7,-29.0,-59.5,7.9,137,13,98.2,1.8,0.0,0.0,446,9.4,1655,95,27399
2017-11-27 14:07:52.515,-100.7,-29.0,-59.5,7.5,137,13,86.7,13.3,0.0,0.0,534,13.7,1574,96,27399
2017-11-27 14:07:52.760,-100.7,-29.0,-59.5,7.5,137,13,86.7,13.3,0.0,0.0,534,13.7,1574,96,13081
2017-11-27 14:07:52.825,-100.7,-29.0,-59.5,7.5,136,3,86.7,13.3,0.0,0.0,534,13.7,1574,96,13081
2017-11-27 14:07:53.30,-100.7,-29.0,-59.5,9.6,136,3,52.9,46.8,0.3,0.0,673,1.9,2026,97,13081
2017-11-27 14:07:53.100,-98.6,-25.8,-41.7,9.6,136,3,52.9,46.8,0.3,0.0,673,1.9,2026,97,13081
2017-11-27 14:07:53.365,-98.6,-25.8,-41.7,9.6,166,0,52.9,46.8,0.3,0.0,673,1.9,2026,97,13081
2017-11-27 14:07:53.560,-98.6,-25.8,-41.7,13.8,166,0,0.0,89.8,10.2,0.0,904,7.6,2921,94,13081
2017-11-27 14:07:53.615,-92.2,-25.7,-32.3,13.8,166,0,0.0,89.8,10.2,0.0,904,7.6,2921,94,13081
2017-11-27 14:07:53.900,-92.2,-25.7,-32.3,13.8,155,2,0.0,89.8,10.2,0.0,904,7.6,2921,94,13081
2017-11-27 14:07:54.90,-92.2,-25.7,-32.3,13.1,155,2,25.5,51.9,22.6,0.0,783,19.5,2931,99,13081
2017-11-27 14:07:54.105,-94.5,-26.5,-39.4,13.1,155,2,25.5,51.9,22.6,0.0,783,19.5,2931,99,13081
2017-11-27 14:07:54.410,-94.5,-26.5,-39.4,13.1,157,2,25.5,51.9,22.6,0.0,783,19.5,2931,99,13081
2017-11-27 14:07:54.610,-93.4,-26.5,-35.0,13.1,157,2,25.5,51.9,22.6,0.0,783,19.5,2931,99,13081
2017-11-27 14:07:54.635,-93.4,-26.5,-35.0,12.3,157,2,16.9,83.1,0.0,0.0,1038,3.8,2619,96,13081
2017-11-27 14:07:54.760,-93.4,-26.5,-35.0,12.3,157,2,16.9,83.1,0.0,0.0,1038,3.8,2619,96,32175
2017-11-27 14:07:54.945,-93.4,-26.5,-35.0,12.3,138,0,16.9,83.1,0.0,0.0,1038,3.8,2619,96,32175
2017-11-27 14:07:55.105,-91.3,-27.5,-26.1,12.3,138,0,16.9,83.1,0.0,0.0,1038,3.8,2619,96,32175
2017-11-27 14:07:55.140,-91.3,-27.5,-26.1,11.7,138,0,32.7,67.3,0.0,0.0,742,15.6,2362,89,32175
2017-11-27 14:07:55.465,-91.3,-27.5,-26.1,11.7,118,0,32.7,67.3,0.0,0.0,742,15.6,2362,89,32175
2017-11-27 14:07:55.580,-91.3,-27.0,-18.7,11.7,118,0,32.7,67.3,0.0,0.0,742,15.6,2362,89,32175
2017-11-27 14:07:55.670,-91.3,-27.0,-18.7,12.5,118,0,28.7,64.2,7.2,0.0,265,15.1,2528,89,32175
2017-11-27 14:07:56.10,-91.3,-27.0,-18.7,12.5,116,0,28.7,64.2,7.2,0.0,265,15.1,2528,89,32175
2017-11-27 14:07:56.180,-88.8,-27.7,-16.7,12.5,116,0,28.7,64.2,7.2,0.0,265,15.1,2528,89,32175
2017-11-27 14:07:56.180,-88.8,-27.7,-16.7,6.0,116,0,97.8,2.2,0.0,0.0,822,8.4,1181,89,32175
2017-11-27 14:07:56.550,-88.8,-27.7,-16.7,6.0,143,0,97.8,2.2,0.0,0.0,822,8.4,1181,89,32175
2017-11-27 14:07:56.710,-87.5,-27.5,-11.7,6.0,143,0,97.8,2.2,0.0,0.0,822,8.4,1181,89,32175
2017-11-27 14:07:56.710,-87.5,-27.5,-11.7,6.8,143,0,100.0,0.0,0.0,0.0,1018,9.2,1465,98,32175
2017-11-27 14:07:56.770,-87.5,-27.5,-11.7,6.8,143,0,100.0,0.0,0.0,0.0,1018,9.2,1465,98,14113
2017-11-27 14:07:57.65,-87.5,-27.5,-11.7,6.8,137,0,100.0,0.0,0.0,0.0,1018,9.2,1465,98,14113
2017-11-27 14:07:57.205,-89.3,-28.8,-17.9,6.8,137,0,100.0,0.0,0.0,0.0,1018,9.2,1465,98,14113
2017-11-27 14:07:57.215,-89.3,-28.8,-17.9,7.3,137,0,96.1,3.9,0.0,0.0,820,9.4,1508,95,14113
2017-11-27 14:07:57.580,-89.3,-28.8,-17.9,7.3,133,0,96.1,3.9,0.0,0.0,820,9.4,1508,95,14113
2017-11-27 14:07:57.705,-87.0,-25.3,-13.2,7.3,133,0,96.1,3.9,0.0,0.0,820,9.4,1508,95,14113
2017-11-27 14:07:57.715,-87.0,-25.3,-13.2,13.1,133,0,37.0,45.1,17.8,0.0,891,7.1,2986,98,14113
2017-11-27 14:07:58.85,-87.0,-25.3,-13.2,13.1,135,0,37.0,45.1,17.8,0.0,891,7.1,2986,98,14113
2017-11-27 14:07:58.225,-90.6,-23.8,-18.4,13.1,135,0,37.0,45.1,17.8,0.0,891,7.1,2986,98,14113
2017-11-27 14:07:58.225,-90.6,-23.8,-18.4,9.8,135,0,67.2,23.1,9.8,0.0,594,11.4,2141,98,14113
2017-11-27 14:07:58.565,-90.6,-23.8,-18.4,9.8,75,0,67.2,23.1,9.8,0.0,594,11.4,2141,98,14113
2017-11-27 14:07:58.700,-93.8,-20.0,-34.5,9.8,75,0,67.2,23.1,9.8,0.0,594,11.4,2141,98,14113
2017-11-27 14:07:58.740,-93.8,-20.0,-34.5,13.2,75,0,2.7,97.3,0.0,0.0,220,5.5,2860,98,14113
2017-11-27 14:07:58.770,-93.8,-20.0,-34.5,13.2,75,0,2.7,97.3,0.0,0.0,220,5.5,2860,98,19751
2017-11-27 14:07:59.140,-93.8,-20.0,-34.5,13.2,130,1,2.7,97.3,0.0,0.0,220,5.5,2860,98,19751
2017-11-27 14:07:59.255,-93.8,-20.0,-34.5,11.6,130,1,39.7,51.2,9.1,0.0,705,11.8,2561,99,19751
2017-11-27 14:07:59.340,-94.7,-22.0,-35.3,11.6,130,1,39.7,51.2,9.1,0.0,705,11.8,2561,99,19751
2017-11-27 14:07:59.660,-94.7,-22.0,-35.3,11.6,120,0,39.7,51.2,9.1,0.0,705,11.8,2561,99,19751
2017-11-27 14:07:59.825,-94.7,-22.0,-35.3,8.9,120,0,64.1,35.9,0.0,0.0,512,6.6,1908,97,19751
2017-11-27 14:07:59.830,-94.7,-15.3,-39.4,8.9,120,0,64.1,35.9,0.0,0.0,512,6.6,1908,97,19751
2017-11-27 14:08:00.195,-94.7,-15.3,-39.4,8.9,99,0,64.1,35.9,0.0,0.0,512,6.6,1908,97,19751
2017-11-27 14:08:00.325,-94.7,-15.3,-39.4,14.3,99,0,14.5,52.6,32.9,0.0,648,11.0,3219,98,19751
2017-11-27 14:08:00.350,-94.2,-26.4,-36.8,14.3,99,0,14.5,52.6,32.9,0.0,648,11.0,3219,98,19751
2017-11-27 14:08:00.710,-94.2,-26.4,-36.8,14.3,148,0,14.5,52.6,32.9,0.0,648,11.0,3219,98,19751
2017-11-27 14:08:00.775,-94.2,-26.4,-36.8,14.3,148,0,14.5,52.6,32.9,0.0,648,11.0,3219,98,23700
2017-11-27 14:08:00.830,-94.2,-26.4,-36.8,15.6,148,0,2.8,56.1,41.1,0.0,704,9.5,3582,98,23700
2017-11-27 14:08:00.830,-96.0,-25.6,-46.8,15.6,148,0,2.8,56.1,41.1,0.0,704,9.5,3582,98,23700
2017-11-27 14:08:01.240,-96.0,-25.6,-46.8,15.6,161,0,2.8,56.1,41.1,0.0,704,9.5,3582,98,23700
2017-11-27 14:08:01.335,-96.0,-25.6,-46.8,15.1,161,0,1.0,81.1,18.0,0.0,946,8.7,3413,98,23700
2017-11-27 14:08:01.360,-94.7,-25.8,-35.1,15.1,161,0,1.0,81.1,18.0,0.0,946,8.7,3413,98,23700
2017-11-27 14:08:01.740,-94.7,-25.8,-35.1,15.1,148,0,1.0,81.1,18.0,0.0,946,8.7,3413,98,23700
2017-11-27 14:08:01.845,-94.7,-25.8,-35.1,14.3,148,0,17.1,62.9,20.1,0.0,926,11.2,3267,97,23700
2017-11-27 14:08:01.905,-93.5,-25.0,-34.8,14.3,148,0,17.1,62.9,20.1,0.0,926,11.2,3267,97,23700
2017-11-27 14:08:02.270,-93.5,-25.0,-34.8,14.3,155,0,17.1,62.9,20.1,0.0,926,11.2,3267,97,23700
2017-11-27 14:08:02.350,-93.5,-25.0,-34.8,15.2,155,0,8.5,52.3,39.3,0.0,777,3.5,3484,98,23700
2017-11-27 14:08:02.430,-92.0,-24.4,-32.3,15.2,155,0,8.5,52.3,39.3,0.0,777,3.5,3484,98,23700
2017-11-27 14:08:02.775,-92.0,-24.4,-32.3,15.2,155,0,8.5,52.3,39.3,0.0,777,3.5,3484,98,42374
2017-11-27 14:08:02.825,-92.0,-24.4,-32.3,15.2,166,0,8.5,52.3,39.3,0.0,777,3.5,3484,98,42374
2017-11-27 14:08:02.860,-92.0,-24.4,-32.3,16.4,166,0,0.2,64.7,35.1,0.0,924,13.6,3852,98,42374
2017-11-27 14:08:02.905,-88.9,-25.6,-19.5,16.4,166,0,0.2,64.7,35.1,0.0,924,13.6,3852,98,42374
2017-11-27 14:08:03.335,-88.9,-25.6,-19.5,16.4,145,0,0.2,64.7,35.1,0.0,924,13.6,3852,98,42374
2017-11-27 14:08:03.360,-88.9,-25.6,-19.5,14.7,145,0,21.5,51.8,26.7,0.0,875,15.1,3441,97,42374
2017-11-27 14:08:03.470,-89.2,-28.4,-16.8,14.7,145,0,21.5,51.8,26.7,0.0,875,15.1,3441,97,42374
2017-11-27 14:08:03.840,-89.2,-28.4,-16.8,14.7,148,0,21.5,51.8,26.7,0.0,875,15.1,3441,97,42374
2017-11-27 14:08:03.870,-89.2,-28.4,-16.8,11.3,148,0,36.9,60.3,2.7,0.0,948,3.7,2435,96,42374
2017-11-27 14:08:03.995,-86.8,-28.2,-12.0,11.3,148,0,36.9,60.3,2.7,0.0,948,3.7,2435,96,42374
2017-11-27 14:08:04.370,-86.8,-28.2,-12.0,12.5,148,0,32.5,61.3,6.2,0.0,842,14.3,2598,92,42374
2017-11-27 14:08:04.515,-86.6,-27.4,-11.0,12.5,148,0,32.5,61.3,6.2,0.0,842,14.3,2598,92,42374
2017-11-27 14:08:04.775,-86.6,-27.4,-11.0,12.5,148,0,32.5,61.3,6.2,0.0,842,14.3,2598,92,36196
2017-11-27 14:08:04.870,-86.6,-27.4,-11.0,12.5,153,0,32.5,61.3,6.2,0.0,842,14.3,2598,92,36196
2017-11-27 14:08:04.875,-86.6,-27.4,-11.0,15.5,153,0,10.7,60.2,29.1,0.0,900,6.3,3557,98,36196
2017-11-27 14:08:04.995,-86.7,-24.3,-15.4,15.5,153,0,10.7,60.2,29.1,0.0,900,6.3,3557,98,36196
2017-11-27 14:08:05.390,-86.7,-24.3,-15.4,15.5,160,0,10.7,60.2,29.1,0.0,900,6.3,3557,98,36196
2017-11-27 14:08:05.395,-86.7,-24.3,-15.4,15.6,160,0,0.1,73.7,26.2,0.0,877,8.4,3561,97,36196
2017-11-27 14:08:05.745,-88.3,-24.2,-14.1,15.6,160,0,0.1,73.7,26.2,0.0,877,8.4,3561,97,36196
2017-11-27 14:08:05.895,-88.3,-24.2,-14.1,15.6,153,0,0.1,73.7,26.2,0.0,877,8.4,3561,97,36196
2017-11-27 14:08:05.905,-88.3,-24.2,-14.1,15.5,153,0,1.2,73.0,25.7,0.0,975,13.4,3484,97,36196
2017-11-27 14:08:06.235,-89.5,-25.4,-15.5,15.5,153,0,1.2,73.0,25.7,0.0,975,13.4,3484,97,36196
2017-11-27 14:08:06.400,-89.5,-25.4,-15.5,15.5,131,0,1.2,73.0,25.7,0.0,975,13.4,3484,97,36196
2017-11-27 14:08:06.410,-89.5,-25.4,-15.5,11.9,131,0,44.7,40.9,14.4,0.0,541,7.8,2606,98,36196
2017-11-27 14:08:06.750,-90.7,-26.8,-19.2,11.9,131,0,44.7,40.9,14.4,0.0,541,7.8,2606,98,36196
2017-11-27 14:08:06.780,-90.7,-26.8,-19.2,11.9,131,0,44.7,40.9,14.4,0.0,541,7.8,2606,98,34694
2017-11-27 14:08:06.895,-90.7,-26.8,-19.2,11.9,187,0,44.7,40.9,14.4,0.0,541,7.8,2606,98,34694
2017-11-27 14:08:06.910,-90.7,-26.8,-19.2,12.9,187,0,16.0,68.0,16.1,0.0,752,5.3,2786,97,34694
2017-11-27 14:08:07.265,-93.0,-28.3,-26.5,12.9,187,0,16.0,68.0,16.1,0.0,752,5.3,2786,97,34694
2017-11-27 14:08:07.400,-93.0,-28.3,-26.5,12.9,248,1,16.0,68.0,16.1,0.0,752,5.3,2786,97,34694
2017-11-27 14:08:07.415,-93.0,-28.3,-26.5,13.8,248,1,0.4,92.1,7.5,0.0,973,10.3,3042,98,34694
2017-11-27 14:08:07.745,-90.7,-26.7,-23.2,13.8,248,1,0.4,92.1,7.5,0.0,973,10.3,3042,98,34694
2017-11-27 14:08:07.920,-90.7,-26.7,-23.2,15.0,248,1,0.0,70.5,29.5,0.0,813,6.5,3272,96,34694
2017-11-27 14:08:07.920,-90.7,-26.7,-23.2,15.0,262,0,0.0,70.5,29.5,0.0,813,6.5,3272,96,34694
2017-11-27 14:08:08.285,-88.8,-24.1,-14.6,15.0,262,0,0.0,70.5,29.5,0.0,813,6.5,3272,96,34694
2017-11-27 14:08:08.425,-88.8,-24.1,-14.6,15.0,250,0,0.0,70.5,29.5,0.0,813,6.5,3272,96,34694
2017-11-27 14:08:08.430,-88.8,-24.1,-14.6,18.4,250,0,0.0,19.3,80.7,0.0,856,12.6,4340,98,34694
2017-11-27 14:08:08.780,-88.8,-24.1,-14.6,18.4,250,0,0.0,19.3,80.7,0.0,856,12.6,4340,98,40165
2017-11-27 14:08:08.925,-88.8,-24.1,-14.6,18.4,248,0,0.0,19.3,80.7,0.0,856,12.6,4340,98,40165
2017-11-27 14:08:08.935,-88.8,-24.1,-14.6,18.1,248,0,2.0,22.0,76.0,0.0,646,8.4,4272,97,40165
2017-11-27 14:08:08.950,-87.9,-28.5,-14.0,18.1,248,0,2.0,22.0,76.0,0.0,646,8.4,4272,97,40165
2017-11-27 14:08:09.425,-87.9,-28.5,-14.0,18.1,241,0,2.0,22.0,76.0,0.0,646,8.4,4272,97,40165
2017-11-27 14:08:09.435,-87.9,-28.5,-14.0,13.4,241,0,30.8,30.6,38.7,0.0,556,12.9,3006,97,40165
2017-11-27 14:08:09.945,-87.9,-28.5,-14.0,13.4,263,0,30.8,30.6,38.7,0.0,556,12.9,3006,97,40165
2017-11-27 14:08:09.945,-87.9,-28.5,-14.0,17.1,263,0,2.9,34.1,63.0,0.0,552,9.4,3978,98,40165
2017-11-27 14:08:10.425,-91.7,-25.2,-22.0,17.1,263,0,2.9,34.1,63.0,0.0,552,9.4,3978,98,40165
2017-11-27 14:08:10.435,-91.7,-25.2,-22.0,17.1,241,0,2.9,34.1,63.0,0.0,552,9.4,3978,98,40165
2017-11-27 14:08:10.455,-91.7,-25.2,-22.0,11.9,241,0,23.7,56.7,19.6,0.0,684,9.5,2538,97,40165
2017-11-27 14:08:10.780,-91.7,-25.2,-22.0,11.9,241,0,23.7,56.7,19.6,0.0,684,9.5,2538,97,25737
2017-11-27 14:08:10.940,-91.7,-25.2,-22.0,11.9,248,0,23.7,56.7,19.6,0.0,684,9.5,2538,97,25737
2017-11-27 14:08:10.950,-90.2,-23.8,-16.6,11.9,248,0,23.7,56.7,19.6,0.0,684,9.5,2538,97,25737
2017-11-27 14:08:10.960,-90.2,-23.8,-16.6,11.2,248,0,32.0,54.8,13.1,0.0,799,14.1,2307,96,25737
2017-11-27 14:08:11.435,-92.9,-13.6,-25.8,11.2,248,0,32.0,54.8,13.1,0.0,799,14.1,2307,96,25737
2017-11-27 14:08:11.440,-92.9,-13.6,-25.8,11.2,139,1,32.0,54.8,13.1,0.0,799,14.1,2307,96,25737
2017-11-27 14:08:11.460,-92.9,-13.6,-25.8,11.0,139,1,43.6,42.6,13.8,0.0,420,4.8,2391,97,25737
2017-11-27 14:08:11.945,-92.9,-13.6,-25.8,11.0,247,0,43.6,42.6,13.8,0.0,420,4.8,2391,97,25737
2017-11-27 14:08:11.955,-95.4,-26.8,-41.7,11.0,247,0,43.6,42.6,13.8,0.0,420,4.8,2391,97,25737
2017-11-27 14:08:11.965,-95.4,-26.8,-41.7,14.2,247,0,9.1,57.4,33.5,0.0,638,7.1,3189,98,25737
2017-11-27 14:08:12.435,-92.7,-27.2,-25.8,14.2,247,0,9.1,57.4,33.5,0.0,638,7.1,3189,98,25737
2017-11-27 14:08:12.470,-92.7,-27.2,-25.8,14.2,255,0,9.1,57.4,33.5,0.0,638,7.1,3189,98,25737
2017-11-27 14:08:12.475,-92.7,-27.2,-25.8,12.6,255,0,6.9,85.3,7.8,0.0,900,7.8,2670,97,25737
2017-11-27 14:08:12.785,-92.7,-27.2,-25.8,12.6,255,0,6.9,85.3,7.8,0.0,900,7.8,2670,97,24942
2017-11-27 14:08:12.925,-92.7,-27.2,-25.8,12.6,223,0,6.9,85.3,7.8,0.0,900,7.8,2670,97,24942
2017-11-27 14:08:13.90,-92.7,-27.2,-25.8,14.9,223,0,0.2,68.1,31.7,0.0,558,12.7,3304,97,24942
2017-11-27 14:08:13.210,-93.8,-25.4,-31.2,14.9,223,0,0.2,68.1,31.7,0.0,558,12.7,3304,97,24942
2017-11-27 14:08:13.590,-93.8,-25.4,-31.2,11.0,223,0,38.1,49.2,12.7,0.0,931,8.8,2342,97,24942
2017-11-27 14:08:13.595,-93.8,-25.4,-31.2,11.0,271,0,38.1,49.2,12.7,0.0,931,8.8,2342,97,24942
2017-11-27 14:08:14.80,-93.8,-25.4,-31.2,11.0,295,0,38.1,49.2,12.7,0.0,931,8.8,2342,97,24942
2017-11-27 14:08:14.80,-92.1,-25.7,-25.0,11.0,295,0,38.1,49.2,12.7,0.0,931,8.8,2342,97,24942
2017-11-27 14:08:14.95,-92.1,-25.7,-25.0,15.8,295,0,0.0,55.8,44.2,0.0,837,7.9,3552,98,24942
2017-11-27 14:08:14.555,-88.7,-27.3,-16.7,15.8,295,0,0.0,55.8,44.2,0.0,837,7.9,3552,98,24942
2017-11-27 14:08:14.595,-88.7,-27.3,-16.7,15.8,260,0,0.0,55.8,44.2,0.0,837,7.9,3552,98,24942
2017-11-27 14:08:14.600,-88.7,-27.3,-16.7,17.1,260,0,0.0,32.9,67.1,0.0,996,9.0,3898,97,24942
2017-11-27 14:08:14.785,-88.7,-27.3,-16.7,17.1,260,0,0.0,32.9,67.1,0.0,996,9.0,3898,97,37618
2017-11-27 14:08:15.65,-88.7,-28.7,-14.9,17.1,260,0,0.0,32.9,67.1,0.0,996,9.0,3898,97,37618
2017-11-27 14:08:15.90,-88.7,-28.7,-14.9,17.1,248,0,0.0,32.9,67.1,0.0,996,9.0,3898,97,37618
2017-11-27 14:08:15.110,-88.7,-28.7,-14.9,17.1,248,0,0.0,39.1,60.9,0.0,762,9.6,3865,95,37618
2017-11-27 14:08:15.595,-91.1,-23.1,-21.8,17.1,248,0,0.0,39.1,60.9,0.0,762,9.6,3865,95,37618
2017-11-27 14:08:15.615,-91.1,-23.1,-21.8,17.1,262,0,0.0,39.1,60.9,0.0,762,9.6,3865,95,37618
2017-11-27 14:08:15.615,-91.1,-23.1,-21.8,17.3,262,0,0.0,39.9,60.1,0.0,813,10.8,3920,95,37618
2017-11-27 14:08:16.115,-89.4,-28.4,-17.0,17.3,262,0,0.0,39.9,60.1,0.0,813,10.8,3920,95,37618
2017-11-27 14:08:16.120,-89.4,-28.4,-17.0,17.3,248,0,0.0,39.9,60.1,0.0,813,10.8,3920,95,37618
2017-11-27 14:08:16.125,-89.4,-28.4,-17.0,16.5,248,0,0.0,58.8,41.2,0.0,685,7.6,3900,98,37618
2017-11-27 14:08:16.640,-89.4,-28.4,-17.0,16.5,261,0,0.0,58.8,41.2,0.0,685,7.6,3900,98,37618
2017-11-27 14:08:16.645,-89.4,-28.4,-17.0,15.8,261,0,0.3,57.3,42.4,0.0,691,9.3,3602,97,37618
2017-11-27 14:08:16.785,-89.4,-28.4,-17.0,15.8,261,0,0.3,57.3,42.4,0.0,691,9.3,3602,97,37313
2017-11-27 14:08:17.150,-89.4,-28.4,-17.0,15.8,250,0,0.3,57.3,42.4,0.0,691,9.3,3602,97,37313
2017-11-27 14:08:17.150,-89.4,-28.4,-17.0,15.4,250,0,0.0,76.8,23.2,0.0,859,12.2,3535,97,37313
2017-11-27 14:08:17.675,-89.4,-28.4,-17.0,15.4,260,0,0.0,76.8,23.2,0.0,859,12.2,3535,97,37313
2017-11-27 14:08:17.685,-89.4,-28.4,-17.0,15.1,260,0,0.2,69.4,30.4,0.0,1006,8.7,3320,97,37313
2017-11-27 14:08:18.115,-89.9,-25.7,-19.2,15.1,260,0,0.2,69.4,30.4,0.0,1006,8.7,3320,97,37313
2017-11-27 14:08:18.200,-89.9,-25.7,-19.2,14.6,260,0,0.0,82.1,17.9,0.0,496,10.5,2655,79,37313
2017-11-27 14:08:18.595,-90.8,-23.7,-23.2,14.6,260,0,0.0,82.1,17.9,0.0,496,10.5,2655,79,37313
2017-11-27 14:08:18.695,-90.8,-23.7,-23.2,14.6,240,0,0.0,82.1,17.9,0.0,496,10.5,2655,79,37313
2017-11-27 14:08:18.710,-90.8,-23.7,-23.2,15.1,240,0,6.2,58.5,35.3,0.0,504,13.5,2914,85,37313
2017-11-27 14:08:18.785,-90.8,-23.7,-23.2,15.1,240,0,6.2,58.5,35.3,0.0,504,13.5,2914,85,29239
2017-11-27 14:08:19.50,-91.7,-28.4,-24.9,15.1,240,0,6.2,58.5,35.3,0.0,504,13.5,2914,85,29239
2017-11-27 14:08:19.215,-91.7,-28.4,-24.9,13.9,240,0,7.2,65.1,27.6,0.0,677,7.7,3057,97,29239
2017-11-27 14:08:19.220,-91.7,-28.4,-24.9,13.9,222,0,7.2,65.1,27.6,0.0,677,7.7,3057,97,29239
2017-11-27 14:08:19.635,-93.4,-26.2,-28.0,13.9,222,0,7.2,65.1,27.6,0.0,677,7.7,3057,97,29239
2017-11-27 14:08:19.700,-93.4,-26.2,-28.0,13.9,271,0,7.2,65.1,27.6,0.0,677,7.7,3057,97,29239
2017-11-27 14:08:19.715,-93.4,-26.2,-28.0,12.6,271,0,12.6,80.2,7.1,0.0,925,10.5,2699,98,29239
2017-11-27 14:08:20.160,-92.7,-25.6,-29.3,12.6,271,0,12.6,80.2,7.1,0.0,925,10.5,2699,98,29239
2017-11-27 14:08:20.225,-92.7,-25.6,-29.3,12.6,260,0,12.6,80.2,7.1,0.0,925,10.5,2699,98,29239
2017-11-27 14:08:20.230,-92.7,-25.6,-29.3,14.9,260,0,2.3,70.7,27.0,0.0,822,7.3,3304,97,29239
2017-11-27 14:08:20.665,-90.7,-28.9,-20.8,14.9,260,0,2.3,70.7,27.0,0.0,822,7.3,3304,97,29239
