Time,SINR Rx[0],SINR Rx[1],RSRP Rx[0],RSRQ Rx[0],RSSI Rx[0],RSRP Rx[1],RSRQ Rx[1],RSSI Rx[1],Bandwidth,Num of Subframes,Avg RB count,Average TB Size,Num of TBs,Tx Antennas,Average MCS Index,Num QPSK (LTE DL),Num 16QAM (LTE DL),Num 64QAM (LTE DL),Number of carriers DL,Num 256QAM (LTE DL),Num ACKs,Num NACKs,QPSK Rate,16-QAM Rate,64-QAM Rate,256-QAM Rate,Reporting Mode,CQI0/CQI1,BLER,PDSCH Thrpt,Test KPI type,Test KPI avg,Test KPI worst,Test KPI best,Test KPI last,Intermediate KPI,IP Thrpt DL
2018-01-06 16:27:25.450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-06 16:27:26.720,6.7,4.6,-105.2,-8.4,-78.1,-113.8,-8.7,-86.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-06 16:27:27.985,12.6,16.5,-103.1,-7.2,-77.1,-101.9,-6.2,-76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-06 16:27:27.985,12.6,16.5,-103.1,-7.2,-77.1,-101.9,-6.2,-76.9,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
2018-01-06 16:27:28.485,12.6,16.5,-103.1,-7.2,-77.1,-101.9,-6.2,-76.9,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,,0
2018-01-06 16:27:29.290,5.1,4.9,-101.9,-6.9,-76.3,-102.1,-9.0,-74.4,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,,0
2018-01-06 16:27:29.420,5.1,4.9,-101.9,-6.9,-76.3,-102.1,-9.0,-74.4,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,30,0
2018-01-06 16:27:30.320,5.1,4.9,-101.9,-6.9,-76.3,-102.1,-9.0,-74.4,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,30,1
2018-01-06 16:27:30.425,5.1,4.9,-101.9,-6.9,-76.3,-102.1,-9.0,-74.4,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,26,1
2018-01-06 16:27:30.570,9.0,6.7,-103.2,-8.1,-76.3,-102.4,-8.1,-75.6,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,26,1
2018-01-06 16:27:31.235,9.0,6.7,-103.2,-8.1,-76.3,-102.4,-8.1,-75.6,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,26,13
2018-01-06 16:27:31.465,9.0,6.7,-103.2,-8.1,-76.3,-102.4,-8.1,-75.6,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,32,13
2018-01-06 16:27:31.850,9.4,14.2,-104.8,-8.1,-78.0,-101.9,-6.6,-76.5,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,32,13
2018-01-06 16:27:32.140,9.4,14.2,-104.8,-8.1,-78.0,-101.9,-6.6,-76.5,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,32,1
2018-01-06 16:27:32.420,9.4,14.2,-104.8,-8.1,-78.0,-101.9,-6.6,-76.5,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,25,1
2018-01-06 16:27:33.130,16.4,16.2,-103.1,-7.8,-76.5,-100.5,-6.5,-75.2,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,25,1
2018-01-06 16:27:33.425,16.4,16.2,-103.1,-7.8,-76.5,-100.5,-6.5,-75.2,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,24,1
2018-01-06 16:27:34.145,16.4,16.2,-103.1,-7.8,-76.5,-100.5,-6.5,-75.2,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,24,0
2018-01-06 16:27:34.410,12.0,15.1,-104.2,-7.4,-78.1,-101.6,-6.3,-76.5,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,24,0
2018-01-06 16:27:34.425,12.0,15.1,-104.2,-7.4,-78.1,-101.6,-6.3,-76.5,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,30,0
2018-01-06 16:27:35.510,12.0,15.1,-104.2,-7.4,-78.1,-101.6,-6.3,-76.5,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,34,0
2018-01-06 16:27:35.695,8.7,12.3,-103.8,-12.5,-72.6,-100.1,-13.7,-67.6,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,34,0
2018-01-06 16:27:36.430,8.7,12.3,-103.8,-12.5,-72.6,-100.1,-13.7,-67.6,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,28,0
2018-01-06 16:27:36.970,7.1,6.6,-104.2,-8.4,-77.0,-101.4,-8.2,-74.4,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,28,0
2018-01-06 16:27:37.95,7.1,6.6,-104.2,-8.4,-77.0,-101.4,-8.2,-74.4,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,28,1
2018-01-06 16:27:38.5,7.1,6.6,-104.2,-8.4,-77.0,-101.4,-8.2,-74.4,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,28,0
2018-01-06 16:27:38.255,10.9,13.6,-103.8,-7.6,-77.4,-101.4,-6.4,-76.2,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,28,0
2018-01-06 16:27:38.430,10.9,13.6,-103.8,-7.6,-77.4,-101.4,-6.4,-76.2,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,0,0
2018-01-06 16:27:39.445,10.9,13.6,-103.8,-7.6,-77.4,-101.4,-6.4,-76.2,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,28,0
2018-01-06 16:27:39.535,11.7,11.5,-103.1,-8.9,-75.4,-100.3,-7.2,-74.3,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,28,0
2018-01-06 16:27:39.825,11.7,11.5,-103.1,-8.9,-75.4,-100.3,-7.2,-74.3,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,28,1
2018-01-06 16:27:39.870,11.7,11.5,-103.1,-8.9,-75.4,-100.3,-7.2,-74.3,15,,,,,2,,,,,1,,,,,,,,,,,,,,,,,28,1
2018-01-06 16:27:39.870,11.7,11.5,-103.1,-8.9,-75.4,-100.3,-7.2,-74.3,15,1,3,7.0,1,2,0.0,1.0,0.0,0.0,1,0.0,,,100.0,0.0,0.0,0.0,,,0.0,55,,,,,,28,1
2018-01-06 16:27:40.450,11.7,11.5,-103.1,-8.9,-75.4,-100.3,-7.2,-74.3,15,1,3,7.0,1,2,0.0,1.0,0.0,0.0,1,0.0,,,100.0,0.0,0.0,0.0,,,0.0,55,,,,,,31,1
2018-01-06 16:27:40.820,6.0,6.6,-104.6,-8.9,-76.9,-100.9,-8.2,-74.0,15,1,3,7.0,1,2,0.0,1.0,0.0,0.0,1,0.0,,,100.0,0.0,0.0,0.0,,,0.0,55,,,,,,31,1
2018-01-06 16:27:41.575,6.0,6.6,-104.6,-8.9,-76.9,-100.9,-8.2,-74.0,15,1,3,7.0,1,2,0.0,1.0,0.0,0.0,1,0.0,,,100.0,0.0,0.0,0.0,,,0.0,55,,,,,,25,1
2018-01-06 16:27:42.65,15.3,18.3,-104.3,-7.6,-77.9,-100.9,-6.2,-76.0,15,1,3,7.0,1,2,0.0,1.0,0.0,0.0,1,0.0,,,100.0,0.0,0.0,0.0,,,0.0,55,,,,,,25,1
2018-01-06 16:27:42.455,15.3,18.3,-104.3,-7.6,-77.9,-100.9,-6.2,-76.0,15,1,3,7.0,1,2,0.0,1.0,0.0,0.0,1,0.0,,,100.0,0.0,0.0,0.0,,,0.0,55,,,,,,26,1
2018-01-06 16:27:43.370,9.4,11.6,-102.8,-12.6,-71.4,-99.6,-13.7,-67.1,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,26,
2018-01-06 16:27:43.485,9.4,11.6,-102.8,-12.6,-71.4,-99.6,-13.7,-67.1,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,26,1
2018-01-06 16:27:44.390,9.4,11.6,-102.8,-12.6,-71.4,-99.6,-13.7,-67.1,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,26,0
2018-01-06 16:27:44.450,9.4,11.6,-102.8,-12.6,-71.4,-99.6,-13.7,-67.1,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,24,0
2018-01-06 16:27:44.655,10.0,8.1,-102.1,-8.0,-75.4,-100.8,-7.7,-74.3,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,24,0
2018-01-06 16:27:45.295,10.0,8.1,-102.1,-8.0,-75.4,-100.8,-7.7,-74.3,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,24,1
2018-01-06 16:27:45.455,10.0,8.1,-102.1,-8.0,-75.4,-100.8,-7.7,-74.3,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,14,1
2018-01-06 16:27:45.930,9.6,11.1,-103.2,-7.4,-77.1,-100.8,-7.4,-74.6,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,14,1
2018-01-06 16:27:46.475,9.6,11.1,-103.2,-7.4,-77.1,-100.8,-7.4,-74.6,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,32,1
2018-01-06 16:27:47.190,8.5,9.4,-103.1,-7.9,-76.4,-100.7,-7.1,-74.8,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,32,1
2018-01-06 16:27:47.460,8.5,9.4,-103.1,-7.9,-76.4,-100.7,-7.1,-74.8,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,18,1
2018-01-06 16:27:48.480,8.5,9.4,-103.1,-7.9,-76.4,-100.7,-7.1,-74.8,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,13,1
2018-01-06 16:27:48.480,8.5,9.4,-103.1,-7.9,-76.4,-100.7,-7.1,-74.8,15,,,,,2,,,,,,,,,,,,,,,,,RTT,24,24,24,24,0,1
2018-01-06 16:27:48.490,8.1,6.7,-103.2,-8.1,-76.3,-101.9,-7.3,-75.8,15,,,,,2,,,,,,,,,,,,,,,,,RTT,24,24,24,24,0,1
2018-01-06 16:27:49.600,8.1,6.7,-103.2,-8.1,-76.3,-101.9,-7.3,-75.8,15,,,,,2,,,,,,,,,,,,,,,,,RTT,24,24,24,24,28,1
2018-01-06 16:27:49.775,6.6,6.2,-103.2,-8.4,-76.1,-101.9,-8.0,-75.2,15,,,,,2,,,,,,,,,,,,,,,,,RTT,24,24,24,24,28,1
2018-01-06 16:27:50.605,6.6,6.2,-103.2,-8.4,-76.1,-101.9,-8.0,-75.2,15,,,,,2,,,,,,,,,,,,,,,,,RTT,24,24,24,24,27,1
2018-01-06 16:27:51.50,16.4,17.8,-103.2,-6.9,-77.6,-100.4,-6.2,-75.4,15,,,,,2,,,,,,,,,,,,,,,,,RTT,24,24,24,24,27,1
2018-01-06 16:27:51.595,16.4,17.8,-103.2,-6.9,-77.6,-100.4,-6.2,-75.4,15,,,,,2,,,,,,,,,,,,,,,,,RTT,24,24,24,24,15,1
2018-01-06 16:27:52.335,16.2,18.3,-102.6,-10.2,-73.6,-99.6,-7.0,-73.9,15,,,,,2,,,,,,,,,,,,,,,,,RTT,24,24,24,24,15,1
2018-01-06 16:27:52.620,16.2,18.3,-102.6,-10.2,-73.6,-99.6,-7.0,-73.9,15,,,,,2,,,,,,,,,,,,,,,,,RTT,24,24,24,24,28,1
2018-01-06 16:27:53.555,16.2,18.3,-102.6,-10.2,-73.6,-99.6,-7.0,-73.9,15,,,,,2,,,,,,,,,,,,,,,,,RTT,24,24,24,24,28,0
2018-01-06 16:27:53.605,16.2,18.3,-102.6,-10.2,-73.6,-99.6,-7.0,-73.9,15,,,,,2,,,,,,,,,,,,,,,,,RTT,24,24,24,24,24,0
2018-01-06 16:27:53.615,11.1,13.9,-104.2,-8.0,-77.4,-101.7,-6.6,-76.4,15,,,,,2,,,,,,,,,,,,,,,,,RTT,24,24,24,24,24,0
2018-01-06 16:27:54.600,11.1,13.9,-104.2,-8.0,-77.4,-101.7,-6.6,-76.4,15,,,,,2,,,,,,,,,,,,,,,,,RTT,24,24,24,24,15,0
2018-01-06 16:27:54.855,17.0,18.6,-103.1,-7.5,-76.9,-100.2,-6.2,-75.2,15,,,,,2,,,,,,,,,,,,,,,,,RTT,24,24,24,24,15,0
2018-01-06 16:27:55.605,17.0,18.6,-103.1,-7.5,-76.9,-100.2,-6.2,-75.2,15,,,,,2,,,,,,,,,,,,,,,,,RTT,24,24,24,24,23,0
2018-01-06 16:27:56.180,13.2,16.1,-103.6,-8.9,-75.9,-99.6,-7.1,-73.8,15,,,,,2,,,,,,,,,,,,,,,,,RTT,24,24,24,24,23,0
2018-01-06 16:27:56.425,13.2,16.1,-103.6,-8.9,-75.9,-99.6,-7.1,-73.8,15,,,,,2,,,,,,,,,,,,,,,,,RTT,24,24,24,24,23,1
2018-01-06 16:27:56.610,13.2,16.1,-103.6,-8.9,-75.9,-99.6,-7.1,-73.8,15,,,,,2,,,,,,,,,,,,,,,,,RTT,24,24,24,24,25,1
2018-01-06 16:27:57.455,15.4,16.9,-103.3,-7.7,-76.9,-100.3,-6.3,-75.2,15,,,,,2,,,,,,,,,,,,,,,,,RTT,24,24,24,24,25,1
2018-01-06 16:27:57.620,15.4,16.9,-103.3,-7.7,-76.9,-100.3,-6.3,-75.2,15,,,,,2,,,,,,,,,,,,,,,,,RTT,24,24,24,24,15,1
2018-01-06 16:27:58.650,15.4,16.9,-103.3,-7.7,-76.9,-100.3,-6.3,-75.2,15,,,,,2,,,,,,,,,,,,,,,,,RTT,24,24,24,24,23,1
2018-01-06 16:27:58.650,15.4,16.9,-103.3,-7.7,-76.9,-100.3,-6.3,-75.2,15,,,,,2,,,,,,,,,,,,,,,,,RTT,23,24,22,22,0,1
2018-01-06 16:27:58.740,8.1,8.1,-103.2,-8.4,-76.1,-100.1,-7.8,-73.4,15,,,,,2,,,,,,,,,,,,,,,,,RTT,23,24,22,22,0,1
2018-01-06 16:27:59.680,8.1,8.1,-103.2,-8.4,-76.1,-100.1,-7.8,-73.4,15,,,,,2,,,,,,,,,,,,,,,,,RTT,23,24,22,22,28,1
2018-01-06 16:28:00.10,8.1,6.9,-103.1,-7.2,-77.1,-102.9,-7.6,-76.5,15,,,,,2,,,,,,,,,,,,,,,,,RTT,23,24,22,22,28,1
2018-01-06 16:28:00.675,8.1,6.9,-103.1,-7.2,-77.1,-102.9,-7.6,-76.5,15,,,,,2,,,,,,,,,,,,,,,,,RTT,23,24,22,22,21,1
2018-01-06 16:28:01.245,14.8,13.9,-100.0,-6.9,-74.4,-101.7,-5.8,-77.2,15,,,,,2,,,,,,,,,,,,,,,,,RTT,23,24,22,22,21,1
2018-01-06 16:28:01.685,14.8,13.9,-100.0,-6.9,-74.4,-101.7,-5.8,-77.2,15,,,,,2,,,,,,,,,,,,,,,,,RTT,23,24,22,22,24,1
2018-01-06 16:28:02.560,11.3,13.0,-100.6,-7.2,-74.8,-100.8,-6.4,-75.6,15,,,,,2,,,,,,,,,,,,,,,,,RTT,23,24,22,22,24,1
2018-01-06 16:28:02.720,11.3,13.0,-100.6,-7.2,-74.8,-100.8,-6.4,-75.6,15,,,,,2,,,,,,,,,,,,,,,,,RTT,23,24,22,22,32,1
2018-01-06 16:28:03.685,11.3,13.0,-100.6,-7.2,-74.8,-100.8,-6.4,-75.6,15,,,,,2,,,,,,,,,,,,,,,,,RTT,23,24,22,22,15,1
2018-01-06 16:28:03.850,14.8,10.3,-98.4,-6.6,-73.0,-100.6,-7.1,-74.8,15,,,,,2,,,,,,,,,,,,,,,,,RTT,23,24,22,22,15,1
2018-01-06 16:28:04.680,14.8,10.3,-98.4,-6.6,-73.0,-100.6,-7.1,-74.8,15,,,,,2,,,,,,,,,,,,,,,,,RTT,23,24,22,22,22,1
2018-01-06 16:28:05.135,17.8,14.9,-98.8,-6.6,-73.4,-102.4,-6.8,-76.9,15,,,,,2,,,,,,,,,,,,,,,,,RTT,23,24,22,22,22,1
2018-01-06 16:28:05.630,17.8,14.9,-98.8,-6.6,-73.4,-102.4,-6.8,-76.9,15,,,,,2,,,,,,,,,,,,,,,,,RTT,23,24,22,22,22,0
2018-01-06 16:28:05.690,17.8,14.9,-98.8,-6.6,-73.4,-102.4,-6.8,-76.9,15,,,,,2,,,,,,,,,,,,,,,,,RTT,23,24,22,22,24,0
2018-01-06 16:28:06.380,17.7,16.6,-100.5,-12.3,-69.4,-100.6,-12.9,-68.9,15,,,,,2,,,,,,,,,,,,,,,,,RTT,23,24,22,22,24,0
2018-01-06 16:28:06.550,17.7,16.6,-100.5,-12.3,-69.4,-100.6,-12.9,-68.9,15,,,,,2,,,,,,,,,,,,,,,,,RTT,23,24,22,22,24,1
2018-01-06 16:28:06.550,17.7,16.6,-100.5,-12.3,-69.4,-100.6,-12.9,-68.9,15,,,,,2,,,,,1,,,,,,,,,,,,RTT,23,24,22,22,24,1
2018-01-06 16:28:06.550,17.7,16.6,-100.5,-12.3,-69.4,-100.6,-12.9,-68.9,15,1,3,7.0,1,2,0.0,1.0,0.0,0.0,1,0.0,,,100.0,0.0,0.0,0.0,,,0.0,55,RTT,23,24,22,22,24,1
2018-01-06 16:28:06.760,17.7,16.6,-100.5,-12.3,-69.4,-100.6,-12.9,-68.9,15,1,3,7.0,1,2,0.0,1.0,0.0,0.0,1,0.0,,,100.0,0.0,0.0,0.0,,,0.0,55,RTT,23,24,22,22,96,1
2018-01-06 16:28:07.680,17.7,16.6,-100.5,-12.3,-69.4,-100.6,-12.9,-68.9,15,1,3,7.0,1,2,0.0,1.0,0.0,0.0,1,0.0,,,100.0,0.0,0.0,0.0,,,0.0,55,RTT,23,24,22,22,21,1
2018-01-06 16:28:07.695,16.0,15.4,-99.9,-9.6,-71.5,-101.6,-11.9,-70.9,15,1,3,7.0,1,2,0.0,1.0,0.0,0.0,1,0.0,,,100.0,0.0,0.0,0.0,,,0.0,55,RTT,23,24,22,22,21,1
2018-01-06 16:28:08.680,16.0,15.4,-99.9,-9.6,-71.5,-101.6,-11.9,-70.9,15,1,3,7.0,1,2,0.0,1.0,0.0,0.0,1,0.0,,,100.0,0.0,0.0,0.0,,,0.0,55,RTT,23,24,22,22,15,1
2018-01-06 16:28:08.700,16.0,15.4,-99.9,-9.6,-71.5,-101.6,-11.9,-70.9,15,1,3,7.0,1,2,0.0,1.0,0.0,0.0,1,0.0,,,100.0,0.0,0.0,0.0,,,0.0,55,RTT,25,30,22,30,0,1
2018-01-06 16:28:08.975,9.7,6.6,-97.1,-7.4,-70.9,-103.6,-8.4,-76.5,15,1,3,7.0,1,2,0.0,1.0,0.0,0.0,1,0.0,,,100.0,0.0,0.0,0.0,,,0.0,55,RTT,25,30,22,30,0,1
2018-01-06 16:28:09.715,9.7,6.6,-97.1,-7.4,-70.9,-103.6,-8.4,-76.5,15,1,3,7.0,1,2,0.0,1.0,0.0,0.0,1,0.0,,,100.0,0.0,0.0,0.0,,,0.0,55,RTT,25,30,22,30,30,1
2018-01-06 16:28:10.260,8.7,11.7,-100.9,-9.8,-72.3,-98.2,-6.6,-72.9,15,,,,,2,,,,,,,,,,,,,,,,,RTT,25,30,22,30,30,
2018-01-06 16:28:10.710,8.7,11.7,-100.9,-9.8,-72.3,-98.2,-6.6,-72.9,15,,,,,2,,,,,,,,,,,,,,,,,RTT,25,30,22,30,24,
2018-01-06 16:28:11.125,8.7,11.7,-100.9,-9.8,-72.3,-98.2,-6.6,-72.9,15,,,,,2,,,,,,,,,,,,,,,,,RTT,25,30,22,30,24,1
2018-01-06 16:28:11.545,14.8,13.4,-98.2,-11.8,-67.7,-103.9,-14.1,-71.1,15,,,,,2,,,,,,,,,,,,,,,,,RTT,25,30,22,30,24,1
2018-01-06 16:28:12.665,14.8,13.4,-98.2,-11.8,-67.7,-103.9,-14.1,-71.1,15,,,,,2,,,,,,,,,,,,,,,,,RTT,25,30,22,30,14,1
2018-01-06 16:28:12.815,19.2,17.9,-99.2,-8.3,-72.1,-102.1,-6.2,-77.1,15,,,,,2,,,,,,,,,,,,,,,,,RTT,25,30,22,30,14,1
2018-01-06 16:28:13.670,19.2,17.9,-99.2,-8.3,-72.1,-102.1,-6.2,-77.1,15,,,,,2,,,,,,,,,,,,,,,,,RTT,25,30,22,30,24,1
2018-01-06 16:28:14.100,19.5,17.3,-99.8,-7.2,-73.8,-102.9,-6.1,-78.1,15,,,,,2,,,,,,,,,,,,,,,,,RTT,25,30,22,30,24,1
2018-01-06 16:28:15.385,18.1,19.0,-99.4,-8.7,-71.9,-100.8,-9.2,-72.8,15,,,,,2,,,,,,,,,,,,,,,,,RTT,25,30,22,30,24,1
2018-01-06 16:28:15.595,18.1,19.0,-99.4,-8.7,-71.9,-100.8,-9.2,-72.8,15,,,,,2,,,,,1,,,,,,,,,,,,RTT,25,30,22,30,24,1
2018-01-06 16:28:15.595,18.1,19.0,-99.4,-8.7,-71.9,-100.8,-9.2,-72.8,15,1,3,7.0,1,2,0.0,1.0,0.0,0.0,1,0.0,,,100.0,0.0,0.0,0.0,,,0.0,55,RTT,25,30,22,30,24,1
2018-01-06 16:28:16.590,18.1,19.0,-99.4,-8.7,-71.9,-100.8,-9.2,-72.8,15,1,3,7.0,1,2,0.0,1.0,0.0,0.0,1,0.0,,,100.0,0.0,0.0,0.0,,,0.0,55,RTT,25,30,22,30,24,0
2018-01-06 16:28:16.665,18.8,16.7,-97.8,-11.8,-67.2,-100.1,-14.0,-67.3,15,1,3,7.0,1,2,0.0,1.0,0.0,0.0,1,0.0,,,100.0,0.0,0.0,0.0,,,0.0,55,RTT,25,30,22,30,24,0
2018-01-06 16:28:17.900,15.3,15.9,-98.7,-8.6,-71.4,-100.6,-10.2,-71.7,15,1,3,7.0,1,2,0.0,1.0,0.0,0.0,1,0.0,,,100.0,0.0,0.0,0.0,,,0.0,55,RTT,25,30,22,30,24,0
2018-01-06 16:28:19.225,23.3,22.0,-92.0,-7.4,-65.9,-96.1,-6.1,-71.2,15,1,3,7.0,1,2,0.0,1.0,0.0,0.0,1,0.0,,,100.0,0.0,0.0,0.0,,,0.0,55,RTT,25,30,22,30,24,0
2018-01-06 16:28:19.685,23.3,22.0,-92.0,-7.4,-65.9,-96.1,-6.1,-71.2,15,1,3,7.0,1,2,0.0,1.0,0.0,0.0,1,0.0,,,100.0,0.0,0.0,0.0,,,0.0,55,RTT,25,30,22,30,0,0
2018-01-06 16:28:20.465,22.0,17.7,-93.1,-8.6,-65.8,-99.9,-6.1,-75.1,15,1,3,7.0,1,2,0.0,1.0,0.0,0.0,1,0.0,,,100.0,0.0,0.0,0.0,,,0.0,55,RTT,25,30,22,30,0,0
2018-01-06 16:28:21.775,25.9,24.8,-93.0,-6.3,-67.9,-96.4,-6.1,-71.6,15,,,,,2,,,,,,,,,,,,,,,,,RTT,25,30,22,30,0,
2018-01-06 16:28:22.125,25.9,24.8,-93.0,-6.3,-67.9,-96.4,-6.1,-71.6,15,,,,,2,,,,,,,,,,,,,,,,,RTT,25,30,22,30,0,0
2018-01-06 16:28:23.60,24.2,22.9,-88.4,-6.8,-62.8,-92.8,-5.9,-68.1,15,,,,,2,,,,,,,,,,,,,,,,,RTT,25,30,22,30,0,0
2018-01-06 16:28:24.340,18.8,18.5,-88.3,-12.2,-57.4,-92.2,-14.2,-59.3,15,,,,,2,,,,,,,,,,,,,,,,,RTT,25,30,22,30,0,0
2018-01-06 16:28:24.590,18.8,18.5,-88.3,-12.2,-57.4,-92.2,-14.2,-59.3,15,,,,,2,,,,,1,,,,,,,,,,,,RTT,25,30,22,30,0,0
2018-01-06 16:28:24.590,18.8,18.5,-88.3,-12.2,-57.4,-92.2,-14.2,-59.3,15,1,3,7.0,1,2,0.0,1.0,0.0,0.0,1,0.0,,,100.0,0.0,0.0,0.0,,,0.0,55,RTT,25,30,22,30,0,0
2018-01-06 16:28:25.595,28.2,27.0,-83.8,-6.8,-58.2,-88.1,-6.1,-63.2,15,1,3,7.0,1,2,0.0,1.0,0.0,0.0,1,0.0,,,100.0,0.0,0.0,0.0,,,0.0,55,RTT,25,30,22,30,0,0
2018-01-06 16:28:26.905,26.8,24.8,-82.4,-6.8,-56.8,-87.5,-6.1,-62.8,15,1,3,7.0,1,2,0.0,1.0,0.0,0.0,1,0.0,,,100.0,0.0,0.0,0.0,,,0.0,55,RTT,25,30,22,30,0,0
2018-01-06 16:28:28.185,23.1,22.4,-78.4,-11.6,-48.1,-85.8,-13.9,-53.2,15,,,,,2,,,,,,,,,,,,,,,,,RTT,25,30,22,30,0,
2018-01-06 16:28:28.680,23.1,22.4,-78.4,-11.6,-48.1,-85.8,-13.9,-53.2,15,,,,,2,,,,,,,,,,,,,,,,,RTT,25,30,22,30,0,0
2018-01-06 16:28:29.460,26.7,30.0,-70.8,-7.6,-44.5,-67.7,-5.9,-43.0,15,,,,,2,,,,,,,,,,,,,,,,,RTT,25,30,22,30,0,0
2018-01-06 16:28:30.735,27.5,28.2,-74.9,-7.5,-48.6,-75.6,-5.9,-50.9,15,,,,,2,,,,,,,,,,,,,,,,,RTT,25,30,22,30,0,0
2018-01-06 16:28:32.20,23.6,24.4,-83.2,-6.4,-58.1,-83.1,-6.2,-58.1,15,,,,,2,,,,,,,,,,,,,,,,,RTT,25,30,22,30,0,0
2018-01-06 16:28:32.625,23.6,24.4,-83.2,-6.4,-58.1,-83.1,-6.2,-58.1,15,,,,,2,,,,,,,2,0,,,,,,,,,RTT,25,30,22,30,0,0
2018-01-06 16:28:32.680,26.0,22.2,-79.9,-8.4,-52.8,-85.9,-5.1,-62.0,15,,,,,2,,,,,,,2,0,,,,,,,,,RTT,25,30,22,30,0,0
2018-01-06 16:28:32.680,26.0,22.2,-79.9,-8.4,-52.8,-85.9,-5.1,-62.0,15,,,,,2,,,,,1,,2,0,,,,,,,,,RTT,25,30,22,30,0,0
2018-01-06 16:28:32.680,26.0,22.2,-79.9,-8.4,-52.8,-85.9,-5.1,-62.0,15,5,9,28.2,5,2,3.0,5.0,0.0,0.0,1,0.0,2,0,100.0,0.0,0.0,0.0,,,0.0,220,RTT,25,30,22,30,0,0
2018-01-06 16:28:32.730,26.0,22.2,-79.9,-8.4,-52.8,-85.9,-5.1,-62.0,15,5,9,28.2,5,2,3.0,5.0,0.0,0.0,1,0.0,2,0,100.0,0.0,0.0,0.0,3,12.3 / 0.0,0.0,220,RTT,25,30,22,30,0,0
2018-01-06 16:28:33.60,26.0,22.2,-79.9,-8.4,-52.8,-85.9,-5.1,-62.0,15,5,9,28.2,5,2,3.0,5.0,0.0,0.0,1,0.0,2,0,100.0,0.0,0.0,0.0,3,12.3 / 0.0,0.0,220,RTT,25,30,22,30,81,0
2018-01-06 16:28:33.115,26.0,22.2,-79.9,-8.4,-52.8,-85.9,-5.1,-62.0,15,5,9,28.2,5,2,3.0,5.0,0.0,0.0,1,0.0,2,0,100.0,0.0,0.0,0.0,3,12.4 / 0.0,0.0,220,RTT,25,30,22,30,81,0
2018-01-06 16:28:33.130,23.4,22.3,-80.9,-8.7,-52.2,-86.4,-6.8,-55.5,15,5,9,28.2,5,2,3.0,5.0,0.0,0.0,1,0.0,2,0,100.0,0.0,0.0,0.0,3,12.4 / 0.0,0.0,220,RTT,25,30,22,30,81,0
2018-01-06 16:28:33.185,23.4,22.3,-80.9,-8.7,-52.2,-86.4,-6.8,-55.5,15,8,14,40.1,12,2,0.7,12.0,0.0,0.0,1,0.0,2,0,100.0,0.0,0.0,0.0,3,12.4 / 0.0,0.0,13,RTT,25,30,22,30,81,0
2018-01-06 16:28:33.185,23.4,22.3,-80.9,-8.7,-52.2,-86.4,-6.8,-55.5,15,8,14,40.1,12,2,0.7,12.0,0.0,0.0,1,0.0,33,0,100.0,0.0,0.0,0.0,3,12.4 / 0.0,0.0,13,RTT,25,30,22,30,81,0
