Time,SINR Rx[0],RSRP Rx[0],SINR Rx[1],RSRP Rx[1],Cycles,Test KPI type,Test KPI best,Test KPI worst,Test KPI avg,Intermediate KPI,Lat,Long
2017-12-06 12:34:56.290,,,,,,,,,,,,
2017-12-06 12:34:57.530,23.2,-99.2,20.4,-105.4,,,,,,,,
2017-12-06 12:34:58.770,23.2,-99.2,20.4,-105.4,1/5,,,,,,,
2017-12-06 12:35:01.280,19.8,-104.8,14.1,-113.0,1/5,,,,,,,
2017-12-06 12:35:01.670,19.8,-104.8,14.1,-113.0,1/5,,,,,3406,,
2017-12-06 12:35:02.245,19.8,-104.8,14.1,-113.0,1/5,,,,,3406,55.052878,9.784207
2017-12-06 12:35:02.570,23.1,-102.1,16.7,-110.9,1/5,,,,,3406,55.052878,9.784207
2017-12-06 12:35:03.675,23.1,-102.1,16.7,-110.9,1/5,,,,,14697,55.052878,9.784207
2017-12-06 12:35:03.855,23.4,-101.6,15.1,-112.0,1/5,,,,,14697,55.052878,9.784207
2017-12-06 12:35:05.140,20.5,-102.1,15.5,-111.7,1/5,,,,,14697,55.052878,9.784207
2017-12-06 12:35:05.680,20.5,-102.1,15.5,-111.7,1/5,,,,,6214,55.052878,9.784207
2017-12-06 12:35:06.410,22.2,-101.7,15.7,-111.4,1/5,,,,,6214,55.052878,9.784207
2017-12-06 12:35:07.185,22.2,-101.7,15.7,-111.4,1/5,,,,,6214,55.052877,9.784207
2017-12-06 12:35:07.690,22.2,-101.7,15.7,-111.4,1/5,,,,,6127,55.052877,9.784207
2017-12-06 12:35:07.700,22.5,-102.1,16.1,-111.1,1/5,,,,,6127,55.052877,9.784207
2017-12-06 12:35:08.975,22.3,-101.8,15.5,-111.4,1/5,,,,,6127,55.052877,9.784207
2017-12-06 12:35:09.685,22.3,-101.8,15.5,-111.4,1/5,,,,,5783,55.052877,9.784207
2017-12-06 12:35:10.265,23.1,-102.2,15.2,-111.8,1/5,,,,,5783,55.052877,9.784207
2017-12-06 12:35:11.220,23.1,-102.2,15.2,-111.8,1/5,,,,,5783,55.052877,9.784208
2017-12-06 12:35:11.540,22.4,-102.1,16.6,-110.3,1/5,,,,,5783,55.052877,9.784208
2017-12-06 12:35:11.735,22.4,-102.1,16.6,-110.3,1/5,,,,,6052,55.052877,9.784208
2017-12-06 12:35:12.830,21.9,-101.9,16.0,-111.1,1/5,,,,,6052,55.052877,9.784208
2017-12-06 12:35:13.695,21.9,-101.9,16.0,-111.1,1/5,,,,,4222,55.052877,9.784208
2017-12-06 12:35:14.110,21.2,-103.1,18.0,-109.3,1/5,,,,,4222,55.052877,9.784208
2017-12-06 12:35:15.395,23.7,-100.9,18.9,-107.9,1/5,,,,,4222,55.052877,9.784208
2017-12-06 12:35:15.735,23.7,-100.9,18.9,-107.9,1/5,,,,,4586,55.052877,9.784208
2017-12-06 12:35:16.665,22.7,-101.3,16.3,-110.4,1/5,,,,,4586,55.052877,9.784208
2017-12-06 12:35:17.740,22.7,-101.3,16.3,-110.4,1/5,,,,,7248,55.052877,9.784208
2017-12-06 12:35:17.960,22.0,-102.9,17.8,-109.7,1/5,,,,,7248,55.052877,9.784208
2017-12-06 12:35:19.235,21.0,-103.8,18.3,-108.9,1/5,,,,,7248,55.052877,9.784208
2017-12-06 12:35:19.740,21.0,-103.8,18.3,-108.9,1/5,,,,,5024,55.052877,9.784208
2017-12-06 12:35:20.520,22.5,-102.1,18.2,-108.8,1/5,,,,,5024,55.052877,9.784208
2017-12-06 12:35:21.195,22.5,-102.1,18.2,-108.8,1/5,,,,,5024,55.052877,9.784209
2017-12-06 12:35:21.760,22.5,-102.1,18.2,-108.8,1/5,,,,,5930,55.052877,9.784209
2017-12-06 12:35:21.790,21.7,-101.8,16.7,-110.3,1/5,,,,,5930,55.052877,9.784209
2017-12-06 12:35:23.85,25.1,-99.4,16.7,-110.6,1/5,,,,,5930,55.052877,9.784209
2017-12-06 12:35:23.765,25.1,-99.4,16.7,-110.6,1/5,,,,,6585,55.052877,9.784209
2017-12-06 12:35:24.350,21.7,-99.9,15.7,-109.8,1/5,,,,,6585,55.052877,9.784209
2017-12-06 12:35:25.645,24.0,-99.8,17.3,-109.9,1/5,,,,,6585,55.052877,9.784209
2017-12-06 12:35:25.770,24.0,-99.8,17.3,-109.9,1/5,,,,,5410,55.052877,9.784209
2017-12-06 12:35:26.925,23.0,-101.4,18.1,-108.9,1/5,,,,,5410,55.052877,9.784209
2017-12-06 12:35:27.795,23.0,-101.4,18.1,-108.9,1/5,,,,,5427,55.052877,9.784209
2017-12-06 12:35:28.200,21.8,-99.9,18.2,-107.4,1/5,,,,,5427,55.052877,9.784209
2017-12-06 12:35:29.495,24.9,-99.7,18.5,-108.6,1/5,,,,,5427,55.052877,9.784209
2017-12-06 12:35:29.795,24.9,-99.7,18.5,-108.6,1/5,,,,,4411,55.052877,9.784209
2017-12-06 12:35:30.225,24.9,-99.7,18.5,-108.6,1/5,,,,,4411,55.052872,9.784205
2017-12-06 12:35:30.770,23.9,-100.6,20.6,-106.8,1/5,,,,,4411,55.052872,9.784205
2017-12-06 12:35:31.210,23.9,-100.6,20.6,-106.8,1/5,,,,,4411,55.052868,9.784202
2017-12-06 12:35:31.805,23.9,-100.6,20.6,-106.8,1/5,,,,,1921,55.052868,9.784202
2017-12-06 12:35:32.40,22.6,-99.5,18.0,-107.6,1/5,,,,,1921,55.052868,9.784202
2017-12-06 12:35:32.225,22.6,-99.5,18.0,-107.6,1/5,,,,,1921,55.052864,9.784199
2017-12-06 12:35:33.205,22.6,-99.5,18.0,-107.6,1/5,,,,,1921,55.052861,9.784196
2017-12-06 12:35:33.335,24.3,-100.2,19.5,-107.4,1/5,,,,,1921,55.052861,9.784196
2017-12-06 12:35:33.960,24.3,-100.2,19.5,-107.4,1/5,,,,,2588,55.052861,9.784196
2017-12-06 12:35:34.215,24.3,-100.2,19.5,-107.4,1/5,,,,,2588,55.052862,9.784198
2017-12-06 12:35:34.605,22.8,-99.8,18.0,-108.0,1/5,,,,,2588,55.052862,9.784198
2017-12-06 12:35:35.200,22.8,-99.8,18.0,-108.0,1/5,,,,,2588,55.052862,9.784197
2017-12-06 12:35:35.880,24.6,-100.1,19.9,-106.9,1/5,,,,,2588,55.052862,9.784197
2017-12-06 12:35:35.900,24.6,-100.1,19.9,-106.9,1/5,,,,,4614,55.052862,9.784197
2017-12-06 12:35:36.185,24.6,-100.1,19.9,-106.9,1/5,,,,,4614,55.052858,9.784194
2017-12-06 12:35:37.170,23.3,-100.1,18.4,-107.9,1/5,,,,,4614,55.052858,9.784194
2017-12-06 12:35:37.215,23.3,-100.1,18.4,-107.9,1/5,,,,,4614,55.052862,9.784196
2017-12-06 12:35:37.905,23.3,-100.1,18.4,-107.9,1/5,,,,,7333,55.052862,9.784196
2017-12-06 12:35:38.200,23.3,-100.1,18.4,-107.9,1/5,,,,,7333,55.052860,9.784195
2017-12-06 12:35:38.465,24.2,-100.3,19.4,-107.8,1/5,,,,,7333,55.052860,9.784195
2017-12-06 12:35:39.190,24.2,-100.3,19.4,-107.8,1/5,,,,,7333,55.052872,9.784202
2017-12-06 12:35:39.745,24.1,-100.4,18.4,-108.4,1/5,,,,,7333,55.052872,9.784202
2017-12-06 12:35:39.915,24.1,-100.4,18.4,-108.4,1/5,,,,,6396,55.052872,9.784202
2017-12-06 12:35:41.30,22.5,-99.6,17.8,-107.8,1/5,,,,,6396,55.052872,9.784202
