Time,SINR Rx[0],RSRP Rx[0],SINR Rx[1],RSRP Rx[1],Cycles,Test KPI type,Test KPI best,Test KPI worst,Test KPI avg,Intermediate KPI,Lat,Long
2018-01-04 08:41:52.720,,,,,,,,,,,,
2018-01-04 08:41:52.905,11.0,-106.1,11.1,-106.2,,,,,,,,
2018-01-04 08:41:53.340,11.0,-106.1,11.1,-106.2,1/0,,,,,,,
2018-01-04 08:41:53.900,15.3,-95.2,17.3,-94.1,1/0,,,,,,,
2018-01-04 08:41:54.175,10.4,-106.6,9.4,-107.2,1/0,,,,,,,
2018-01-04 08:41:54.795,11.0,-111.5,14.0,-106.1,1/0,,,,,,,
2018-01-04 08:41:55.160,11.0,-111.5,14.0,-106.1,1/0,,,,,114,,
2018-01-04 08:41:55.565,6.4,-117.7,7.7,-115.3,1/0,,,,,114,,
2018-01-04 08:41:56.75,4.0,-120.1,6.2,-117.7,1/0,,,,,114,,
2018-01-04 08:41:56.85,4.0,-120.1,6.2,-117.7,1/0,,,,,90,,
2018-01-04 08:41:56.580,5.0,-117.3,4.9,-119.4,1/0,,,,,90,,
2018-01-04 08:41:56.975,7.6,-96.7,7.0,-99.2,1/0,,,,,90,,
2018-01-04 08:41:57.285,7.6,-96.7,7.0,-99.2,1/0,,,,,92,,
2018-01-04 08:41:57.555,-1.1,-106.2,1.1,-108.8,1/0,,,,,92,,
2018-01-04 08:41:58.90,-7.7,-117.1,-9.4,-121.0,1/0,,,,,92,,
2018-01-04 08:41:58.200,-7.7,-117.1,-9.4,-121.0,1/0,,,,,66,,
2018-01-04 08:41:58.570,-8.5,-120.0,-10.4,-125.7,1/0,,,,,66,,
2018-01-04 08:41:59.40,-5.0,-122.4,-3.5,-124.3,1/0,,,,,66,,
2018-01-04 08:41:59.70,-5.0,-122.4,-3.5,-124.3,1/0,,,,,83,,
2018-01-04 08:41:59.525,-0.6,-120.8,-2.9,-125.8,1/0,,,,,83,,
2018-01-04 08:42:00.80,-1.4,-123.2,-2.4,-126.7,1/0,,,,,83,,
2018-01-04 08:42:00.195,-1.4,-123.2,-2.4,-126.7,1/0,,,,,105,,
2018-01-04 08:42:00.560,-5.6,-127.5,-4.4,-128.0,1/0,,,,,105,,
2018-01-04 08:42:01.75,-4.5,-126.9,-3.3,-127.5,1/0,,,,,105,,
2018-01-04 08:42:01.125,-4.5,-126.9,-3.3,-127.5,1/0,,,,,131,,
2018-01-04 08:42:01.440,-3.0,-125.8,-4.0,-128.7,1/0,,,,,131,,
2018-01-04 08:42:02.190,-3.0,-125.8,-4.0,-128.7,1/0,,,,,191,,
2018-01-04 08:42:02.285,-3.7,-128.1,-5.4,-129.9,1/0,,,,,191,,
2018-01-04 08:42:02.330,-2.4,-128.6,-7.5,-130.8,1/0,,,,,191,,
2018-01-04 08:42:03.405,-4.6,-129.1,-8.2,-132.6,1/0,,,,,191,,
2018-01-04 08:42:03.925,-4.2,-130.7,-8.6,-133.8,1/0,,,,,191,,
2018-01-04 08:42:04.455,-4.5,-131.3,-10.0,-134.9,1/0,,,,,191,,
2018-01-04 08:42:04.885,-5.2,-132.4,-9.6,-135.6,1/0,,,,,191,,
2018-01-04 08:42:05.65,-5.2,-132.4,-9.6,-135.6,1/0,,,,,0,,
2018-01-04 08:42:05.110,-5.2,-132.4,-9.6,-135.6,2/0,,,,,0,,
2018-01-04 08:42:05.310,-5.3,-132.5,-9.2,-134.2,2/0,,,,,0,,
2018-01-04 08:42:05.985,-5.0,-134.2,-9.3,-134.3,2/0,,,,,0,,
2018-01-04 08:42:06.420,-4.9,-134.8,-9.7,-135.4,2/0,,,,,0,,
2018-01-04 08:42:06.895,-5.4,-137.8,-9.9,-135.5,2/0,,,,,0,,
2018-01-04 08:42:07.725,-5.4,-140.9,-11.3,-137.6,2/0,,,,,0,,
2018-01-04 08:42:08.240,-6.3,-139.4,-11.9,-138.9,2/0,,,,,0,,
2018-01-04 08:42:08.770,-5.2,-139.1,-12.0,-139.5,2/0,,,,,0,,
2018-01-04 08:42:09.355,-5.6,-138.8,-13.3,-141.4,2/0,,,,,0,,
2018-01-04 08:42:12.50,-4.8,-127.2,-3.5,-127.3,2/0,,,,,0,,
2018-01-04 08:42:12.110,-4.8,-127.2,-3.5,-127.3,2/0,,,,,6116,,
2018-01-04 08:42:12.115,-4.8,-127.2,-3.5,-127.3,2/0,,,,,5116,,
2018-01-04 08:42:12.140,-4.8,-127.2,-3.5,-127.3,2/0,,,,,3116,,
2018-01-04 08:42:12.140,-4.8,-127.2,-3.5,-127.3,2/0,,,,,4116,,
2018-01-04 08:42:12.140,-4.8,-127.2,-3.5,-127.3,2/0,,,,,2122,,
