Time,RSRP,RSRQ,RSSI,SINR Rx[0],SINR Rx[1],Cycles,Test KPI type,Test KPI best,Test KPI worst,Test KPI avg,Intermediate KPI
2018-01-03 00:44:38.60,-104.4,-4.9,-97.7,9.1,5.5,3/0,RTT,79,83,81,53
2018-01-03 00:44:38.610,-107.3,-9.9,-107.8,8.1,8.6,3/0,RTT,79,83,81,53
2018-01-03 00:44:38.920,-107.3,-9.9,-107.8,8.1,8.6,3/0,RTT,79,83,81,92
2018-01-03 00:44:39.185,-106.4,-5.5,-106.9,8.2,8.4,3/0,RTT,79,83,81,92
2018-01-03 00:44:39.690,-105,-5.4,-102.9,9.5,9.3,3/0,RTT,79,83,81,92
2018-01-03 00:44:39.880,-105,-5.4,-102.9,9.5,9.3,3/0,RTT,79,83,81,51
2018-01-03 00:44:40.200,-107.4,-7.8,-108.5,7.8,6.4,3/0,RTT,79,83,81,51
2018-01-03 00:44:40.805,-105,-4.5,-100.9,9.5,7.9,3/0,RTT,79,83,81,51
2018-01-03 00:44:40.925,-105,-4.5,-100.9,9.5,7.9,3/0,RTT,79,83,81,91
2018-01-03 00:44:41.105,-104.8,-14.8,-83.1,11.9,9.2,3/0,RTT,79,83,81,91
2018-01-03 00:44:41.780,-102.6,-8.1,-81.9,13.6,4.4,3/0,RTT,79,83,81,91
2018-01-03 00:44:42.65,-102.6,-8.1,-81.9,13.6,4.4,3/0,RTT,79,83,81,229
2018-01-03 00:44:42.380,-107.4,-4.6,-106.6,9.5,10.8,3/0,RTT,79,83,81,229
2018-01-03 00:44:42.920,-107.4,-4.6,-106.6,9.5,10.8,3/0,RTT,79,83,81,89
2018-01-03 00:44:43.60,-105.5,-4.2,-104.8,10.3,11.3,3/0,RTT,79,83,81,89
2018-01-03 00:44:43.560,-105.8,-5.9,-100.8,10.3,7.9,3/0,RTT,79,83,81,89
2018-01-03 00:44:43.925,-105.8,-5.9,-100.8,10.3,7.9,3/0,RTT,79,83,81,88
2018-01-03 00:44:43.935,-105.8,-5.9,-100.8,10.3,7.9,3/0,RTT,79,94,85,0
2018-01-03 00:44:43.990,-105.8,-5.9,-100.8,10.3,7.9,4/0,RTT,79,94,85,0
2018-01-03 00:44:44.110,-105.1,-3.4,-105.2,9.3,10.4,4/0,RTT,79,94,85,0
2018-01-03 00:44:44.730,-103.7,-2.5,-102.5,9.5,11.7,4/0,RTT,79,94,85,0
2018-01-03 00:44:44.995,-103.7,-2.5,-102.5,9.5,11.7,4/0,RTT,79,94,85,98
2018-01-03 00:44:45.245,-106.5,-7.7,-87.8,10.7,8.3,4/0,RTT,79,94,85,98
2018-01-03 00:44:45.740,-104.5,-3.8,-96.8,11.3,10.6,4/0,RTT,79,94,85,98
2018-01-03 00:44:46.5,-104.5,-3.8,-96.8,11.3,10.6,4/0,RTT,79,94,85,89
2018-01-03 00:44:46.280,-105.6,-6.8,-100.3,9,11.7,4/0,RTT,79,94,85,89
2018-01-03 00:44:46.730,-103.5,-3.1,-101,12.9,10,4/0,RTT,79,94,85,89
2018-01-03 00:44:47.5,-103.5,-3.1,-101,12.9,10,4/0,RTT,79,94,85,106
2018-01-03 00:44:47.195,-106.7,-6.4,-108.3,11,8.1,4/0,RTT,79,94,85,106
2018-01-03 00:44:47.870,-106.4,-4.8,-107.7,12,6.1,4/0,RTT,79,94,85,106
2018-01-03 00:44:47.990,-106.4,-4.8,-107.7,12,6.1,4/0,RTT,79,94,85,85
2018-01-03 00:44:48.185,-104.5,-1.1,-107.5,12.8,5,4/0,RTT,79,94,85,85
2018-01-03 00:44:48.790,-104.3,-4.4,-101.7,12.6,5.8,4/0,RTT,79,94,85,85
2018-01-03 00:44:48.980,-104.3,-4.4,-101.7,12.6,5.8,4/0,RTT,79,94,85,84
2018-01-03 00:44:49.420,-103.1,-6.2,-79.7,14.6,5.3,4/0,RTT,79,94,85,84
2018-01-03 00:44:49.825,-103.2,-7.9,-84.6,14.3,4.2,4/0,RTT,79,94,85,84
2018-01-03 00:44:49.985,-103.2,-7.9,-84.6,14.3,4.2,4/0,RTT,79,94,85,83
2018-01-03 00:44:50.385,-104.4,-5,-102.3,12.7,5.4,4/0,RTT,79,94,85,83
2018-01-03 00:44:50.995,-104.4,-5,-102.3,12.7,5.4,4/0,RTT,79,94,85,82
2018-01-03 00:44:51.20,-103.6,-1.1,-105,14.5,4.6,4/0,RTT,79,94,85,82
2018-01-03 00:44:51.350,-103.6,-1.6,-101.4,13.9,4.1,4/0,RTT,79,94,85,82
2018-01-03 00:44:52.5,-103.6,-1.6,-101.4,13.9,4.1,4/0,RTT,79,94,85,81
2018-01-03 00:44:52.75,-103,-3.7,-98,13.4,3.8,4/0,RTT,79,94,85,81
2018-01-03 00:44:52.320,-103.1,-4.2,-99.8,13.8,3.8,4/0,RTT,79,94,85,81
2018-01-03 00:44:52.980,-103.1,-4.2,-99.8,13.8,3.8,4/0,RTT,79,94,85,80
2018-01-03 00:44:53.125,-103.2,-1.4,-102.9,13.5,4.5,4/0,RTT,79,94,85,80
2018-01-03 00:44:53.585,-102.8,-7.1,-85.6,14,4.1,4/0,RTT,79,94,85,80
2018-01-03 00:44:53.995,-102.8,-7.1,-85.6,14,4.1,4/0,RTT,79,94,85,58
2018-01-03 00:44:54.120,-102.8,-7.1,-85.6,14,4.1,4/0,RTT,79,94,85,0
2018-01-03 00:44:54.120,-102.5,-4,-92.2,14.1,3.8,4/0,RTT,79,94,85,0
2018-01-03 00:44:54.125,-102.5,-4,-92.2,14.1,3.8,5/0,RTT,79,94,85,0
2018-01-03 00:44:54.570,-102.7,-4.7,-95.1,14.3,3.9,5/0,RTT,79,94,85,0
2018-01-03 00:44:54.865,-102.7,-2.1,-100.3,14.3,3.4,5/0,RTT,79,94,85,0
2018-01-03 00:44:55.200,-102.7,-2.1,-100.3,14.3,3.4,5/0,RTT,79,94,85,89
2018-01-03 00:44:55.585,-103,-1.7,-98.7,14.6,3.4,5/0,RTT,79,94,85,89
2018-01-03 00:44:55.990,-104.3,-2.3,-106.7,13.7,8.2,5/0,RTT,79,94,85,89
2018-01-03 00:44:56.210,-104.3,-2.3,-106.7,13.7,8.2,5/0,RTT,79,94,85,92
2018-01-03 00:44:56.545,-103,-4.5,-91.4,12.8,6.1,5/0,RTT,79,94,85,92
2018-01-03 00:44:57.180,-103,-4.5,-91.4,12.8,6.1,5/0,RTT,79,94,85,72
2018-01-03 00:44:57.275,-103.1,-10.4,-82.7,13.5,7.5,5/0,RTT,79,94,85,72
2018-01-03 00:44:57.775,-104.2,-12.3,-87,11.9,6.5,5/0,RTT,79,94,85,72
2018-01-03 00:44:58.220,-104.2,-12.3,-87,11.9,6.5,5/0,RTT,79,94,85,90
2018-01-03 00:44:58.305,-104.1,-2.4,-105.5,13.2,7.7,5/0,RTT,79,94,85,90
2018-01-03 00:44:58.805,-104.5,-3.7,-104.1,12.5,8.2,5/0,RTT,79,94,85,90
2018-01-03 00:44:59.185,-104.5,-3.7,-104.1,12.5,8.2,5/0,RTT,79,94,85,89
2018-01-03 00:44:59.280,-108.3,-7.4,-103.5,10.2,8.1,5/0,RTT,79,94,85,89
2018-01-03 00:44:59.830,-107.1,-1.9,-109.5,11.4,9.5,5/0,RTT,79,94,85,89
2018-01-03 00:45:00.185,-107.1,-1.9,-109.5,11.4,9.5,5/0,RTT,79,94,85,95
2018-01-03 00:45:00.390,-106,-2.4,-105.5,12.3,9.3,5/0,RTT,79,94,85,95
2018-01-03 00:45:00.855,-106.1,-2.8,-107.5,12.7,9.4,5/0,RTT,79,94,85,95
2018-01-03 00:45:01.245,-106.1,-2.8,-107.5,12.7,9.4,5/0,RTT,79,94,85,87
2018-01-03 00:45:01.715,-106.2,-2.7,-110,12.1,7.7,5/0,RTT,79,94,85,87
2018-01-03 00:45:01.920,-106,-4.5,-109.8,12.1,8.7,5/0,RTT,79,94,85,87
2018-01-03 00:45:02.185,-106,-4.5,-109.8,12.1,8.7,5/0,RTT,79,94,85,85
2018-01-03 00:45:03.50,-106,-2.9,-103.5,11.8,8,5/0,RTT,79,94,85,85
2018-01-03 00:45:03.215,-106,-2.9,-103.5,11.8,8,5/0,RTT,79,94,85,84
2018-01-03 00:45:03.570,-106,-3.8,-108.5,10.7,7.6,5/0,RTT,79,94,85,84
2018-01-03 00:45:03.985,-105.9,-10.3,-97.9,11,7.5,5/0,RTT,79,94,85,84
2018-01-03 00:45:04.190,-105.9,-10.3,-97.9,11,7.5,5/0,RTT,79,94,85,81
2018-01-03 00:45:04.225,-105.9,-10.3,-97.9,11,7.5,5/0,RTT,79,94,86,0
2018-01-03 00:45:04.240,-105.9,-10.3,-97.9,11,7.5,6/0,RTT,79,94,86,0
2018-01-03 00:45:04.470,-106,-4.8,-106.2,11.7,7.6,6/0,RTT,79,94,86,0
2018-01-03 00:45:05.160,-106,-4.8,-106.2,11.7,7.6,6/0,RTT,79,94,86,51
2018-01-03 00:45:05.270,-106.5,-6.7,-104.6,8.1,1.8,6/0,RTT,79,94,86,51
2018-01-03 00:45:05.815,-103.5,-3.6,-98.1,12,2.4,6/0,RTT,79,94,86,51
2018-01-03 00:45:06.225,-103.7,-3.4,-99.9,12.4,3,6/0,RTT,79,94,86,51
2018-01-03 00:45:06.390,-103.7,-3.4,-99.9,12.4,3,6/0,RTT,79,94,86,283
2018-01-03 00:45:06.705,-102.7,-1.8,-100.7,14.2,4.1,6/0,RTT,79,94,86,283
2018-01-03 00:45:07.160,-102.7,-1.8,-100.7,14.2,4.1,6/0,RTT,79,94,86,49
2018-01-03 00:45:07.370,-102.4,-1.7,-99.3,14.9,5.2,6/0,RTT,79,94,86,49
2018-01-03 00:45:07.855,-102.3,-2.7,-95.4,14.4,5.2,6/0,RTT,79,94,86,49
2018-01-03 00:45:08.225,-102.3,-2.7,-95.4,14.4,5.2,6/0,RTT,79,94,86,88
2018-01-03 00:45:08.350,-102.4,-2.1,-95.2,12.8,4.1,6/0,RTT,79,94,86,88
2018-01-03 00:45:08.870,-102.4,-3.7,-95.8,13.9,4.6,6/0,RTT,79,94,86,88
2018-01-03 00:45:09.210,-102.4,-3.7,-95.8,13.9,4.6,6/0,RTT,79,94,86,87
2018-01-03 00:45:09.540,-102.4,-3.9,-95.4,14.8,5,6/0,RTT,79,94,86,87
2018-01-03 00:45:10.15,-102.5,-5.1,-92.1,15,5.4,6/0,RTT,79,94,86,87
2018-01-03 00:45:10.215,-102.5,-5.1,-92.1,15,5.4,6/0,RTT,79,94,86,86
2018-01-03 00:45:10.475,-102.9,-3.4,-96.4,14,3.6,6/0,RTT,79,94,86,86
2018-01-03 00:45:11.105,-106,-8.1,-103.9,11,5,6/0,RTT,79,94,86,86
2018-01-03 00:45:11.225,-106,-8.1,-103.9,11,5,6/0,RTT,79,94,86,85
2018-01-03 00:45:11.545,-107,-4.7,-109,11.4,6.6,6/0,RTT,79,94,86,85
2018-01-03 00:45:12.260,-107,-4.7,-109,11.4,6.6,6/0,RTT,79,94,86,84
2018-01-03 00:45:12.350,-108,-17.2,-98.4,10.8,6.7,6/0,RTT,79,94,86,84
2018-01-03 00:45:12.795,-108.4,-27.3,-96.7,9.1,5.9,6/0,RTT,79,94,86,84
2018-01-03 00:45:13.165,-108.4,-27.3,-96.7,9.1,5.9,6/0,RTT,79,94,86,43
2018-01-03 00:45:13.340,-108.5,-25.6,-98.4,8.9,6.1,6/0,RTT,79,94,86,43
2018-01-03 00:45:13.860,-108.7,-8.6,-101.5,9.7,6.7,6/0,RTT,79,94,86,43
2018-01-03 00:45:14.255,-108.7,-8.6,-101.5,9.7,6.7,6/0,RTT,79,94,86,82
2018-01-03 00:45:14.270,-108.7,-8.6,-101.5,9.7,6.7,6/0,RTT,79,94,87,0
2018-01-03 00:45:14.350,-108.7,-8.6,-101.5,9.7,6.7,7/0,RTT,79,94,87,0
2018-01-03 00:45:14.780,-108.5,-8.3,-104,9.6,6.6,7/0,RTT,79,94,87,0
2018-01-03 00:45:15.400,-108.5,-8.3,-104,9.6,6.6,7/0,RTT,79,94,87,96
2018-01-03 00:45:15.585,-108.8,-10.2,-101.8,9.7,6.8,7/0,RTT,79,94,87,96
2018-01-03 00:45:16.95,-108.8,-8.3,-109.5,9.2,6.8,7/0,RTT,79,94,87,96
2018-01-03 00:45:16.335,-108.8,-8.3,-109.5,9.2,6.8,7/0,RTT,79,94,87,35
2018-01-03 00:45:16.540,-108.9,-10.1,-108,8.6,6.5,7/0,RTT,79,94,87,35
2018-01-03 00:45:17.430,-108.9,-10.1,-108,8.6,6.5,7/0,RTT,79,94,87,94
2018-01-03 00:45:18.90,-108.9,-8.5,-108,8.3,6.8,7/0,RTT,79,94,87,94
2018-01-03 00:45:18.415,-108.9,-8.5,-108,8.3,6.8,7/0,RTT,79,94,87,93
2018-01-03 00:45:18.655,-109.1,-17.3,-108.8,7.7,6.3,7/0,RTT,79,94,87,93
2018-01-03 00:45:19.400,-109.1,-17.3,-108.8,7.7,6.3,7/0,RTT,79,94,87,91
2018-01-03 00:45:19.440,-109.1,-10.1,-109.5,8.6,6.6,7/0,RTT,79,94,87,91
2018-01-03 00:45:19.820,-109.2,-13.4,-108.2,8.3,6.4,7/0,RTT,79,94,87,91
2018-01-03 00:45:20.380,-109.2,-13.4,-108.2,8.3,6.4,7/0,RTT,79,94,87,49
2018-01-03 00:45:20.580,-109.2,-6.9,-107.5,8.1,6.7,7/0,RTT,79,94,87,49
2018-01-03 00:45:21.405,-109.2,-6.9,-107.5,8.1,6.7,7/0,RTT,79,94,87,88
2018-01-03 00:45:22.255,-109.2,-8.4,-108,8.1,6.8,7/0,RTT,79,94,87,88
2018-01-03 00:45:22.720,-109.3,-9.9,-104,7.8,6.5,7/0,RTT,79,94,87,88
2018-01-03 00:45:23.185,-109.2,-10.9,-108,7.7,6.8,7/0,RTT,79,94,87,88
2018-01-03 00:45:23.410,-109.2,-10.9,-108,7.7,6.8,7/0,RTT,79,94,87,87
2018-01-03 00:45:23.690,-109.2,-14.9,-108.8,7.8,6.8,7/0,RTT,79,94,87,87
2018-01-03 00:45:24.330,-109.1,-8.8,-110,8.3,7.3,7/0,RTT,79,94,87,87
2018-01-03 00:45:24.400,-109.1,-8.8,-110,8.3,7.3,7/0,RTT,79,94,87,46
2018-01-03 00:45:24.430,-109.1,-8.8,-110,8.3,7.3,7/0,RTT,77,94,86,0
2018-01-03 00:45:24.515,-109.1,-8.8,-110,8.3,7.3,8/0,RTT,77,94,86,0
2018-01-03 00:45:24.640,-109.2,-9.4,-106.5,7.9,6.6,8/0,RTT,77,94,86,0
2018-01-03 00:45:25.405,-109.2,-9.4,-106.5,7.9,6.6,8/0,RTT,77,94,86,86
2018-01-03 00:45:25.455,-109.2,-9.1,-107.8,8,6.8,8/0,RTT,77,94,86,86
2018-01-03 00:45:26.360,-109.3,-9.5,-107.2,7.9,7,8/0,RTT,77,94,86,86
2018-01-03 00:45:26.365,-109.3,-9.5,-107.2,7.9,7,8/0,RTT,77,94,86,45
2018-01-03 00:45:26.865,-109.3,-19.2,-107.2,8.3,7,8/0,RTT,77,94,86,45
2018-01-03 00:45:27.215,-109.2,-11.2,-107.2,8.2,7.7,8/0,RTT,77,94,86,45
2018-01-03 00:45:27.400,-109.2,-11.2,-107.2,8.2,7.7,8/0,RTT,77,94,86,84
2018-01-03 00:45:27.855,-109.1,-12.4,-101.8,8,7.6,8/0,RTT,77,94,86,84
2018-01-03 00:45:28.160,-109.1,-8,-103.2,8.1,7.7,8/0,RTT,77,94,86,84
2018-01-03 00:45:28.435,-109.1,-8,-103.2,8.1,7.7,8/0,RTT,77,94,86,82
2018-01-03 00:45:28.805,-109.3,-9.2,-99,7.7,7.1,8/0,RTT,77,94,86,82
2018-01-03 00:45:29.595,-109.5,-11.2,-101.8,7.6,6.8,8/0,RTT,77,94,86,82
2018-01-03 00:45:30.300,-109.4,-16.7,-107.8,7.8,7.3,8/0,RTT,77,94,86,82
2018-01-03 00:45:30.410,-109.4,-16.7,-107.8,7.8,7.3,8/0,RTT,77,94,86,80
2018-01-03 00:45:30.735,-109.2,-8.7,-101.7,7.8,7.2,8/0,RTT,77,94,86,80
2018-01-03 00:45:31.270,-109.1,-9,-109.5,8.6,7.9,8/0,RTT,77,94,86,80
2018-01-03 00:45:31.725,-109.1,-14.5,-108.9,8.4,7.5,8/0,RTT,77,94,86,80
2018-01-03 00:45:32.335,-109.2,-8.1,-107.8,8.4,7.6,8/0,RTT,77,94,86,80
2018-01-03 00:45:32.440,-109.2,-8.1,-107.8,8.4,7.6,8/0,RTT,77,94,86,98
2018-01-03 00:45:32.695,-109.3,-18.2,-110,7.9,7.2,8/0,RTT,77,94,86,98
2018-01-03 00:45:33.400,-109.3,-18.2,-110,7.9,7.2,8/0,RTT,77,94,86,77
2018-01-03 00:45:33.435,-109.4,-12.9,-108,8,7.4,8/0,RTT,77,94,86,77
2018-01-03 00:45:33.925,-109.3,-18.5,-107,8.3,7.9,8/0,RTT,77,94,86,77
2018-01-03 00:45:34.410,-109.3,-18.5,-107,8.3,7.9,8/0,RTT,77,94,86,76
2018-01-03 00:45:34.465,-109.3,-7.4,-106,7.9,7.6,8/0,RTT,77,94,86,76
2018-01-03 00:45:34.525,-109.3,-7.4,-106,7.9,7.6,8/0,RTT,77,94,85,0
2018-01-03 00:45:34.540,-109.3,-7.4,-106,7.9,7.6,9/0,RTT,77,94,85,0
2018-01-03 00:45:35.540,-109.3,-7.4,-106,7.9,7.6,9/0,RTT,77,94,85,67
2018-01-03 00:45:35.770,-109.4,-8.3,-108.8,8.2,7.7,9/0,RTT,77,94,85,67
2018-01-03 00:45:36.525,-109.4,-8.3,-108.8,8.2,7.7,9/0,RTT,77,94,85,46
2018-01-03 00:45:36.720,-109.4,-12.3,-108.5,8.2,7.8,9/0,RTT,77,94,85,46
2018-01-03 00:45:37.280,-109.3,-13.6,-108,8.2,7.7,9/0,RTT,77,94,85,46
2018-01-03 00:45:37.570,-109.3,-13.6,-108,8.2,7.7,9/0,RTT,77,94,85,85
2018-01-03 00:45:37.695,-109.3,-8.8,-108.8,8.2,8,9/0,RTT,77,94,85,85
2018-01-03 00:45:38.330,-109.2,-7.2,-108.5,8.3,7.5,9/0,RTT,77,94,85,85
2018-01-03 00:45:38.565,-109.2,-7.2,-108.5,8.3,7.5,9/0,RTT,77,94,85,83
2018-01-03 00:45:38.795,-107.8,-12,-108.2,9.5,4.4,9/0,RTT,77,94,85,83
2018-01-03 00:45:39.870,-107.8,-12,-108.2,9.5,4.4,9/0,RTT,77,94,85,102
2018-01-03 00:45:40.525,-107.8,-12,-108.2,9.5,4.4,9/0,RTT,77,94,85,51
2018-01-03 00:45:41.530,-107.8,-12,-108.2,9.5,4.4,9/0,RTT,77,94,85,55
2018-01-03 00:45:42.585,-107.8,-12,-108.2,9.5,4.4,9/0,RTT,77,94,85,102
2018-01-03 00:45:42.690,-110.6,-7.5,-98.2,7.8,6,9/0,RTT,77,94,85,102
2018-01-03 00:45:43.220,-109.6,-9.5,-101.8,9.9,9.7,9/0,RTT,77,94,85,102
2018-01-03 00:45:43.615,-109.6,-9.5,-101.8,9.9,9.7,9/0,RTT,77,94,85,53
2018-01-03 00:45:43.670,-108.2,-9.4,-97.9,10.3,10.8,9/0,RTT,77,94,85,53
2018-01-03 00:45:44.175,-108.6,-5.9,-101.2,10.9,9.6,9/0,RTT,77,94,85,53
2018-01-03 00:45:44.620,-108.6,-5.9,-101.2,10.9,9.6,9/0,RTT,77,94,85,97
2018-01-03 00:45:44.650,-108.6,-5.9,-101.2,10.9,9.6,9/0,RTT,74,94,84,0
2018-01-03 00:45:44.850,-108.6,-5.9,-101.2,10.9,9.6,10/0,RTT,74,94,84,0
2018-01-03 00:45:45.780,-108.6,-5.9,-101.2,10.9,9.6,10/0,RTT,74,94,84,71
2018-01-03 00:45:46.755,-108.6,-5.9,-101.2,10.9,9.6,10/0,RTT,74,94,84,36
2018-01-03 00:45:47.820,-108.6,-5.9,-101.2,10.9,9.6,10/0,RTT,74,94,84,90
2018-01-03 00:45:47.960,-108.2,-4.8,-108.5,10.5,9.6,10/0,RTT,74,94,84,90
2018-01-03 00:45:48.485,-108.8,-10.1,-108.5,7.6,9.2,10/0,RTT,74,94,84,90
2018-01-03 00:45:48.755,-108.8,-10.1,-108.5,7.6,9.2,10/0,RTT,74,94,84,48
2018-01-03 00:45:49.810,-108.8,-10.1,-108.5,7.6,9.2,10/0,RTT,74,94,84,95
2018-01-03 00:45:50.350,-108.5,-5.8,-100.8,8.6,9.7,10/0,RTT,74,94,84,95
2018-01-03 00:45:50.755,-108.5,-5.8,-100.8,8.6,9.7,10/0,RTT,74,94,84,45
2018-01-03 00:45:50.845,-103.2,-7.3,-88.9,12.4,9.4,10/0,RTT,74,94,84,45
2018-01-03 00:45:51.360,-106.1,-8.6,-94.9,9.4,8.8,10/0,RTT,74,94,84,45
2018-01-03 00:45:51.795,-106.1,-8.6,-94.9,9.4,8.8,10/0,RTT,74,94,84,84
2018-01-03 00:45:51.875,-106.9,-2.3,-108,8.6,15.4,10/0,RTT,74,94,84,84
2018-01-03 00:45:52.825,-106.9,-2.3,-108,8.6,15.4,10/0,RTT,74,94,84,98
2018-01-03 00:45:53.60,-107.6,-2.3,-99.7,5.7,13.1,10/0,RTT,74,94,84,98
2018-01-03 00:45:53.805,-107.6,-2.3,-99.7,5.7,13.1,10/0,RTT,74,94,84,57
2018-01-03 00:45:54.765,-107.6,-2.3,-99.7,5.7,13.1,10/0,RTT,74,94,84,40
2018-01-03 00:45:54.810,-107.6,-2.3,-99.7,5.7,13.1,10/0,RTT,66,94,82,0
2018-01-03 00:45:54.840,-107.6,-2.3,-99.7,5.7,13.1,11/0,RTT,66,94,82,0
2018-01-03 00:45:55.835,-107.6,-2.3,-99.7,5.7,13.1,11/0,RTT,66,94,82,94
2018-01-03 00:45:56.835,-107.6,-2.3,-99.7,5.7,13.1,11/0,RTT,66,94,82,90
2018-01-03 00:45:57.310,-108.9,-2.9,-102.8,6.3,11.7,11/0,RTT,66,94,82,90
2018-01-03 00:45:57.790,-102.6,-2.2,-95,14.7,5.5,11/0,RTT,66,94,82,90
2018-01-03 00:45:57.845,-102.6,-2.2,-95,14.7,5.5,11/0,RTT,66,94,82,92
2018-01-03 00:45:58.300,-103.1,-3.3,-84.5,12.9,7.6,11/0,RTT,66,94,82,92
2018-01-03 00:45:58.860,-103.5,-5.5,-81.8,12.1,7,11/0,RTT,66,94,82,92
2018-01-03 00:45:58.860,-103.5,-5.5,-81.8,12.1,7,11/0,RTT,66,94,82,119
2018-01-03 00:45:59.195,-103.8,-24.1,-79.5,11.6,7.6,11/0,RTT,66,94,82,119
2018-01-03 00:45:59.825,-103.8,-24.1,-79.5,11.6,7.6,11/0,RTT,66,94,82,87
2018-01-03 00:45:59.855,-103.4,-3.8,-99.3,12.2,7.9,11/0,RTT,66,94,82,87
2018-01-03 00:46:00.185,-103.4,-2.3,-102.9,12.7,8.5,11/0,RTT,66,94,82,87
2018-01-03 00:46:00.840,-103.4,-2.3,-102.9,12.7,8.5,11/0,RTT,66,94,82,97
2018-01-03 00:46:00.965,-104,-4.3,-102.8,12.1,9.8,11/0,RTT,66,94,82,97
2018-01-03 00:46:01.450,-105,-8.4,-99.5,10.6,6.6,11/0,RTT,66,94,82,97
