Time,RSRP,RSRQ,RSSI,SINR Rx[0],SINR Rx[1],Cycles,Test KPI type,Test KPI best,Test KPI worst,Test KPI avg,Intermediate KPI,Lat,Long
2017-12-06 12:35:02.245,-104.8,0.4,-109.8,19.8,14.1,1/5,,,,,3406,55.052878,9.784207
2017-12-06 12:35:02.570,-102.1,0.3,-100.5,23.1,16.7,1/5,,,,,3406,55.052878,9.784207
2017-12-06 12:35:03.675,-102.1,0.3,-100.5,23.1,16.7,1/5,,,,,14697,55.052878,9.784207
2017-12-06 12:35:03.855,-101.6,0.6,-98.8,23.4,15.1,1/5,,,,,14697,55.052878,9.784207
2017-12-06 12:35:05.140,-102.1,-7.9,-92.2,20.5,15.5,1/5,,,,,14697,55.052878,9.784207
2017-12-06 12:35:05.680,-102.1,-7.9,-92.2,20.5,15.5,1/5,,,,,6214,55.052878,9.784207
2017-12-06 12:35:06.410,-101.7,0.8,-99.5,22.2,15.7,1/5,,,,,6214,55.052878,9.784207
2017-12-06 12:35:07.185,-101.7,0.8,-99.5,22.2,15.7,1/5,,,,,6214,55.052877,9.784207
2017-12-06 12:35:07.690,-101.7,0.8,-99.5,22.2,15.7,1/5,,,,,6127,55.052877,9.784207
2017-12-06 12:35:07.700,-102.1,0.1,-100.3,22.5,16.1,1/5,,,,,6127,55.052877,9.784207
2017-12-06 12:35:08.975,-101.8,0.6,-100,22.3,15.5,1/5,,,,,6127,55.052877,9.784207
2017-12-06 12:35:09.685,-101.8,0.6,-100,22.3,15.5,1/5,,,,,5783,55.052877,9.784207
2017-12-06 12:35:10.265,-102.2,0.3,-101,23.1,15.2,1/5,,,,,5783,55.052877,9.784207
2017-12-06 12:35:11.220,-102.2,0.3,-101,23.1,15.2,1/5,,,,,5783,55.052877,9.784208
2017-12-06 12:35:11.540,-102.1,0.6,-101,22.4,16.6,1/5,,,,,5783,55.052877,9.784208
2017-12-06 12:35:11.735,-102.1,0.6,-101,22.4,16.6,1/5,,,,,6052,55.052877,9.784208
2017-12-06 12:35:12.830,-101.9,0.3,-100,21.9,16,1/5,,,,,6052,55.052877,9.784208
2017-12-06 12:35:13.695,-101.9,0.3,-100,21.9,16,1/5,,,,,4222,55.052877,9.784208
2017-12-06 12:35:14.110,-103.1,0.8,-105,21.2,18,1/5,,,,,4222,55.052877,9.784208
2017-12-06 12:35:15.395,-100.9,0.3,-96,23.7,18.9,1/5,,,,,4222,55.052877,9.784208
2017-12-06 12:35:15.735,-100.9,0.3,-96,23.7,18.9,1/5,,,,,4586,55.052877,9.784208
2017-12-06 12:35:16.665,-101.3,0.6,-97.8,22.7,16.3,1/5,,,,,4586,55.052877,9.784208
2017-12-06 12:35:17.740,-101.3,0.6,-97.8,22.7,16.3,1/5,,,,,7248,55.052877,9.784208
2017-12-06 12:35:17.960,-102.9,0.3,-103.8,22,17.8,1/5,,,,,7248,55.052877,9.784208
2017-12-06 12:35:19.235,-103.8,0.3,-107.5,21,18.3,1/5,,,,,7248,55.052877,9.784208
2017-12-06 12:35:19.740,-103.8,0.3,-107.5,21,18.3,1/5,,,,,5024,55.052877,9.784208
2017-12-06 12:35:20.520,-102.1,0.6,-100.5,22.5,18.2,1/5,,,,,5024,55.052877,9.784208
2017-12-06 12:35:21.195,-102.1,0.6,-100.5,22.5,18.2,1/5,,,,,5024,55.052877,9.784209
2017-12-06 12:35:21.760,-102.1,0.6,-100.5,22.5,18.2,1/5,,,,,5930,55.052877,9.784209
2017-12-06 12:35:21.790,-101.8,1.1,-100.3,21.7,16.7,1/5,,,,,5930,55.052877,9.784209
2017-12-06 12:35:23.85,-99.4,0.8,-90.3,25.1,16.7,1/5,,,,,5930,55.052877,9.784209
2017-12-06 12:35:23.765,-99.4,0.8,-90.3,25.1,16.7,1/5,,,,,6585,55.052877,9.784209
2017-12-06 12:35:24.350,-99.9,0.3,-92,21.7,15.7,1/5,,,,,6585,55.052877,9.784209
2017-12-06 12:35:25.645,-99.8,0.6,-92,24,17.3,1/5,,,,,6585,55.052877,9.784209
2017-12-06 12:35:25.770,-99.8,0.6,-92,24,17.3,1/5,,,,,5410,55.052877,9.784209
2017-12-06 12:35:26.925,-101.4,0.8,-98.2,23,18.1,1/5,,,,,5410,55.052877,9.784209
2017-12-06 12:35:27.795,-101.4,0.8,-98.2,23,18.1,1/5,,,,,5427,55.052877,9.784209
2017-12-06 12:35:28.200,-99.9,1.1,-92.8,21.8,18.2,1/5,,,,,5427,55.052877,9.784209
2017-12-06 12:35:29.495,-99.7,0.6,-91.2,24.9,18.5,1/5,,,,,5427,55.052877,9.784209
2017-12-06 12:35:29.795,-99.7,0.6,-91.2,24.9,18.5,1/5,,,,,4411,55.052877,9.784209
2017-12-06 12:35:30.225,-99.7,0.6,-91.2,24.9,18.5,1/5,,,,,4411,55.052872,9.784205
2017-12-06 12:35:30.770,-100.6,0.6,-94.8,23.9,20.6,1/5,,,,,4411,55.052872,9.784205
2017-12-06 12:35:31.210,-100.6,0.6,-94.8,23.9,20.6,1/5,,,,,4411,55.052868,9.784202
2017-12-06 12:35:31.805,-100.6,0.6,-94.8,23.9,20.6,1/5,,,,,1921,55.052868,9.784202
2017-12-06 12:35:32.40,-99.5,1.3,-91.5,22.6,18,1/5,,,,,1921,55.052868,9.784202
2017-12-06 12:35:32.225,-99.5,1.3,-91.5,22.6,18,1/5,,,,,1921,55.052864,9.784199
2017-12-06 12:35:33.205,-99.5,1.3,-91.5,22.6,18,1/5,,,,,1921,55.052861,9.784196
2017-12-06 12:35:33.335,-100.2,0.6,-93.2,24.3,19.5,1/5,,,,,1921,55.052861,9.784196
2017-12-06 12:35:33.960,-100.2,0.6,-93.2,24.3,19.5,1/5,,,,,2588,55.052861,9.784196
2017-12-06 12:35:34.215,-100.2,0.6,-93.2,24.3,19.5,1/5,,,,,2588,55.052862,9.784198
2017-12-06 12:35:34.605,-99.8,1.3,-92.5,22.8,18,1/5,,,,,2588,55.052862,9.784198
2017-12-06 12:35:35.200,-99.8,1.3,-92.5,22.8,18,1/5,,,,,2588,55.052862,9.784197
2017-12-06 12:35:35.880,-100.1,0.8,-93,24.6,19.9,1/5,,,,,2588,55.052862,9.784197
2017-12-06 12:35:35.900,-100.1,0.8,-93,24.6,19.9,1/5,,,,,4614,55.052862,9.784197
2017-12-06 12:35:36.185,-100.1,0.8,-93,24.6,19.9,1/5,,,,,4614,55.052858,9.784194
2017-12-06 12:35:37.170,-100.1,1.1,-93.2,23.3,18.4,1/5,,,,,4614,55.052858,9.784194
2017-12-06 12:35:37.215,-100.1,1.1,-93.2,23.3,18.4,1/5,,,,,4614,55.052862,9.784196
2017-12-06 12:35:37.905,-100.1,1.1,-93.2,23.3,18.4,1/5,,,,,7333,55.052862,9.784196
2017-12-06 12:35:38.200,-100.1,1.1,-93.2,23.3,18.4,1/5,,,,,7333,55.05286,9.784195
2017-12-06 12:35:38.465,-100.3,0.6,-93.8,24.2,19.4,1/5,,,,,7333,55.05286,9.784195
2017-12-06 12:35:39.190,-100.3,0.6,-93.8,24.2,19.4,1/5,,,,,7333,55.052872,9.784202
2017-12-06 12:35:39.745,-100.4,0.6,-94,24.1,18.4,1/5,,,,,7333,55.052872,9.784202
2017-12-06 12:35:39.915,-100.4,0.6,-94,24.1,18.4,1/5,,,,,6396,55.052872,9.784202
2017-12-06 12:35:41.30,-99.6,1.1,-91.5,22.5,17.8,1/5,,,,,6396,55.052872,9.784202
2017-12-06 12:35:41.195,-99.6,1.1,-91.5,22.5,17.8,1/5,,,,,6396,55.052871,9.784201
2017-12-06 12:35:41.920,-99.6,1.1,-91.5,22.5,17.8,1/5,,,,,9387,55.052871,9.784201
2017-12-06 12:35:42.195,-99.6,1.1,-91.5,22.5,17.8,1/5,,,,,9387,55.052868,9.7842
2017-12-06 12:35:42.315,-100.4,0.8,-94.2,24.3,18.7,1/5,,,,,9387,55.052868,9.7842
2017-12-06 12:35:43.210,-100.4,0.8,-94.2,24.3,18.7,1/5,,,,,9387,55.052867,9.784199
2017-12-06 12:35:43.575,-100,1.3,-93.2,23,18.4,1/5,,,,,9387,55.052867,9.784199
2017-12-06 12:35:43.945,-100,1.3,-93.2,23,18.4,1/5,,,,,5326,55.052867,9.784199
2017-12-06 12:35:44.835,-100.1,1.1,-93.5,21.4,17,1/5,,,,,5326,55.052867,9.784199
2017-12-06 12:35:45.260,-100.1,1.1,-93.5,21.4,17,1/5,,,,,5326,55.052867,9.784198
2017-12-06 12:35:46.15,-100.1,1.1,-93.5,21.4,17,1/5,,,,,5701,55.052867,9.784198
2017-12-06 12:35:46.150,-100.3,0.8,-93.8,22.4,17.1,1/5,,,,,5701,55.052867,9.784198
2017-12-06 12:35:47.405,-100.2,1.1,-93.8,23.1,18.6,1/5,,,,,5701,55.052867,9.784198
2017-12-06 12:35:48.25,-100.2,1.1,-93.8,23.1,18.6,1/5,,,,,4016,55.052867,9.784198
2017-12-06 12:35:48.700,-100.2,0.8,-93.5,22.8,18.8,1/5,,,,,4016,55.052867,9.784198
2017-12-06 12:35:49.990,-100.3,0.8,-93.8,23.9,19.1,1/5,,,,,4016,55.052867,9.784198
2017-12-06 12:35:50.20,-100.3,0.8,-93.8,23.9,19.1,1/5,,,,,6349,55.052867,9.784198
2017-12-06 12:35:51.250,-100.1,1.1,-93.2,25.3,18.6,1/5,,,,,6349,55.052867,9.784198
2017-12-06 12:35:52.215,-100.1,1.1,-93.2,25.3,18.6,1/5,,,,,7799,55.052867,9.784198
2017-12-06 12:35:52.560,-100.1,-10.9,-81.5,20.4,16.3,1/5,,,,,7799,55.052867,9.784198
2017-12-06 12:35:53.810,-100.5,0.8,-95,22.6,17.6,1/5,,,,,7799,55.052867,9.784198
2017-12-06 12:35:54.110,-100.5,0.8,-95,22.6,17.6,1/5,,,,,8049,55.052867,9.784198
2017-12-06 12:35:55.110,-100.6,0.8,-95.5,22.1,18,1/5,,,,,8049,55.052867,9.784198
2017-12-06 12:35:56.110,-100.6,0.8,-95.5,22.1,18,1/5,,,,,5018,55.052867,9.784198
2017-12-06 12:35:56.210,-100.6,0.8,-95.5,22.1,18,1/5,,,,,5018,55.052867,9.784199
2017-12-06 12:35:56.395,-100.9,-0.7,-94.8,23.9,19.1,1/5,,,,,5018,55.052867,9.784199
2017-12-06 12:35:57.665,-104.2,0.6,-109.5,20.6,18.8,1/5,,,,,5018,55.052867,9.784199
2017-12-06 12:35:58.110,-104.2,0.6,-109.5,20.6,18.8,1/5,,,,,6528,55.052867,9.784199
2017-12-06 12:35:58.950,-103.6,1.1,-107.5,20.5,18.9,1/5,,,,,6528,55.052867,9.784199
2017-12-06 12:36:00.115,-103.6,1.1,-107.5,20.5,18.9,1/5,,,,,2472,55.052867,9.784199
2017-12-06 12:36:00.210,-103.1,0.6,-104.8,21.8,20.3,1/5,,,,,2472,55.052867,9.784199
2017-12-06 12:36:02.115,-103.1,0.6,-104.8,21.8,20.3,1/5,,,,,2260,55.052867,9.784199
2017-12-06 12:36:02.765,-103.4,-1.4,-89,27.2,19.6,1/5,,,,,2260,55.052867,9.784199
2017-12-06 12:36:03.190,-103.4,-1.4,-89,27.2,19.6,1/5,,,,,2260,55.052866,9.784199
2017-12-06 12:36:04.40,-99.8,-2.4,-88.4,23.4,21.6,1/5,,,,,2260,55.052866,9.784199
2017-12-06 12:36:04.120,-99.8,-2.4,-88.4,23.4,21.6,1/5,,,,,6706,55.052866,9.784199
2017-12-06 12:36:05.350,-103.1,1.1,-105.5,22.2,17.8,1/5,,,,,6706,55.052866,9.784199
2017-12-06 12:36:06.120,-103.1,1.1,-105.5,22.2,17.8,1/5,,,,,9288,55.052866,9.784199
2017-12-06 12:36:06.620,-104.4,0.3,-110,19.8,18.1,1/5,,,,,9288,55.052866,9.784199
2017-12-06 12:36:07.915,-104,-6.4,-101.5,19.9,17.9,1/5,,,,,9288,55.052866,9.784199
2017-12-06 12:36:08.150,-104,-6.4,-101.5,19.9,17.9,1/5,,,,,7154,55.052866,9.784199
2017-12-06 12:36:08.190,-104,-6.4,-101.5,19.9,17.9,1/5,,,,,7154,55.052865,9.784199
2017-12-06 12:36:10.155,-104,-6.4,-101.5,19.9,17.9,1/5,,,,,5867,55.052865,9.784199
2017-12-06 12:36:11.730,-103.7,0.7,-99.2,19.9,20.3,1/5,,,,,5867,55.052865,9.784199
2017-12-06 12:36:12.175,-103.7,0.7,-99.2,19.9,20.3,1/5,,,,,6978,55.052865,9.784199
2017-12-06 12:36:14.170,-103.7,0.7,-99.2,19.9,20.3,1/5,,,,,7325,55.052865,9.784199
2017-12-06 12:36:15.585,-104.7,0.3,-104.5,20,17.9,1/5,,,,,7325,55.052865,9.784199
2017-12-06 12:36:16.175,-104.7,0.3,-104.5,20,17.9,1/5,,,,,9709,55.052865,9.784199
2017-12-06 12:36:16.210,-104.7,0.3,-104.5,20,17.9,1/5,,,,,9709,55.052864,9.784199
2017-12-06 12:36:16.850,-99.4,1.3,-91,21,18.2,1/5,,,,,9709,55.052864,9.784199
2017-12-06 12:36:18.175,-99.4,1.3,-91,21,18.2,1/5,,,,,7946,55.052864,9.784199
2017-12-06 12:36:20.225,-99.4,1.3,-91,21,18.2,1/5,,,,,6664,55.052864,9.784199
2017-12-06 12:36:21.185,-99.4,1.3,-91,21,18.2,1/5,,,,,6664,55.052864,9.784198
2017-12-06 12:36:22.210,-99.4,1.3,-91,21,18.2,1/5,,,,,6000,55.052864,9.784198
2017-12-06 12:36:24.215,-99.4,1.3,-91,21,18.2,1/5,,,,,6740,55.052864,9.784198
2017-12-06 12:36:25.275,-99.4,1.3,-91,21,18.2,1/5,,,,,6740,55.052863,9.784198
2017-12-06 12:36:26.240,-99.4,1.3,-91,21,18.2,1/5,,,,,7101,55.052863,9.784198
2017-12-06 12:36:28.270,-99.4,1.3,-91,21,18.2,1/5,,,,,6088,55.052863,9.784198
2017-12-06 12:36:28.340,-105.8,0.2,-102.2,18.8,15.7,1/5,,,,,6088,55.052863,9.784198
2017-12-06 12:36:29.630,-103,1.1,-105,22.1,16.1,1/5,,,,,6088,55.052863,9.784198
2017-12-06 12:36:30.195,-103,1.1,-105,22.1,16.1,1/5,,,,,6088,55.052863,9.784197
2017-12-06 12:36:30.240,-103,1.1,-105,22.1,16.1,1/5,,,,,4307,55.052863,9.784197
2017-12-06 12:36:30.915,-103.3,0.8,-105.8,22.3,15.2,1/5,,,,,4307,55.052863,9.784197
2017-12-06 12:36:32.200,-103.6,0.8,-107.2,21.4,14.5,1/5,,,,,4307,55.052863,9.784197
2017-12-06 12:36:32.250,-103.6,0.8,-107.2,21.4,14.5,1/5,,,,,1612,55.052863,9.784197
2017-12-06 12:36:33.465,-103.1,1.3,-105.5,21.3,14.3,1/5,,,,,1612,55.052863,9.784197
2017-12-06 12:36:34.265,-103.1,1.3,-105.5,21.3,14.3,1/5,,,,,3543,55.052863,9.784197
2017-12-06 12:36:34.760,-104.1,0.6,-108.8,19.7,14,1/5,,,,,3543,55.052863,9.784197
2017-12-06 12:36:36.40,-100.3,0.6,-93.2,24.2,20.4,1/5,,,,,3543,55.052863,9.784197
2017-12-06 12:36:36.300,-100.3,0.6,-93.2,24.2,20.4,1/5,,,,,4679,55.052863,9.784197
2017-12-06 12:36:37.325,-100.4,0.3,-93.8,24.5,19.5,1/5,,,,,4679,55.052863,9.784197
2017-12-06 12:36:38.305,-100.4,0.3,-93.8,24.5,19.5,1/5,,,,,3923,55.052863,9.784197
2017-12-06 12:36:38.595,-100.4,0.1,-93.5,24.7,20.6,1/5,,,,,3923,55.052863,9.784197
2017-12-06 12:36:40.305,-100.4,0.1,-93.5,24.7,20.6,1/5,,,,,4270,55.052863,9.784197
2017-12-06 12:36:41.155,-104.9,-1.9,-107,18.2,16.3,1/5,,,,,4270,55.052863,9.784197
2017-12-06 12:36:42.315,-104.9,-1.9,-107,18.2,16.3,1/5,,,,,5283,55.052863,9.784197
2017-12-06 12:36:42.440,-99.2,-1.4,-87.2,25.3,20.4,1/5,,,,,5283,55.052863,9.784197
2017-12-06 12:36:43.730,-99.9,-1.4,-90.5,23.5,19.2,1/5,,,,,5283,55.052863,9.784197
2017-12-06 12:36:44.410,-99.9,-1.4,-90.5,23.5,19.2,1/5,,,,,6303,55.052863,9.784197
2017-12-06 12:36:45.5,-100.7,0.1,-95,22.6,19.6,1/5,,,,,6303,55.052863,9.784197
2017-12-06 12:36:45.200,-100.7,0.1,-95,22.6,19.6,1/5,,,,,6303,55.052863,9.784196
2017-12-06 12:36:46.195,-100.7,0.1,-95,22.6,19.6,1/5,,,,,6303,55.052862,9.784196
2017-12-06 12:36:46.280,-99.2,-0.7,-87.9,22.4,21.8,1/5,,,,,6303,55.052862,9.784196
2017-12-06 12:36:46.410,-99.2,-0.7,-87.9,22.4,21.8,1/5,,,,,6565,55.052862,9.784196
2017-12-06 12:36:47.560,-101.1,0.8,-97.2,23,22.6,1/5,,,,,6565,55.052862,9.784196
2017-12-06 12:36:48.410,-101.1,0.8,-97.2,23,22.6,1/5,,,,,5390,55.052862,9.784196
2017-12-06 12:36:48.845,-100.6,0.8,-95.2,21.1,20.6,1/5,,,,,5390,55.052862,9.784196
2017-12-06 12:36:50.135,-101.9,-14.7,-84.7,22.5,22.7,1/5,,,,,5390,55.052862,9.784196
2017-12-06 12:36:50.415,-101.9,-14.7,-84.7,22.5,22.7,1/5,,,,,8168,55.052862,9.784196
2017-12-06 12:36:51.415,-100.3,-18.2,-74.7,20.1,20.7,1/5,,,,,8168,55.052862,9.784196
2017-12-06 12:36:52.415,-100.3,-18.2,-74.7,20.1,20.7,1/5,,,,,5728,55.052862,9.784196
2017-12-06 12:36:52.700,-101.2,-0.2,-96.7,23.2,22.6,1/5,,,,,5728,55.052862,9.784196
2017-12-06 12:36:53.215,-101.2,-0.2,-96.7,23.2,22.6,1/5,,,,,5728,55.052861,9.784196
2017-12-06 12:36:53.970,-98.4,1.3,-86.9,22.2,21.4,1/5,,,,,5728,55.052861,9.784196
2017-12-06 12:36:54.415,-98.4,1.3,-86.9,22.2,21.4,1/5,,,,,7480,55.052861,9.784196
2017-12-06 12:36:55.245,-100,0.6,-92.7,24.2,24.9,1/5,,,,,7480,55.052861,9.784196
2017-12-06 12:36:56.425,-100,0.6,-92.7,24.2,24.9,1/5,,,,,7432,55.052861,9.784196
2017-12-06 12:36:56.515,-100.3,-16.9,-76.2,22.3,21.9,1/5,,,,,7432,55.052861,9.784196
2017-12-06 12:36:57.220,-100.3,-16.9,-76.2,22.3,21.9,1/5,,,,,7432,55.05286,9.784196
2017-12-06 12:36:57.815,-100.7,0.6,-95.2,23.9,24.4,1/5,,,,,7432,55.05286,9.784196
2017-12-06 12:36:58.215,-100.7,0.6,-95.2,23.9,24.4,1/5,,,,,7432,55.05286,9.784195
2017-12-06 12:36:58.430,-100.7,0.6,-95.2,23.9,24.4,1/5,,,,,4766,55.05286,9.784195
2017-12-06 12:36:59.100,-100.4,-0.2,-93.4,17.8,19,1/5,,,,,4766,55.05286,9.784195
2017-12-06 12:37:00.200,-100.4,-0.2,-93.4,17.8,19,1/5,,,,,4766,55.052859,9.784195
2017-12-06 12:37:00.355,-100.9,-12.4,-83.2,21.2,22.1,1/5,,,,,4766,55.052859,9.784195
2017-12-06 12:37:00.445,-100.9,-12.4,-83.2,21.2,22.1,1/5,,,,,1812,55.052859,9.784195
2017-12-06 12:37:01.215,-100.9,-12.4,-83.2,21.2,22.1,1/5,,,,,1812,55.052859,9.784194
2017-12-06 12:37:01.645,-100.9,0.3,-95.9,20.3,20.8,1/5,,,,,1812,55.052859,9.784194
2017-12-06 12:37:02.275,-100.9,0.3,-95.9,20.3,20.8,1/5,,,,,1812,55.052858,9.784194
2017-12-06 12:37:02.445,-100.9,0.3,-95.9,20.3,20.8,1/5,,,,,2176,55.052858,9.784194
2017-12-06 12:37:02.930,-100.4,-18.9,-74.2,19.4,19.7,1/5,,,,,2176,55.052858,9.784194
2017-12-06 12:37:03.195,-100.4,-18.9,-74.2,19.4,19.7,1/5,,,,,2176,55.052858,9.784193
2017-12-06 12:37:04.205,-96.9,0.8,-80.4,23.9,22.1,1/5,,,,,2176,55.052858,9.784193
2017-12-06 12:37:04.215,-96.9,0.8,-80.4,23.9,22.1,1/5,,,,,2176,55.052857,9.784193
2017-12-06 12:37:04.455,-96.9,0.8,-80.4,23.9,22.1,1/5,,,,,7054,55.052857,9.784193
2017-12-06 12:37:05.190,-96.9,0.8,-80.4,23.9,22.1,1/5,,,,,7054,55.052858,9.784193
2017-12-06 12:37:05.485,-96.7,0.6,-79.2,25.7,20.6,1/5,,,,,7054,55.052858,9.784193
2017-12-06 12:37:06.215,-96.7,0.6,-79.2,25.7,20.6,1/5,,,,,7054,55.052859,9.784194
2017-12-06 12:37:06.450,-96.7,0.6,-79.2,25.7,20.6,1/5,,,,,6582,55.052859,9.784194
2017-12-06 12:37:06.780,-97.9,-9.4,-73.8,22.1,17.6,1/5,,,,,6582,55.052859,9.784194
2017-12-06 12:37:07.200,-97.9,-9.4,-73.8,22.1,17.6,1/5,,,,,6582,55.05286,9.784194
2017-12-06 12:37:08.60,-97.4,0.6,-82,25.3,20.7,1/5,,,,,6582,55.05286,9.784194
2017-12-06 12:37:08.460,-97.4,0.6,-82,25.3,20.7,1/5,,,,,5381,55.05286,9.784194
2017-12-06 12:37:09.200,-97.4,0.6,-82,25.3,20.7,1/5,,,,,5381,55.05286,9.784193
2017-12-06 12:37:09.325,-97.8,0.3,-83.5,25.8,20.6,1/5,,,,,5381,55.05286,9.784193
2017-12-06 12:37:10.460,-97.8,0.3,-83.5,25.8,20.6,1/5,,,,,6439,55.05286,9.784193
2017-12-06 12:37:10.625,-98.2,0.3,-85.5,26.4,19.3,1/5,,,,,6439,55.05286,9.784193
2017-12-06 12:37:11.905,-97,0.3,-80.5,25.7,20.7,1/5,,,,,6439,55.05286,9.784193
2017-12-06 12:37:12.200,-97,0.3,-80.5,25.7,20.7,1/5,,,,,6439,55.052861,9.784193
2017-12-06 12:37:12.465,-97,0.3,-80.5,25.7,20.7,1/5,,,,,6671,55.052861,9.784193
2017-12-06 12:37:13.190,-98.2,-3.2,-81.5,28.4,21.7,1/5,,,,,6671,55.052861,9.784193
2017-12-06 12:37:14.455,-96.8,0.3,-79.2,26.5,20.4,1/5,,,,,6671,55.052861,9.784193
2017-12-06 12:37:14.475,-96.8,0.3,-79.2,26.5,20.4,1/5,,,,,6243,55.052861,9.784193
2017-12-06 12:37:15.750,-97.5,0.6,-82.5,26.8,21.4,1/5,,,,,6243,55.052861,9.784193
2017-12-06 12:37:16.475,-97.5,0.6,-82.5,26.8,21.4,1/5,,,,,6880,55.052861,9.784193
2017-12-06 12:37:17.25,-100.2,0.1,-92.8,24.6,19.5,1/5,,,,,6880,55.052861,9.784193
2017-12-06 12:37:18.190,-100.2,0.1,-92.8,24.6,19.5,1/5,,,,,6880,55.052861,9.784192
2017-12-06 12:37:18.295,-98.7,0.8,-87.5,22.9,17.7,1/5,,,,,6880,55.052861,9.784192
2017-12-06 12:37:18.480,-98.7,0.8,-87.5,22.9,17.7,1/5,,,,,5778,55.052861,9.784192
2017-12-06 12:37:19.590,-99.9,0.3,-91.8,24.3,15.9,1/5,,,,,5778,55.052861,9.784192
2017-12-06 12:37:20.245,-99.9,0.3,-91.8,24.3,15.9,1/5,,,,,5778,55.052861,9.784193
2017-12-06 12:37:20.490,-99.9,0.3,-91.8,24.3,15.9,1/5,,,,,6375,55.052861,9.784193
2017-12-06 12:37:20.870,-100.1,0.3,-92.8,24.3,17.6,1/5,,,,,6375,55.052861,9.784193
2017-12-06 12:37:22.145,-99.1,0.6,-88.8,22.5,16,1/5,,,,,6375,55.052861,9.784193
2017-12-06 12:37:22.490,-99.1,0.6,-88.8,22.5,16,1/5,,,,,5977,55.052861,9.784193
2017-12-06 12:37:23.415,-99.7,0.1,-90.8,23.8,16.2,1/5,,,,,5977,55.052861,9.784193
2017-12-06 12:37:24.490,-99.7,0.1,-90.8,23.8,16.2,1/5,,,,,9105,55.052861,9.784193
2017-12-06 12:37:24.715,-99.4,0.8,-90.3,26.1,18.2,1/5,,,,,9105,55.052861,9.784193
2017-12-06 12:37:25.995,-101.8,0.3,-99.8,23.3,17.4,1/5,,,,,9105,55.052861,9.784193
2017-12-06 12:37:26.210,-101.8,0.3,-99.8,23.3,17.4,1/5,,,,,9105,55.052861,9.784194
2017-12-06 12:37:26.495,-101.8,0.3,-99.8,23.3,17.4,1/5,,,,,8311,55.052861,9.784194
2017-12-06 12:37:28.495,-101.8,0.3,-99.8,23.3,17.4,1/5,,,,,5905,55.052861,9.784194
2017-12-06 12:37:29.205,-101.8,0.3,-99.8,23.3,17.4,1/5,,,,,5905,55.05286,9.784194
2017-12-06 12:37:29.840,-103.4,1.6,-98.8,20.6,21.6,1/5,,,,,5905,55.05286,9.784194
2017-12-06 12:37:30.535,-103.4,1.6,-98.8,20.6,21.6,1/5,,,,,2429,55.05286,9.784194
2017-12-06 12:37:31.120,-101.2,0.8,-97.8,24.1,21.9,1/5,,,,,2429,55.05286,9.784194
2017-12-06 12:37:32.370,-101.5,0.3,-98,21.5,20.1,1/5,,,,,2429,55.05286,9.784194
2017-12-06 12:37:32.545,-101.5,0.3,-98,21.5,20.1,1/5,,,,,1974,55.05286,9.784194
2017-12-06 12:37:33.665,-101.6,0.8,-99.2,23.3,21.8,1/5,,,,,1974,55.05286,9.784194
2017-12-06 12:37:34.185,-101.6,0.8,-99.2,23.3,21.8,1/5,,,,,1974,55.052859,9.784193
2017-12-06 12:37:34.550,-101.6,0.8,-99.2,23.3,21.8,1/5,,,,,7038,55.052859,9.784193
2017-12-06 12:37:34.940,-104,0.1,-108.2,20.1,20.5,1/5,,,,,7038,55.052859,9.784193
2017-12-06 12:37:36.240,-102.1,0.1,-100.5,14.3,13,1/5,,,,,7038,55.052859,9.784193
2017-12-06 12:37:36.550,-102.1,0.1,-100.5,14.3,13,1/5,,,,,7362,55.052859,9.784193
2017-12-06 12:37:37.515,-103.4,0.3,-106,20.6,20.2,1/5,,,,,7362,55.052859,9.784193
2017-12-06 12:37:38.550,-103.4,0.3,-106,20.6,20.2,1/5,,,,,7306,55.052859,9.784193
2017-12-06 12:37:38.795,-103.6,1.1,-107.2,21.4,22.2,1/5,,,,,7306,55.052859,9.784193
2017-12-06 12:37:39.215,-103.6,1.1,-107.2,21.4,22.2,1/5,,,,,7306,55.052858,9.784193
2017-12-06 12:37:40.80,-103.1,0.8,-105.3,22.1,21.4,1/5,,,,,7306,55.052858,9.784193
2017-12-06 12:37:40.550,-103.1,0.8,-105.3,22.1,21.4,1/5,,,,,9385,55.052858,9.784193
2017-12-06 12:37:41.205,-103.1,0.8,-105.3,22.1,21.4,1/5,,,,,9385,55.052858,9.784192
2017-12-06 12:37:41.345,-103.1,0.6,-104.8,20.6,20.1,1/5,,,,,9385,55.052858,9.784192
2017-12-06 12:37:42.575,-103.1,0.6,-104.8,20.6,20.1,1/5,,,,,7124,55.052858,9.784192
2017-12-06 12:37:42.635,-103.6,0.1,-106,20.9,20.7,1/5,,,,,7124,55.052858,9.784192
2017-12-06 12:37:43.205,-103.6,0.1,-106,20.9,20.7,1/5,,,,,7124,55.052857,9.784192
2017-12-06 12:37:43.920,-103.3,0.6,-106,21.5,20.6,1/5,,,,,7124,55.052857,9.784192
2017-12-06 12:37:44.575,-103.3,0.6,-106,21.5,20.6,1/5,,,,,6475,55.052857,9.784192
2017-12-06 12:37:45.210,-103.4,0.8,-106.5,21,21,1/5,,,,,6475,55.052857,9.784192
2017-12-06 12:37:46.485,-102.1,0.3,-100.8,23.2,21.4,1/5,,,,,6475,55.052857,9.784192
2017-12-06 12:37:46.615,-102.1,0.3,-100.8,23.2,21.4,1/5,,,,,5644,55.052857,9.784192
