Time,RSRP,RSRQ,RSSI,SINR Rx[0],SINR Rx[1],Cycles,Test KPI type,Test KPI best,Test KPI worst,Test KPI avg,Intermediate KPI,Lat,Long
2017-12-06 12:41:28.285,-100,0.8,-92.8,24.3,11.7,1/5,,,,,4124,55.052803,9.784161
2017-12-06 12:41:29.185,-100,0.8,-92.8,24.3,11.7,1/5,,,,,4124,55.052804,9.784161
2017-12-06 12:41:29.230,-100.3,1.1,-94.2,23.4,13.6,1/5,,,,,4124,55.052804,9.784161
2017-12-06 12:41:30.210,-100.3,1.1,-94.2,23.4,13.6,1/5,,,,,4124,55.052804,9.784162
2017-12-06 12:41:30.295,-100.3,1.1,-94.2,23.4,13.6,1/5,,,,,2633,55.052804,9.784162
2017-12-06 12:41:30.535,-101.2,1.1,-98,23.4,13.7,1/5,,,,,2633,55.052804,9.784162
2017-12-06 12:41:31.810,-101.3,1.1,-98,22.1,12.9,1/5,,,,,2633,55.052804,9.784162
2017-12-06 12:41:32.295,-101.3,1.1,-98,22.1,12.9,1/5,,,,,1329,55.052804,9.784162
2017-12-06 12:41:33.100,-101.8,1.1,-100,23,13,1/5,,,,,1329,55.052804,9.784162
2017-12-06 12:41:34.305,-101.8,1.1,-100,23,13,1/5,,,,,2766,55.052804,9.784162
2017-12-06 12:41:34.325,-102.6,0.6,-103,21,12.8,1/5,,,,,2766,55.052804,9.784162
2017-12-06 12:41:35.615,-103.2,0.8,-105.8,21.5,13,1/5,,,,,2766,55.052804,9.784162
2017-12-06 12:41:36.205,-103.2,0.8,-105.8,21.5,13,1/5,,,,,2766,55.052804,9.784161
2017-12-06 12:41:36.305,-103.2,0.8,-105.8,21.5,13,1/5,,,,,2465,55.052804,9.784161
2017-12-06 12:41:36.900,-103.6,-1.7,-104.5,20.9,12.5,1/5,,,,,2465,55.052804,9.784161
2017-12-06 12:41:38.215,-103.8,1.1,-108.2,20.7,12.8,1/5,,,,,2465,55.052804,9.784161
2017-12-06 12:41:38.305,-103.8,1.1,-108.2,20.7,12.8,1/5,,,,,3300,55.052804,9.784161
2017-12-06 12:41:39.195,-103.8,1.1,-108.2,20.7,12.8,1/5,,,,,3300,55.052803,9.784161
2017-12-06 12:41:40.315,-103.8,1.1,-108.2,20.7,12.8,1/5,,,,,2152,55.052803,9.784161
2017-12-06 12:41:40.780,-100.4,1,-86.4,20.1,24.7,1/5,,,,,2152,55.052803,9.784161
2017-12-06 12:41:42.60,-100.9,0.8,-96.5,23.5,17.8,1/5,,,,,2152,55.052803,9.784161
2017-12-06 12:41:42.325,-100.9,0.8,-96.5,23.5,17.8,1/5,,,,,1355,55.052803,9.784161
2017-12-06 12:41:43.280,-102.8,-17.4,-85.4,20.6,16.8,1/5,,,,,1355,55.052803,9.784161
2017-12-06 12:41:44.320,-102.8,-17.4,-85.4,20.6,16.8,1/5,,,,,4720,55.052803,9.784161
2017-12-06 12:41:44.605,-102.1,-19.9,-80.7,20.8,17.5,1/5,,,,,4720,55.052803,9.784161
2017-12-06 12:41:45.895,-105.1,-19.4,-93,19,15.4,1/5,,,,,4720,55.052803,9.784161
2017-12-06 12:41:46.325,-105.1,-19.4,-93,19,15.4,1/5,,,,,2916,55.052803,9.784161
2017-12-06 12:41:47.165,-100.8,-21.7,-73.5,21.7,15.5,1/5,,,,,2916,55.052803,9.784161
2017-12-06 12:41:48.410,-102.9,-0.4,-103,19.7,16.4,1/5,,,,,2916,55.052803,9.784161
2017-12-06 12:41:48.450,-102.9,-0.4,-103,19.7,16.4,1/5,,,,,4853,55.052803,9.784161
2017-12-06 12:41:49.200,-102.9,-0.4,-103,19.7,16.4,1/5,,,,,4853,55.052804,9.784161
2017-12-06 12:41:49.730,-102.7,0.3,-103,22.3,16,1/5,,,,,4853,55.052804,9.784161
2017-12-06 12:41:50.330,-102.7,0.3,-103,22.3,16,1/5,,,,,7418,55.052804,9.784161
2017-12-06 12:41:52.330,-102.7,0.3,-103,22.3,16,1/5,,,,,4946,55.052804,9.784161
2017-12-06 12:41:54.335,-102.7,0.3,-103,22.3,16,1/5,,,,,5893,55.052804,9.784161
2017-12-06 12:41:56.345,-102.7,0.3,-103,22.3,16,1/5,,,,,2971,55.052804,9.784161
2017-12-06 12:41:57.370,-104.7,-0.7,-90.3,18.9,15.8,1/5,,,,,2971,55.052804,9.784161
2017-12-06 12:41:58.340,-104.7,-0.7,-90.3,18.9,15.8,1/5,,,,,5177,55.052804,9.784161
2017-12-06 12:41:58.695,-103.2,-2.2,-102.8,21.7,21.2,1/5,,,,,5177,55.052804,9.784161
2017-12-06 12:41:59.975,-103.4,-0.4,-105,21.8,21.1,1/5,,,,,5177,55.052804,9.784161
2017-12-06 12:42:00.345,-103.4,-0.4,-105,21.8,21.1,1/5,,,,,1430,55.052804,9.784161
2017-12-06 12:42:01.200,-104.1,0.1,-108.2,19.5,19,1/5,,,,,1430,55.052804,9.784161
2017-12-06 12:42:02.355,-104.1,0.1,-108.2,19.5,19,1/5,,,,,1342,55.052804,9.784161
2017-12-06 12:42:02.495,-100.9,-1.2,-94.2,24.2,21.1,1/5,,,,,1342,55.052804,9.784161
2017-12-06 12:42:03.805,-101.7,-1.4,-97.2,22.8,20.2,1/5,,,,,1342,55.052804,9.784161
2017-12-06 12:42:04.355,-101.7,-1.4,-97.2,22.8,20.2,1/5,,,,,7098,55.052804,9.784161
2017-12-06 12:42:05.90,-100.8,0.1,-95,24.7,20.5,1/5,,,,,7098,55.052804,9.784161
2017-12-06 12:42:06.330,-102.9,-2.4,-101,20.6,18.4,1/5,,,,,7098,55.052804,9.784161
2017-12-06 12:42:06.360,-102.9,-2.4,-101,20.6,18.4,1/5,,,,,3919,55.052804,9.784161
2017-12-06 12:42:08.360,-102.9,-2.4,-101,20.6,18.4,1/5,,,,,4303,55.052804,9.784161
2017-12-06 12:42:08.920,-104.4,0.3,-107.5,19.4,19.4,1/5,,,,,4303,55.052804,9.784161
2017-12-06 12:42:10.205,-100.9,-7.7,-87.9,23.2,22.5,1/5,,,,,4303,55.052804,9.784161
2017-12-06 12:42:10.365,-100.9,-7.7,-87.9,23.2,22.5,1/5,,,,,2281,55.052804,9.784161
2017-12-06 12:42:11.480,-95.9,-9.4,-65.9,22.9,25.8,1/5,,,,,2281,55.052804,9.784161
2017-12-06 12:42:12.375,-95.9,-9.4,-65.9,22.9,25.8,1/5,,,,,4431,55.052804,9.784161
2017-12-06 12:42:12.775,-103,0.1,-103.7,22.1,23.5,1/5,,,,,4431,55.052804,9.784161
2017-12-06 12:42:14.375,-103,0.1,-103.7,22.1,23.5,1/5,,,,,5720,55.052804,9.784161
2017-12-06 12:42:15.285,-104.7,0.6,-108.2,18.6,21.3,1/5,,,,,5720,55.052804,9.784161
2017-12-06 12:42:16.395,-104.7,0.6,-108.2,18.6,21.3,1/5,,,,,3632,55.052804,9.784161
2017-12-06 12:42:16.610,-104,1.1,-108.9,18.2,23.6,1/5,,,,,3632,55.052804,9.784161
2017-12-06 12:42:18.390,-104,1.1,-108.9,18.2,23.6,1/5,,,,,4471,55.052804,9.784161
2017-12-06 12:42:19.160,-104.2,-0.1,-106.9,18.2,22.2,1/5,,,,,4471,55.052804,9.784161
2017-12-06 12:42:20.390,-104.2,-0.1,-106.9,18.2,22.2,1/5,,,,,2619,55.052804,9.784161
2017-12-06 12:42:20.450,-103.6,1.1,-107.2,18,24.1,1/5,,,,,2619,55.052804,9.784161
2017-12-06 12:42:21.675,-103.7,-1.9,-104.7,17.6,22.1,1/5,,,,,2619,55.052804,9.784161
2017-12-06 12:42:22.415,-103.7,-1.9,-104.7,17.6,22.1,1/5,,,,,3809,55.052804,9.784161
2017-12-06 12:42:24.395,-103.7,-1.9,-104.7,17.6,22.1,1/5,,,,,3977,55.052804,9.784161
2017-12-06 12:42:25.570,-104.4,1.2,-109.4,17.1,21.5,1/5,,,,,3977,55.052804,9.784161
2017-12-06 12:42:26.410,-104.4,1.2,-109.4,17.1,21.5,1/5,,,,,2963,55.052804,9.784161
2017-12-06 12:42:26.825,-104.2,1.1,-109.9,17,22.3,1/5,,,,,2963,55.052804,9.784161
2017-12-06 12:42:28.430,-104.2,1.1,-109.9,17,22.3,1/5,,,,,4838,55.052804,9.784161
2017-12-06 12:42:30.430,-104.2,1.1,-109.9,17,22.3,1/5,,,,,1571,55.052804,9.784161
2017-12-06 12:42:31.970,-106.1,-0.1,-108.5,18.2,19.7,1/5,,,,,1571,55.052804,9.784161
2017-12-06 12:42:32.430,-106.1,-0.1,-108.5,18.2,19.7,1/5,,,,,1258,55.052804,9.784161
2017-12-06 12:42:33.205,-106.4,-16.2,-101.2,19,19.8,1/5,,,,,1258,55.052804,9.784161
2017-12-06 12:42:34.430,-106.4,-16.2,-101.2,19,19.8,1/5,,,,,3081,55.052804,9.784161
2017-12-06 12:42:36.440,-106.4,-16.2,-101.2,19,19.8,1/5,,,,,3676,55.052804,9.784161
2017-12-06 12:42:38.440,-106.4,-16.2,-101.2,19,19.8,1/5,,,,,4371,55.052804,9.784161
2017-12-06 12:42:40.445,-106.4,-16.2,-101.2,19,19.8,1/5,,,,,4062,55.052804,9.784161
2017-12-06 12:42:42.205,-105.6,0.4,-108.9,17.8,20.1,1/5,,,,,4062,55.052804,9.784161
2017-12-06 12:42:42.445,-105.6,0.4,-108.9,17.8,20.1,1/5,,,,,5856,55.052804,9.784161
2017-12-06 12:42:44.460,-105.6,0.4,-108.9,17.8,20.1,1/5,,,,,5821,55.052804,9.784161
2017-12-06 12:42:44.745,-104.3,0.3,-107.9,17.9,21.2,1/5,,,,,5821,55.052804,9.784161
2017-12-06 12:42:46.460,-104.3,0.3,-107.9,17.9,21.2,1/5,,,,,4551,55.052804,9.784161
2017-12-06 12:42:48.460,-104.3,0.3,-107.9,17.9,21.2,1/5,,,,,4097,55.052804,9.784161
2017-12-06 12:42:48.610,-104.5,0.4,-108.4,16.8,20.5,1/5,,,,,4097,55.052804,9.784161
2017-12-06 12:42:50.465,-104.5,0.4,-108.4,16.8,20.5,1/5,,,,,2425,55.052804,9.784161
2017-12-06 12:42:51.175,-104.3,0.9,-102.9,17.6,21.1,1/5,,,,,2425,55.052804,9.784161
2017-12-06 12:42:52.785,-104.3,0.9,-102.9,17.6,21.1,1/5,,,,,4472,55.052804,9.784161
2017-12-06 12:42:54.595,-104.3,0.9,-102.9,17.6,21.1,1/5,,,,,5080,55.052804,9.784161
2017-12-06 12:42:56.715,-104.3,0.9,-102.9,17.6,21.1,1/5,,,,,6017,55.052804,9.784161
2017-12-06 12:42:58.605,-104.3,0.9,-102.9,17.6,21.1,1/5,,,,,5118,55.052804,9.784161
2017-12-06 12:43:00.100,-105.8,0,-103.8,18.4,20.2,1/5,,,,,5118,55.052804,9.784161
2017-12-06 12:43:00.765,-105.8,0,-103.8,18.4,20.2,1/5,,,,,1334,55.052804,9.784161
2017-12-06 12:43:02.640,-105.8,0,-103.8,18.4,20.2,1/5,,,,,1534,55.052804,9.784161
2017-12-06 12:43:04.650,-105.8,0,-103.8,18.4,20.2,1/5,,,,,3546,55.052804,9.784161
2017-12-06 12:43:06.855,-105.8,0,-103.8,18.4,20.2,1/5,,,,,4384,55.052804,9.784161
2017-12-06 12:43:08.765,-105.8,0,-103.8,18.4,20.2,1/5,,,,,4039,55.052804,9.784161
2017-12-06 12:43:10.765,-105.8,0,-103.8,18.4,20.2,1/5,,,,,4189,55.052804,9.784161
2017-12-06 12:43:12.925,-105.8,0,-103.8,18.4,20.2,1/5,,,,,6620,55.052804,9.784161
2017-12-06 12:43:14.870,-105.8,0,-103.8,18.4,20.2,1/5,,,,,3387,55.052804,9.784161
2017-12-06 12:43:16.875,-105.8,0,-103.8,18.4,20.2,1/5,,,,,3911,55.052804,9.784161
2017-12-06 12:43:18.995,-105.8,0,-103.8,18.4,20.2,1/5,,,,,5126,55.052804,9.784161
2017-12-06 12:43:20.920,-105.8,0,-103.8,18.4,20.2,1/5,,,,,4319,55.052804,9.784161
2017-12-06 12:43:22.925,-105.8,0,-103.8,18.4,20.2,1/5,,,,,5323,55.052804,9.784161
2017-12-06 12:43:25.45,-105.8,0,-103.8,18.4,20.2,1/5,,,,,3043,55.052804,9.784161
2017-12-06 12:43:27.115,-105.8,0,-103.8,18.4,20.2,1/5,,,,,4836,55.052804,9.784161
2017-12-06 12:43:29.90,-105.8,0,-103.8,18.4,20.2,1/5,,,,,4837,55.052804,9.784161
2017-12-06 12:43:31.70,-105.8,0,-103.8,18.4,20.2,1/5,,,,,1579,55.052804,9.784161
2017-12-06 12:43:33.145,-105.8,0,-103.8,18.4,20.2,1/5,,,,,3138,55.052804,9.784161
2017-12-06 12:43:35.115,-105.8,0,-103.8,18.4,20.2,1/5,,,,,3961,55.052804,9.784161
2017-12-06 12:43:37.185,-105.8,0,-103.8,18.4,20.2,1/5,,,,,6817,55.052804,9.784161
2017-12-06 12:43:39.185,-105.8,0,-103.8,18.4,20.2,1/5,,,,,4268,55.052804,9.784161
2017-12-06 12:43:41.265,-105.8,0,-103.8,18.4,20.2,1/5,,,,,3656,55.052804,9.784161
2017-12-06 12:43:43.295,-105.8,0,-103.8,18.4,20.2,1/5,,,,,5940,55.052804,9.784161
2017-12-06 12:43:45.295,-105.8,0,-103.8,18.4,20.2,1/5,,,,,3417,55.052804,9.784161
2017-12-06 12:43:47.340,-105.8,0,-103.8,18.4,20.2,1/5,,,,,6008,55.052804,9.784161
2017-12-06 12:43:48.730,-105.9,0.4,-106.5,17.7,20.3,1/5,,,,,6008,55.052804,9.784161
2017-12-06 12:43:49.440,-105.9,0.4,-106.5,17.7,20.3,1/5,,,,,5562,55.052804,9.784161
2017-12-06 12:43:51.405,-105.9,0.4,-106.5,17.7,20.3,1/5,,,,,5613,55.052804,9.784161
2017-12-06 12:43:53.440,-105.9,0.4,-106.5,17.7,20.3,1/5,,,,,6448,55.052804,9.784161
2017-12-06 12:43:55.475,-105.9,0.4,-106.5,17.7,20.3,1/5,,,,,3686,55.052804,9.784161
2017-12-06 12:43:57.465,-105.9,0.4,-106.5,17.7,20.3,1/5,,,,,5459,55.052804,9.784161
2017-12-06 12:43:59.475,-105.9,0.4,-106.5,17.7,20.3,1/5,,,,,2693,55.052804,9.784161
2017-12-06 12:44:00.265,-106.7,0.2,-110,18.2,19.3,1/5,,,,,2693,55.052804,9.784161
2017-12-06 12:44:01.465,-106.7,0.2,-110,18.2,19.3,1/5,,,,,1162,55.052804,9.784161
2017-12-06 12:44:03.505,-106.7,0.2,-110,18.2,19.3,1/5,,,,,2628,55.052804,9.784161
2017-12-06 12:44:05.525,-106.7,0.2,-110,18.2,19.3,1/5,,,,,2382,55.052804,9.784161
2017-12-06 12:44:07.525,-106.7,0.2,-110,18.2,19.3,1/5,,,,,884,55.052804,9.784161
2017-12-06 12:44:09.545,-106.7,0.2,-110,18.2,19.3,1/5,,,,,809,55.052804,9.784161
2017-12-06 12:44:11.550,-106.7,0.2,-110,18.2,19.3,1/5,,,,,631,55.052804,9.784161
2017-12-06 12:44:13.560,-106.7,0.2,-110,18.2,19.3,1/5,,,,,932,55.052804,9.784161
2017-12-06 12:44:15.660,-106.7,0.2,-110,18.2,19.3,1/5,,,,,1116,55.052804,9.784161
2017-12-06 12:44:17.635,-106.7,0.2,-110,18.2,19.3,1/5,,,,,1627,55.052804,9.784161
2017-12-06 12:44:19.675,-106.7,0.2,-110,18.2,19.3,1/5,,,,,1799,55.052804,9.784161
2017-12-06 12:44:20.775,-106,0.7,-98.4,18.1,20.1,1/5,,,,,1799,55.052804,9.784161
2017-12-06 12:44:21.680,-106,0.7,-98.4,18.1,20.1,1/5,,,,,1652,55.052804,9.784161
2017-12-06 12:44:22.30,-104.1,0.1,-108.2,15,15.3,1/5,,,,,1652,55.052804,9.784161
2017-12-06 12:44:23.680,-104.1,0.1,-108.2,15,15.3,1/5,,,,,872,55.052804,9.784161
2017-12-06 12:44:25.670,-104.1,0.1,-108.2,15,15.3,1/5,,,,,446,55.052804,9.784161
2017-12-06 12:44:27.700,-104.1,0.1,-108.2,15,15.3,1/5,,,,,919,55.052804,9.784161
2017-12-06 12:44:28.220,-104.1,0.1,-108.2,15,15.3,1/5,,,,,919,55.052804,9.784162
2017-12-06 12:44:29.690,-104.1,0.1,-108.2,15,15.3,1/5,,,,,975,55.052804,9.784162
2017-12-06 12:44:29.730,-104.9,0.7,-109.8,18,20.5,1/5,,,,,975,55.052804,9.784162
2017-12-06 12:44:31.690,-104.9,0.7,-109.8,18,20.5,1/5,,,,,341,55.052804,9.784162
2017-12-06 12:44:33.700,-104.9,0.7,-109.8,18,20.5,1/5,,,,,288,55.052804,9.784162
2017-12-06 12:44:35.700,-104.9,0.7,-109.8,18,20.5,1/5,,,,,874,55.052804,9.784162
2017-12-06 12:44:37.230,-104.9,0.7,-109.8,18,20.5,1/5,,,,,874,55.052804,9.784161
2017-12-06 12:44:37.735,-104.9,0.7,-109.8,18,20.5,1/5,,,,,853,55.052804,9.784161
2017-12-06 12:44:39.715,-104.9,0.7,-109.8,18,20.5,1/5,,,,,1233,55.052804,9.784161
2017-12-06 12:44:41.730,-104.9,0.7,-109.8,18,20.5,1/5,,,,,1594,55.052804,9.784161
2017-12-06 12:44:43.735,-104.9,0.7,-109.8,18,20.5,1/5,,,,,2428,55.052804,9.784161
2017-12-06 12:44:46.100,-104.9,0.7,-109.8,18,20.5,1/5,,,,,3923,55.052804,9.784161
2017-12-06 12:44:48.120,-104.9,0.7,-109.8,18,20.5,1/5,,,,,2655,55.052804,9.784161
2017-12-06 12:44:50.15,-104.9,0.7,-109.8,18,20.5,1/5,,,,,1608,55.052804,9.784161
2017-12-06 12:44:52.0,-104.9,0.7,-109.8,18,20.5,1/5,,,,,1303,55.052804,9.784161
2017-12-06 12:44:54.125,-104.9,0.7,-109.8,18,20.5,1/5,,,,,1411,55.052804,9.784161
2017-12-06 12:44:56.50,-104.9,0.7,-109.8,18,20.5,1/5,,,,,1436,55.052804,9.784161
2017-12-06 12:44:56.590,-105.5,0.1,-92.2,18.7,19.5,1/5,,,,,1436,55.052804,9.784161
2017-12-06 12:44:57.890,-102.7,0.8,-103.5,22.1,18.5,1/5,,,,,1436,55.052804,9.784161
2017-12-06 12:44:58.110,-102.7,0.8,-103.5,22.1,18.5,1/5,,,,,1540,55.052804,9.784161
2017-12-06 12:44:59.160,-103.8,-1.4,-105.8,21.1,17.7,1/5,,,,,1540,55.052804,9.784161
2017-12-06 12:45:00.175,-103.8,-1.4,-105.8,21.1,17.7,1/5,,,,,497,55.052804,9.784161
2017-12-06 12:45:00.430,-102.4,1.1,-102.8,22.4,20.6,1/5,,,,,497,55.052804,9.784161
2017-12-06 12:45:01.730,-95.4,1.1,-74.7,27.8,27.6,1/5,,,,,497,55.052804,9.784161
2017-12-06 12:45:02.605,-95.4,1.1,-74.7,27.8,27.6,1/5,,,,,420,55.052804,9.784161
2017-12-06 12:45:02.980,-98.6,-1.7,-84.7,21.6,23.1,1/5,,,,,420,55.052804,9.784161
2017-12-06 12:45:04.160,-98.6,-1.7,-84.7,21.6,23.1,1/5,,,,,1963,55.052804,9.784161
2017-12-06 12:45:04.290,-98.6,1.1,-87.4,24.1,26.9,1/5,,,,,1963,55.052804,9.784161
2017-12-06 12:45:05.570,-98.4,-10.2,-75.4,22.5,21.6,1/5,,,,,1963,55.052804,9.784161
2017-12-06 12:45:06.220,-98.4,-10.2,-75.4,22.5,21.6,1/5,,,,,4430,55.052804,9.784161
2017-12-06 12:45:06.850,-96.3,0.6,-77.7,28,23.8,1/5,,,,,4430,55.052804,9.784161
2017-12-06 12:45:08.130,-96.4,-2.4,-74.9,27.8,24.1,1/5,,,,,4430,55.052804,9.784161
2017-12-06 12:45:08.215,-96.4,-2.4,-74.9,27.8,24.1,1/5,,,,,7229,55.052804,9.784161
2017-12-06 12:45:09.365,-96.6,0.6,-78.9,28.8,24.1,1/5,,,,,7229,55.052804,9.784161
2017-12-06 12:45:10.215,-96.6,0.6,-78.9,28.8,24.1,1/5,,,,,7229,55.052804,9.784162
2017-12-06 12:45:10.245,-96.6,0.6,-78.9,28.8,24.1,1/5,,,,,7389,55.052804,9.784162
2017-12-06 12:45:10.690,-97.9,-14.4,-68.9,27.8,23.9,1/5,,,,,7389,55.052804,9.784162
2017-12-06 12:45:11.950,-98.1,0.8,-85.2,25.9,24.1,1/5,,,,,7389,55.052804,9.784162
2017-12-06 12:45:12.260,-98.1,0.8,-85.2,25.9,24.1,1/5,,,,,2922,55.052804,9.784162
2017-12-06 12:45:13.250,-97.9,0.8,-84.2,26.6,24.4,1/5,,,,,2922,55.052804,9.784162
2017-12-06 12:45:14.225,-97.9,0.8,-84.2,26.6,24.4,1/5,,,,,3892,55.052804,9.784162
2017-12-06 12:45:14.490,-97.8,0.6,-83.7,26.5,23.5,1/5,,,,,3892,55.052804,9.784162
2017-12-06 12:45:15.800,-97.6,-2.2,-80.2,26.2,24,1/5,,,,,3892,55.052804,9.784162
2017-12-06 12:45:16.205,-97.6,-2.2,-80.2,26.2,24,1/5,,,,,3892,55.052804,9.784161
2017-12-06 12:45:16.230,-97.6,-2.2,-80.2,26.2,24,1/5,,,,,2384,55.052804,9.784161
2017-12-06 12:45:17.90,-98.4,0.6,-85.9,25.5,23.6,1/5,,,,,2384,55.052804,9.784161
2017-12-06 12:45:17.225,-98.4,0.6,-85.9,25.5,23.6,1/5,,,,,2384,55.052803,9.784161
2017-12-06 12:45:18.310,-98.4,0.6,-85.9,25.5,23.6,1/5,,,,,645,55.052803,9.784161
2017-12-06 12:45:18.325,-98.4,-1.7,-83.7,25.8,23.6,1/5,,,,,645,55.052803,9.784161
2017-12-06 12:45:19.625,-98.7,1.3,-87.9,25.4,24.9,1/5,,,,,645,55.052803,9.784161
2017-12-06 12:45:20.260,-98.7,1.3,-87.9,25.4,24.9,1/5,,,,,1244,55.052803,9.784161
2017-12-06 12:45:20.925,-97.9,0.6,-84.2,26,23.1,1/5,,,,,1244,55.052803,9.784161
2017-12-06 12:45:22.205,-99.5,0.6,-90.4,24.4,23,1/5,,,,,1244,55.052803,9.784161
2017-12-06 12:45:22.360,-99.5,0.6,-90.4,24.4,23,1/5,,,,,1018,55.052803,9.784161
2017-12-06 12:45:23.490,-99.1,0.3,-88.7,25.9,22.5,1/5,,,,,1018,55.052803,9.784161
2017-12-06 12:45:24.285,-99.1,0.3,-88.7,25.9,22.5,1/5,,,,,822,55.052803,9.784161
2017-12-06 12:45:24.730,-103,1.6,-105.4,20,23.6,1/5,,,,,822,55.052803,9.784161
2017-12-06 12:45:26.50,-97.6,1.8,-84.2,25.4,29.2,1/5,,,,,822,55.052803,9.784161
2017-12-06 12:45:26.335,-97.6,1.8,-84.2,25.4,29.2,1/5,,,,,1564,55.052803,9.784161
2017-12-06 12:45:27.325,-98.9,1.1,-88.4,18,25.4,1/5,,,,,1564,55.052803,9.784161
2017-12-06 12:45:28.295,-98.9,1.1,-88.4,18,25.4,1/5,,,,,1475,55.052803,9.784161
2017-12-06 12:45:28.615,-100.2,1.1,-93.7,19,25.8,1/5,,,,,1475,55.052803,9.784161
2017-12-06 12:45:29.875,-100.4,0.6,-94.2,25.2,17.9,1/5,,,,,1475,55.052803,9.784161
2017-12-06 12:45:30.340,-100.4,0.6,-94.2,25.2,17.9,1/5,,,,,820,55.052803,9.784161
2017-12-06 12:45:31.165,-99.2,0.6,-89.5,20.5,17.2,1/5,,,,,820,55.052803,9.784161
2017-12-06 12:45:32.300,-99.2,0.6,-89.5,20.5,17.2,1/5,,,,,660,55.052803,9.784161
2017-12-06 12:45:32.460,-103.2,0.6,-105.5,20.8,14.6,1/5,,,,,660,55.052803,9.784161
2017-12-06 12:45:33.705,-103.4,-2.4,-103,22.5,17.4,1/5,,,,,660,55.052803,9.784161
2017-12-06 12:45:34.190,-103.4,-2.4,-103,22.5,17.4,1/5,,,,,660,55.052804,9.784161
2017-12-06 12:45:34.305,-103.4,-2.4,-103,22.5,17.4,1/5,,,,,879,55.052804,9.784161
2017-12-06 12:45:34.970,-103.2,0.8,-105.8,20.6,17.2,1/5,,,,,879,55.052804,9.784161
2017-12-06 12:45:36.245,-101.8,0.3,-99.5,23,18.4,1/5,,,,,879,55.052804,9.784161
2017-12-06 12:45:36.415,-101.8,0.3,-99.5,23,18.4,1/5,,,,,3369,55.052804,9.784161
2017-12-06 12:45:37.575,-101.8,0.8,-99.8,23.7,16.8,1/5,,,,,3369,55.052804,9.784161
2017-12-06 12:45:38.690,-101.8,0.8,-99.8,23.7,16.8,1/5,,,,,4564,55.052804,9.784161
2017-12-06 12:45:38.830,-101.9,0.6,-100.3,22.4,13.8,1/5,,,,,4564,55.052804,9.784161
2017-12-06 12:45:40.120,-100.8,1.1,-96.2,22.9,12,1/5,,,,,4564,55.052804,9.784161
2017-12-06 12:45:40.605,-100.8,1.1,-96.2,22.9,12,1/5,,,,,5681,55.052804,9.784161
2017-12-06 12:45:41.190,-100.8,1.1,-96.2,22.9,12,1/5,,,,,5681,55.052804,9.784162
2017-12-06 12:45:41.410,-103.1,0.6,-104.8,22.2,13.5,1/5,,,,,5681,55.052804,9.784162
2017-12-06 12:45:42.600,-103.1,0.6,-104.8,22.2,13.5,1/5,,,,,7140,55.052804,9.784162
2017-12-06 12:45:42.665,-103.4,0.3,-106,20.7,17.8,1/5,,,,,7140,55.052804,9.784162
2017-12-06 12:45:43.970,-103.3,0.3,-105.8,21.6,16.9,1/5,,,,,7140,55.052804,9.784162
2017-12-06 12:45:44.680,-103.3,0.3,-105.8,21.6,16.9,1/5,,,,,5923,55.052804,9.784162
2017-12-06 12:45:45.200,-103.3,0.3,-105.8,21.6,16.9,1/5,,,,,5923,55.052804,9.784163
2017-12-06 12:45:46.530,-103.8,0.2,-104.5,21,14.1,1/5,,,,,5923,55.052804,9.784163
2017-12-06 12:45:46.725,-103.8,0.2,-104.5,21,14.1,1/5,,,,,6890,55.052804,9.784163
2017-12-06 12:45:47.795,-102.2,-0.2,-100.5,22.7,14.5,1/5,,,,,6890,55.052804,9.784163
2017-12-06 12:45:48.215,-102.2,-0.2,-100.5,22.7,14.5,1/5,,,,,6890,55.052804,9.784164
2017-12-06 12:45:48.700,-102.2,-0.2,-100.5,22.7,14.5,1/5,,,,,5439,55.052804,9.784164
2017-12-06 12:45:49.75,-102.1,0.8,-101,22.2,14.4,1/5,,,,,5439,55.052804,9.784164
2017-12-06 12:45:50.360,-102.4,0.6,-102.5,21.6,16.2,1/5,,,,,5439,55.052804,9.784164
2017-12-06 12:45:50.940,-102.4,0.6,-102.5,21.6,16.2,1/5,,,,,5413,55.052804,9.784164
2017-12-06 12:45:51.200,-102.4,0.6,-102.5,21.6,16.2,1/5,,,,,5413,55.052804,9.784165
2017-12-06 12:45:51.650,-102.2,0.6,-101.2,22.7,14.9,1/5,,,,,5413,55.052804,9.784165
2017-12-06 12:45:52.890,-104.4,-2.7,-106.8,20.6,16.7,1/5,,,,,5413,55.052804,9.784165
2017-12-06 12:45:53.110,-104.4,-2.7,-106.8,20.6,16.7,1/5,,,,,6107,55.052804,9.784165
2017-12-06 12:45:54.200,-104.4,-2.7,-106.8,20.6,16.7,1/5,,,,,6107,55.052804,9.784166
2017-12-06 12:45:54.900,-104.4,-2.7,-106.8,20.6,16.7,1/5,,,,,4851,55.052804,9.784166
2017-12-06 12:45:56.745,-105,-1.2,-103,19.2,15.2,1/5,,,,,4851,55.052804,9.784166
2017-12-06 12:45:57.10,-105,-1.2,-103,19.2,15.2,1/5,,,,,5352,55.052804,9.784166
2017-12-06 12:45:58.5,-99.3,-4.7,-84.5,22.3,19.1,1/5,,,,,5352,55.052804,9.784166
2017-12-06 12:45:58.210,-99.3,-4.7,-84.5,22.3,19.1,1/5,,,,,5352,55.052804,9.784167
