Time,RSRP,RSRQ,RSSI,SINR Rx[0],SINR Rx[1],RSRP Rx[0],RSRQ Rx[0],RSSI Rx[0],RSRP Rx[1],RSRQ Rx[1],RSSI Rx[1],Bandwidth,Num of Subframes,Avg RB count,Average TB Size,Num of TBs,Tx Antennas,Num Pass 1st Attempt,Num of Recombined,Average MCS Index,Num QPSK (LTE DL),Num 16QAM (LTE DL),Num 64QAM (LTE DL),Number of carriers DL,Num 256QAM (LTE DL),Num ACKs,Num NACKs,QPSK Rate,16-QAM Rate,64-QAM Rate,256-QAM Rate,Reporting Mode,CQI0/CQI1,BLER,Bytes Transferred,Sched Thrpt,PDSCH Thrpt,Test KPI type,Test KPI avg,Test KPI worst,Test KPI best,Test KPI last,Intermediate KPI,IP Thrpt DL,Num of New TBs
2018-01-18 20:01:09.890,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,
2018-01-18 20:01:09.900,-107.5,-7.1,-81.4,15.9,15.3,-108.0,-7.4,-81.7,-108.2,-6.6,-82.7,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,
2018-01-18 20:01:10.85,-104.0,-9.9,-75.0,19.6,13.3,-104.0,-9.9,-75.0,-111.5,-9.9,-79.7,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,
2018-01-18 20:01:10.95,-104.0,-9.9,-75.0,19.6,13.3,-104.0,-9.9,-75.0,-111.5,-9.9,-79.7,,,,,,,,,,,,,,,2,2,,,,,3,10.4 / 0.0,,,,,,,,,,,,
2018-01-18 20:01:10.755,-104.0,-9.9,-75.0,19.6,13.3,-104.0,-9.9,-75.0,-111.5,-9.9,-79.7,,,,,,,,,,,,,,,2,2,,,,,3,14.0 / 0.0,,,,,,,,,,,,
2018-01-18 20:01:11.200,-104.0,-9.9,-75.0,19.6,13.3,-104.0,-9.9,-75.0,-111.5,-9.9,-79.7,,,,,,,,,,,,,,,11,0,,,,,3,14.0 / 0.0,,,,,,,,,,,,
2018-01-18 20:01:11.210,-104.0,-9.9,-75.0,19.6,13.3,-104.0,-9.9,-75.0,-111.5,-9.9,-79.7,,,,,,,,,,,,,,,11,0,,,,,3,10.1 / 0.0,,,,,,,,,,,,
2018-01-18 20:01:11.215,-104.0,-9.9,-75.0,19.6,13.3,-104.0,-9.9,-75.0,-111.5,-9.9,-79.7,,,,,,,,,,,,,,,11,0,,,,,3,14.5 / 0.0,,,,,,,,,,,,
2018-01-18 20:01:11.235,-106.1,-6.5,-81.0,17.5,16.4,-106.7,-7.1,-81.0,-107.6,-6.9,-82.5,,,,,,,,,,,,,,,11,0,,,,,3,14.5 / 0.0,,,,,,,,,,,,
2018-01-18 20:01:11.300,-106.1,-6.5,-81.0,17.5,16.4,-106.7,-7.1,-81.0,-107.6,-6.9,-82.5,,,,,,,,,,,,,1,,11,0,,,,,3,14.5 / 0.0,,,,,,,,,,,,
2018-01-18 20:01:11.300,-106.1,-6.5,-81.0,17.5,16.4,-106.7,-7.1,-81.0,-107.6,-6.9,-82.5,,2,34,158.3,3,,3,0,1.0,3.0,0.0,0.0,1,0.0,11,0,100.0,0.0,0.0,0.0,3,14.5 / 0.0,0.0,475,1855,1855,,,,,,,,3
2018-01-18 20:01:11.615,-106.1,-6.5,-81.0,17.5,16.4,-106.7,-7.1,-81.0,-107.6,-6.9,-82.5,,2,34,158.3,3,,3,0,1.0,3.0,0.0,0.0,1,0.0,11,0,100.0,0.0,0.0,0.0,3,9.9 / 0.0,0.0,475,1855,1855,,,,,,,,3
2018-01-18 20:01:11.615,-106.1,-6.5,-81.0,17.5,16.4,-106.7,-7.1,-81.0,-107.6,-6.9,-82.5,,2,34,158.3,3,,3,0,1.0,3.0,0.0,0.0,1,0.0,11,0,100.0,0.0,0.0,0.0,3,14.0 / 0.0,0.0,475,1855,1855,,,,,,,,3
2018-01-18 20:01:11.705,-106.1,-6.5,-81.0,17.5,16.4,-106.7,-7.1,-81.0,-107.6,-6.9,-82.5,,2,34,158.3,3,,3,0,1.0,3.0,0.0,0.0,1,0.0,237,19,100.0,0.0,0.0,0.0,3,14.0 / 0.0,0.0,475,1855,1855,,,,,,,,3
2018-01-18 20:01:11.725,-105.4,-8.4,-75.5,18.0,17.3,-105.5,-8.6,-76.5,-106.2,-8.5,-75.9,,2,34,158.3,3,,3,0,1.0,3.0,0.0,0.0,1,0.0,237,19,100.0,0.0,0.0,0.0,3,14.0 / 0.0,0.0,475,1855,1855,,,,,,,,3
2018-01-18 20:01:11.760,-105.4,-8.4,-75.5,18.0,17.3,-105.5,-8.6,-76.5,-106.2,-8.5,-75.9,,2,34,158.3,3,,3,0,1.0,3.0,0.0,0.0,1,0.0,237,19,100.0,0.0,0.0,0.0,3,14.0 / 0.0,0.0,475,1855,1855,,,,,,,8467,3
2018-01-18 20:01:11.845,-105.4,-8.4,-75.5,18.0,17.3,-105.5,-8.6,-76.5,-106.2,-8.5,-75.9,,231,56,3378.5,444,,332,55,17.7,98.0,40.0,306.0,1,306.0,237,19,22.1,9.0,68.9,0.0,3,14.0 / 0.0,12.6,1500051,21503,17318,,,,,,,8467,388
2018-01-18 20:01:12.15,-105.4,-8.4,-75.5,18.0,17.3,-105.5,-8.6,-76.5,-106.2,-8.5,-75.9,,231,56,3378.5,444,,332,55,17.7,98.0,40.0,306.0,1,306.0,237,19,22.1,9.0,68.9,0.0,3,11.4 / 0.0,12.6,1500051,21503,17318,,,,,,,8467,388
2018-01-18 20:01:12.20,-105.4,-8.4,-75.5,18.0,17.3,-105.5,-8.6,-76.5,-106.2,-8.5,-75.9,,231,56,3378.5,444,,332,55,17.7,98.0,40.0,306.0,1,306.0,237,19,22.1,9.0,68.9,0.0,3,14.0 / 0.0,12.6,1500051,21503,17318,,,,,,,8467,388
2018-01-18 20:01:12.100,-105.4,-8.4,-75.5,18.0,17.3,-105.5,-8.6,-76.5,-106.2,-8.5,-75.9,15,231,56,3378.5,444,,332,55,17.7,98.0,40.0,306.0,1,306.0,237,19,22.1,9.0,68.9,0.0,3,14.0 / 0.0,12.6,1500051,21503,17318,,,,,,,8467,388
2018-01-18 20:01:12.250,-105.4,-8.4,-75.5,18.0,17.3,-105.5,-8.6,-76.5,-106.2,-8.5,-75.9,15,231,56,3378.5,444,,332,55,17.7,98.0,40.0,306.0,1,306.0,273,4,22.1,9.0,68.9,0.0,3,14.0 / 0.0,12.6,1500051,21503,17318,,,,,,,8467,388
2018-01-18 20:01:12.260,-103.4,-9.2,-73.5,19.1,18.7,-103.5,-9.7,-73.8,-104.5,-9.1,-74.2,15,231,56,3378.5,444,,332,55,17.7,98.0,40.0,306.0,1,306.0,273,4,22.1,9.0,68.9,0.0,3,14.0 / 0.0,12.6,1500051,21503,17318,,,,,,,8467,388
2018-01-18 20:01:12.355,-103.4,-9.2,-73.5,19.1,18.7,-103.5,-9.7,-73.8,-104.5,-9.1,-74.2,15,442,56,4140.7,866,,516,172,24.6,42.0,18.0,806.0,1,806.0,273,4,4.8,2.1,93.1,0.0,3,14.0 / 0.0,20.6,3585868,52120,40657,,,,,,,8467,694
2018-01-18 20:01:12.520,-103.4,-9.2,-73.5,19.1,18.7,-103.5,-9.7,-73.8,-104.5,-9.1,-74.2,15,442,56,4140.7,866,,516,172,24.6,42.0,18.0,806.0,1,806.0,273,4,4.8,2.1,93.1,0.0,3,10.8 / 0.0,20.6,3585868,52120,40657,,,,,,,8467,694
2018-01-18 20:01:12.675,-103.4,-9.2,-73.5,19.1,18.7,-103.5,-9.7,-73.8,-104.5,-9.1,-74.2,15,442,56,4140.7,866,,516,172,24.6,42.0,18.0,806.0,1,806.0,273,4,4.8,2.1,93.1,0.0,3,10.8 / 0.0,20.6,3585868,52120,40657,,,,,,,44889,694
2018-01-18 20:01:12.720,-103.3,-11.1,-72.6,19.8,18.5,-103.4,-10.8,-73.3,-105.2,-11.7,-73.2,15,442,56,4140.7,866,,516,172,24.6,42.0,18.0,806.0,1,806.0,273,4,4.8,2.1,93.1,0.0,3,10.8 / 0.0,20.6,3585868,52120,40657,,,,,,,44889,694
2018-01-18 20:01:12.775,-103.3,-11.1,-72.6,19.8,18.5,-103.4,-10.8,-73.3,-105.2,-11.7,-73.2,15,442,56,4140.7,866,,516,172,24.6,42.0,18.0,806.0,1,806.0,284,3,4.8,2.1,93.1,0.0,3,10.8 / 0.0,20.6,3585868,52120,40657,,,,,,,44889,694
2018-01-18 20:01:12.895,-103.3,-11.1,-72.6,19.8,18.5,-103.4,-10.8,-73.3,-105.2,-11.7,-73.2,15,519,70,5003.9,1037,,550,246,25.0,2.0,0.0,1035.0,1,1035.0,284,3,0.2,0.0,99.8,0.0,3,10.8 / 0.0,23.2,5189053,76852,57992,,,,,,,44889,791
2018-01-18 20:01:12.895,-103.3,-11.1,-72.6,19.8,18.5,-103.4,-10.8,-73.3,-105.2,-11.7,-73.2,15,519,70,5003.9,1037,,550,246,25.0,2.0,0.0,1035.0,1,1035.0,284,3,0.2,0.0,99.8,0.0,3,10.7 / 0.0,23.2,5189053,76852,57992,,,,,,,44889,791
2018-01-18 20:01:12.895,-103.3,-11.1,-72.6,19.8,18.5,-103.4,-10.8,-73.3,-105.2,-11.7,-73.2,15,519,70,5003.9,1037,,550,246,25.0,2.0,0.0,1035.0,1,1035.0,284,3,0.2,0.0,99.8,0.0,3,13.0 / 0.0,23.2,5189053,76852,57992,,,,,,,44889,791
2018-01-18 20:01:13.180,-103.3,-11.1,-72.6,19.8,18.5,-103.4,-10.8,-73.3,-105.2,-11.7,-73.2,15,519,70,5003.9,1037,,550,246,25.0,2.0,0.0,1035.0,1,1035.0,284,3,0.2,0.0,99.8,0.0,3,10.4 / 0.0,23.2,5189053,76852,57992,,,,,,,44889,791
2018-01-18 20:01:13.190,-103.3,-11.1,-72.6,19.8,18.5,-103.4,-10.8,-73.3,-105.2,-11.7,-73.2,15,519,70,5003.9,1037,,550,246,25.0,2.0,0.0,1035.0,1,1035.0,284,3,0.2,0.0,99.8,0.0,3,15.0 / 0.0,23.2,5189053,76852,57992,,,,,,,44889,791
2018-01-18 20:01:13.190,-103.3,-11.1,-72.6,19.8,18.5,-103.4,-10.8,-73.3,-105.2,-11.7,-73.2,15,519,70,5003.9,1037,,550,246,25.0,2.0,0.0,1035.0,1,1035.0,284,3,0.2,0.0,99.8,0.0,3,9.0 / 0.0,23.2,5189053,76852,57992,,,,,,,44889,791
2018-01-18 20:01:13.195,-103.3,-11.1,-72.6,19.8,18.5,-103.4,-10.8,-73.3,-105.2,-11.7,-73.2,15,519,70,5003.9,1037,,550,246,25.0,2.0,0.0,1035.0,1,1035.0,284,3,0.2,0.0,99.8,0.0,3,15.0 / 0.0,23.2,5189053,76852,57992,,,,,,,44889,791
2018-01-18 20:01:13.265,-103.3,-11.1,-72.6,19.8,18.5,-103.4,-10.8,-73.3,-105.2,-11.7,-73.2,15,519,70,5003.9,1037,,550,246,25.0,2.0,0.0,1035.0,1,1035.0,262,5,0.2,0.0,99.8,0.0,3,15.0 / 0.0,23.2,5189053,76852,57992,,,,,,,44889,791
2018-01-18 20:01:13.290,-105.3,-12.5,-74.0,18.2,17.0,-105.4,-12.1,-74.5,-107.3,-13.8,-74.8,15,519,70,5003.9,1037,,550,246,25.0,2.0,0.0,1035.0,1,1035.0,262,5,0.2,0.0,99.8,0.0,3,15.0 / 0.0,23.2,5189053,76852,57992,,,,,,,44889,791
2018-01-18 20:01:13.295,-105.3,-12.5,-74.0,18.2,17.0,-105.4,-12.1,-74.5,-107.3,-13.8,-74.8,15,519,70,5003.9,1037,,550,246,25.0,2.0,0.0,1035.0,1,1035.0,262,5,0.2,0.0,99.8,0.0,3,15.0 / 0.0,23.2,5189053,76852,57992,,,,,,38106,44889,791
2018-01-18 20:01:13.415,-105.3,-12.5,-74.0,18.2,17.0,-105.4,-12.1,-74.5,-107.3,-13.8,-74.8,15,372,63,4405.8,738,,405,164,24.5,0.0,0.0,738.0,1,738.0,262,5,0.0,0.0,100.0,0.0,3,15.0 / 0.0,22.9,3251460,51841,39247,,,,,,38106,44889,574
2018-01-18 20:01:13.580,-105.3,-12.5,-74.0,18.2,17.0,-105.4,-12.1,-74.5,-107.3,-13.8,-74.8,15,372,63,4405.8,738,,405,164,24.5,0.0,0.0,738.0,1,738.0,262,5,0.0,0.0,100.0,0.0,3,15.0 / 0.0,22.9,3251460,51841,39247,,,,,,38106,41560,574
2018-01-18 20:01:13.700,-105.3,-12.5,-74.0,18.2,17.0,-105.4,-12.1,-74.5,-107.3,-13.8,-74.8,15,372,63,4405.8,738,,405,164,24.5,0.0,0.0,738.0,1,738.0,262,5,0.0,0.0,100.0,0.0,3,11.2 / 0.0,22.9,3251460,51841,39247,,,,,,38106,41560,574
