Time,Intermediate KPI,RSRP
2018-01-18 21:04:46.905,,
2018-01-18 21:04:46.910,,-81.4
2018-01-18 21:04:48.165,,-85.0
2018-01-18 21:04:48.695,,-84.2
2018-01-18 21:04:49.210,,-83.5
2018-01-18 21:04:49.700,,-80.1
2018-01-18 21:04:50.65,,-81.8
2018-01-18 21:04:50.350,9415,-81.8
2018-01-18 21:04:50.770,9415,-80.9
2018-01-18 21:04:51.250,9415,-79.7
2018-01-18 21:04:51.785,9415,-79.1
2018-01-18 21:04:52.295,9415,-77.6
2018-01-18 21:04:52.355,22968,-77.6
2018-01-18 21:04:52.765,22968,-76.9
2018-01-18 21:04:53.295,22968,-74.7
2018-01-18 21:04:53.805,22968,-75.3
2018-01-18 21:04:54.295,22968,-78.1
2018-01-18 21:04:54.355,59088,-78.1
2018-01-18 21:04:54.810,59088,-78.7
2018-01-18 21:04:55.290,59088,-78.8
2018-01-18 21:04:55.805,59088,-77.4
2018-01-18 21:04:56.295,59088,-80.1
2018-01-18 21:04:56.360,68542,-80.1
2018-01-18 21:04:56.825,68542,-80.6
2018-01-18 21:04:57.335,68542,-82.0
2018-01-18 21:04:57.815,68542,-86.0
2018-01-18 21:04:58.340,68542,-90.4
2018-01-18 21:04:58.360,63454,-90.4
2018-01-18 21:04:58.815,63454,-91.4
2018-01-18 21:04:59.340,63454,-91.2
2018-01-18 21:04:59.815,63454,-90.9
2018-01-18 21:05:00.335,63454,-90.2
2018-01-18 21:05:00.470,39838,-90.2
2018-01-18 21:05:00.950,39838,-93.1
2018-01-18 21:05:01.455,39838,-94.9
2018-01-18 21:05:01.980,39838,-95.1
2018-01-18 21:05:02.450,39838,-96.7
2018-01-18 21:05:02.480,11633,-96.7
2018-01-18 21:05:02.970,11633,-96.2
2018-01-18 21:05:03.495,11633,-96.4
2018-01-18 21:05:04.10,11633,-97.9
2018-01-18 21:05:04.485,14602,-97.9
2018-01-18 21:05:04.500,14602,-98.1
2018-01-18 21:05:05.20,14602,-98.6
2018-01-18 21:05:05.540,14602,-99.0
