Time,Intermediate KPI,RSRP
2018-01-18 21:51:24.305,,
2018-01-18 21:51:24.330,,-97.9
2018-01-18 21:51:24.885,,-89.8
2018-01-18 21:51:25.145,,-92.7
2018-01-18 21:51:25.880,,-89.2
2018-01-18 21:51:26.395,,-90.3
2018-01-18 21:51:26.905,,-91.9
2018-01-18 21:51:27.395,,-91.8
2018-01-18 21:51:27.510,55025,-91.8
2018-01-18 21:51:27.885,55025,-90.2
2018-01-18 21:51:28.395,55025,-89.4
2018-01-18 21:51:28.920,55025,-90.9
2018-01-18 21:51:29.440,55025,-90.4
2018-01-18 21:51:29.515,100136,-90.4
2018-01-18 21:51:29.920,100136,-88.6
2018-01-18 21:51:30.440,100136,-88.4
2018-01-18 21:51:30.935,100136,-89.8
2018-01-18 21:51:31.440,100136,-90.3
2018-01-18 21:51:31.515,91462,-90.3
2018-01-18 21:51:31.950,91462,-91.7
2018-01-18 21:51:32.435,91462,-92.3
2018-01-18 21:51:32.950,91462,-92.4
2018-01-18 21:51:33.450,91462,-91.9
2018-01-18 21:51:33.525,66961,-91.9
2018-01-18 21:51:33.960,66961,-90.3
2018-01-18 21:51:34.475,66961,-91.1
2018-01-18 21:51:34.965,66961,-88.6
2018-01-18 21:51:35.525,66014,-88.6
2018-01-18 21:51:35.920,66014,-88.1
2018-01-18 21:51:36.535,66014,-89.3
2018-01-18 21:51:37.35,66014,-89.5
2018-01-18 21:51:37.515,66014,-90.8
2018-01-18 21:51:37.530,71422,-90.8
2018-01-18 21:51:38.35,71422,-92.4
2018-01-18 21:51:38.555,71422,-93.2
2018-01-18 21:51:39.30,71422,-93.8
2018-01-18 21:51:39.560,71422,-95.4
2018-01-18 21:51:39.570,66820,-95.4
2018-01-18 21:51:40.75,66820,-92.8
2018-01-18 21:51:40.555,66820,-92.7
2018-01-18 21:51:40.965,66820,-91.7
2018-01-18 21:51:41.575,66820,-91.1
2018-01-18 21:51:41.585,50796,-91.1
2018-01-18 21:51:42.125,50796,-91.0
2018-01-18 21:51:42.590,50796,-90.6
2018-01-18 21:51:43.115,50796,-90.9
2018-01-18 21:51:43.585,74524,-90.9
2018-01-18 21:51:43.635,74524,-92.2
2018-01-18 21:51:44.120,74524,-91.3
2018-01-18 21:51:44.630,74524,-93.5
2018-01-18 21:51:45.165,74524,-92.0
2018-01-18 21:51:45.585,84766,-92.0
2018-01-18 21:51:45.650,84766,-91.7
2018-01-18 21:51:46.40,84766,-90.7
2018-01-18 21:51:46.680,84766,-89.4
2018-01-18 21:51:47.190,84766,-89.3
2018-01-18 21:51:47.590,88266,-89.3
2018-01-18 21:51:47.675,88266,-88.5
2018-01-18 21:51:48.195,88266,-89.8
2018-01-18 21:51:48.680,88266,-90.8
2018-01-18 21:51:49.195,88266,-91.1
2018-01-18 21:51:49.590,79697,-91.1
2018-01-18 21:51:49.720,79697,-89.4
2018-01-18 21:51:50.200,79697,-90.6
2018-01-18 21:51:50.720,79697,-89.1
2018-01-18 21:51:51.230,79697,-89.6
2018-01-18 21:51:51.590,79416,-89.6
2018-01-18 21:51:51.750,79416,-90.7
2018-01-18 21:51:52.240,79416,-89.0
2018-01-18 21:51:52.755,79416,-88.0
2018-01-18 21:51:53.125,79416,-86.8
2018-01-18 21:51:53.595,83677,-86.8
2018-01-18 21:51:53.765,83677,-89.3
2018-01-18 21:51:54.275,83677,-87.3
2018-01-18 21:51:54.750,83677,-89.5
2018-01-18 21:51:55.275,83677,-89.9
2018-01-18 21:51:55.630,80293,-89.9
2018-01-18 21:51:55.755,80293,-89.7
2018-01-18 21:51:56.280,80293,-92.2
2018-01-18 21:51:56.790,80293,-91.0
2018-01-18 21:51:57.280,80293,-89.9
2018-01-18 21:51:57.615,71187,-89.9
2018-01-18 21:51:57.795,71187,-89.5
2018-01-18 21:51:58.285,71187,-89.6
2018-01-18 21:51:58.795,71187,-88.6
2018-01-18 21:51:59.320,71187,-89.2
2018-01-18 21:51:59.640,64971,-89.2
2018-01-18 21:51:59.800,64971,-88.1
2018-01-18 21:52:00.315,64971,-91.2
2018-01-18 21:52:00.790,64971,-90.3
2018-01-18 21:52:01.315,64971,-90.2
2018-01-18 21:52:01.640,81002,-90.2
2018-01-18 21:52:01.825,81002,-89.0
2018-01-18 21:52:02.320,81002,-89.6
2018-01-18 21:52:02.730,81002,-89.5
2018-01-18 21:52:03.355,81002,-90.5
2018-01-18 21:52:03.645,76737,-90.5
2018-01-18 21:52:03.830,76737,-89.7
2018-01-18 21:52:04.395,76737,-88.0
2018-01-18 21:52:04.875,76737,-86.9
2018-01-18 21:52:05.395,76737,-85.7
2018-01-18 21:52:05.670,92491,-85.7
2018-01-18 21:52:05.865,92491,-87.0
2018-01-18 21:52:06.400,92491,-87.5
2018-01-18 21:52:06.955,92491,-86.6
2018-01-18 21:52:07.465,92491,-86.7
2018-01-18 21:52:07.675,94467,-86.7
2018-01-18 21:52:07.965,94467,-86.4
2018-01-18 21:52:08.440,94467,-85.6
2018-01-18 21:52:08.965,94467,-84.7
2018-01-18 21:52:09.350,94467,-85.7
2018-01-18 21:52:09.685,96163,-85.7
2018-01-18 21:52:10.35,96163,-86.8
2018-01-18 21:52:10.515,96163,-86.0
2018-01-18 21:52:11.35,96163,-86.3
2018-01-18 21:52:11.515,96163,-85.7
2018-01-18 21:52:11.685,68787,-85.7
2018-01-18 21:52:11.995,68787,-88.4
2018-01-18 21:52:12.595,68787,-86.3
2018-01-18 21:52:13.110,68787,-86.6
2018-01-18 21:52:13.615,68787,-88.3
2018-01-18 21:52:13.720,77019,-88.3
2018-01-18 21:52:14.120,77019,-86.1
2018-01-18 21:52:14.605,77019,-86.2
2018-01-18 21:52:15.110,77019,-84.7
2018-01-18 21:52:15.585,77019,-88.0
2018-01-18 21:52:15.740,93014,-88.0
2018-01-18 21:52:16.115,93014,-85.1
2018-01-18 21:52:16.620,93014,-84.3
2018-01-18 21:52:17.120,93014,-84.2
2018-01-18 21:52:17.590,93014,-80.8
2018-01-18 21:52:17.755,100413,-80.8
2018-01-18 21:52:18.120,100413,-83.0
2018-01-18 21:52:19.125,100413,-85.3
2018-01-18 21:52:19.635,100413,-83.9
2018-01-18 21:52:19.750,95357,-83.9
2018-01-18 21:52:20.125,95357,-83.7
2018-01-18 21:52:20.640,95357,-84.4
2018-01-18 21:52:20.960,95357,-85.9
2018-01-18 21:52:21.630,95357,-84.4
2018-01-18 21:52:21.755,91488,-84.4
2018-01-18 21:52:22.125,91488,-83.1
2018-01-18 21:52:22.640,91488,-79.8
2018-01-18 21:52:23.210,91488,-80.6
2018-01-18 21:52:23.675,91488,-83.7
2018-01-18 21:52:23.755,63433,-83.7
2018-01-18 21:52:24.210,63433,-81.3
2018-01-18 21:52:24.680,63433,-82.7
2018-01-18 21:52:25.205,63433,-81.5
2018-01-18 21:52:25.695,63433,-82.4
2018-01-18 21:52:26.0,98219,-82.4
2018-01-18 21:52:26.335,98219,-80.7
2018-01-18 21:52:26.805,98219,-84.1
2018-01-18 21:52:27.325,98219,-79.4
2018-01-18 21:52:27.770,98219,-78.1
2018-01-18 21:52:27.935,88649,-78.1
2018-01-18 21:52:28.410,88649,-77.0
2018-01-18 21:52:28.915,88649,-80.2
2018-01-18 21:52:29.445,88649,-81.7
2018-01-18 21:52:29.925,88649,-79.6
2018-01-18 21:52:29.935,105357,-79.6
2018-01-18 21:52:30.450,105357,-79.8
2018-01-18 21:52:30.920,105357,-80.4
2018-01-18 21:52:31.445,105357,-79.3
2018-01-18 21:52:31.935,78011,-79.3
2018-01-18 21:52:31.940,78011,-77.3
2018-01-18 21:52:32.405,78011,-80.6
2018-01-18 21:52:33.50,78011,-80.0
2018-01-18 21:52:33.560,78011,-79.3
2018-01-18 21:52:33.940,80743,-79.3
2018-01-18 21:52:34.95,80743,-78.3
2018-01-18 21:52:34.565,80743,-77.9
2018-01-18 21:52:35.90,80743,-76.5
2018-01-18 21:52:35.600,80743,-78.6
2018-01-18 21:52:35.940,98368,-78.6
2018-01-18 21:52:36.85,98368,-77.0
2018-01-18 21:52:36.610,98368,-77.2
2018-01-18 21:52:37.55,98368,-76.2
2018-01-18 21:52:37.655,98368,-74.7
2018-01-18 21:52:37.940,102693,-74.7
2018-01-18 21:52:38.200,102693,-73.2
2018-01-18 21:52:38.690,102693,-73.5
2018-01-18 21:52:39.125,102693,-73.3
2018-01-18 21:52:39.765,102693,-74.5
2018-01-18 21:52:39.940,96824,-74.5
2018-01-18 21:52:40.280,96824,-73.6
2018-01-18 21:52:40.805,96824,-74.9
2018-01-18 21:52:41.275,96824,-77.6
2018-01-18 21:52:41.805,96824,-76.3
2018-01-18 21:52:41.945,81252,-76.3
2018-01-18 21:52:42.290,81252,-74.7
2018-01-18 21:52:42.810,81252,-73.6
2018-01-18 21:52:43.325,81252,-71.8
2018-01-18 21:52:43.845,81252,-70.7
2018-01-18 21:52:43.945,100796,-70.7
2018-01-18 21:52:44.325,100796,-72.4
2018-01-18 21:52:44.805,100796,-74.5
2018-01-18 21:52:45.370,100796,-73.9
2018-01-18 21:52:45.850,100796,-74.4
2018-01-18 21:52:46.120,99349,-74.4
2018-01-18 21:52:46.370,99349,-76.2
2018-01-18 21:52:46.885,99349,-78.1
2018-01-18 21:52:47.365,99349,-78.6
2018-01-18 21:52:47.895,99349,-78.1
2018-01-18 21:52:48.110,100596,-78.1
2018-01-18 21:52:48.400,100596,-77.3
2018-01-18 21:52:48.890,100596,-76.1
2018-01-18 21:52:49.405,100596,-78.8
2018-01-18 21:52:49.920,100596,-79.3
2018-01-18 21:52:50.115,88835,-79.3
2018-01-18 21:52:50.930,88835,-79.1
2018-01-18 21:52:51.410,88835,-78.9
2018-01-18 21:52:51.930,88835,-79.1
2018-01-18 21:52:52.115,82472,-79.1
2018-01-18 21:52:52.440,82472,-80.1
2018-01-18 21:52:52.935,82472,-78.9
2018-01-18 21:52:53.455,82472,-80.3
2018-01-18 21:52:53.965,82472,-81.1
2018-01-18 21:52:54.115,97612,-81.1
2018-01-18 21:52:54.490,97612,-81.5
2018-01-18 21:52:54.970,97612,-80.3
2018-01-18 21:52:55.605,97612,-81.1
2018-01-18 21:52:56.120,96745,-81.1
2018-01-18 21:52:56.130,96745,-81.8
2018-01-18 21:52:56.600,96745,-81.3
2018-01-18 21:52:57.55,96745,-81.2
2018-01-18 21:52:57.730,96745,-79.8
2018-01-18 21:52:58.120,95247,-79.8
2018-01-18 21:52:58.245,95247,-81.9
2018-01-18 21:52:58.730,95247,-85.1
2018-01-18 21:52:59.245,95247,-89.8
2018-01-18 21:52:59.770,95247,-89.0
2018-01-18 21:53:00.125,84224,-89.0
2018-01-18 21:53:00.235,84224,-89.7
2018-01-18 21:53:00.775,84224,-89.3
2018-01-18 21:53:01.235,84224,-88.5
2018-01-18 21:53:01.730,84224,-89.0
2018-01-18 21:53:02.125,77667,-89.0
2018-01-18 21:53:02.410,77667,-89.4
2018-01-18 21:53:02.925,77667,-89.0
2018-01-18 21:53:03.440,77667,-88.1
