Time,Intermediate KPI,RSRP
2018-01-18 19:55:54.295,,
2018-01-18 19:55:54.850,,-100.1
2018-01-18 19:55:55.520,,-96.2
2018-01-18 19:55:56.30,,-98.8
2018-01-18 19:55:56.515,,-100.1
2018-01-18 19:55:57.20,,-99.0
2018-01-18 19:55:57.550,,-100.7
2018-01-18 19:55:57.600,24804,-100.7
2018-01-18 19:55:58.70,24804,-98.6
2018-01-18 19:55:58.560,24804,-97.6
2018-01-18 19:55:59.70,24804,-99.0
2018-01-18 19:55:59.585,24804,-97.7
2018-01-18 19:55:59.600,75046,-97.7
2018-01-18 19:56:00.150,75046,-100.4
2018-01-18 19:56:00.670,75046,-98.6
2018-01-18 19:56:01.185,75046,-100.2
2018-01-18 19:56:01.605,75105,-100.2
2018-01-18 19:56:01.665,75105,-99.5
2018-01-18 19:56:02.225,75105,-100.9
2018-01-18 19:56:02.750,75105,-102.3
2018-01-18 19:56:03.225,75105,-101.3
2018-01-18 19:56:03.605,63072,-101.3
2018-01-18 19:56:03.785,63072,-100.6
2018-01-18 19:56:04.275,63072,-99.6
2018-01-18 19:56:04.790,63072,-100.6
2018-01-18 19:56:05.305,63072,-101.3
2018-01-18 19:56:05.605,75492,-101.3
2018-01-18 19:56:05.870,75492,-100.2
2018-01-18 19:56:06.345,75492,-102.5
2018-01-18 19:56:06.830,75492,-103.4
2018-01-18 19:56:07.395,75492,-101.6
2018-01-18 19:56:07.605,72539,-101.6
2018-01-18 19:56:07.910,72539,-103.1
2018-01-18 19:56:08.430,72539,-102.0
2018-01-18 19:56:08.945,72539,-101.0
2018-01-18 19:56:09.470,72539,-101.7
2018-01-18 19:56:09.610,67202,-101.7
2018-01-18 19:56:09.945,67202,-102.3
2018-01-18 19:56:10.470,67202,-101.8
2018-01-18 19:56:10.985,67202,-102.9
2018-01-18 19:56:11.515,67202,-103.5
2018-01-18 19:56:11.650,68944,-103.5
2018-01-18 19:56:11.985,68944,-102.0
2018-01-18 19:56:12.510,68944,-103.6
2018-01-18 19:56:13.30,68944,-104.1
2018-01-18 19:56:13.550,68944,-101.8
2018-01-18 19:56:13.655,57741,-101.8
2018-01-18 19:56:14.80,57741,-104.1
2018-01-18 19:56:14.590,57741,-104.5
2018-01-18 19:56:15.625,57741,-104.9
2018-01-18 19:56:15.650,27802,-104.9
2018-01-18 19:56:16.120,27802,-103.8
2018-01-18 19:56:16.630,27802,-104.8
2018-01-18 19:56:17.155,27802,-104.9
2018-01-18 19:56:17.655,19822,-104.9
2018-01-18 19:56:18.105,19822,-105.3
2018-01-18 19:56:18.715,19822,-105.6
2018-01-18 19:56:19.235,19822,-105.5
2018-01-18 19:56:19.655,53206,-105.5
2018-01-18 19:56:19.745,53206,-105.0
2018-01-18 19:56:20.230,53206,-107.3
2018-01-18 19:56:20.755,53206,-105.6
2018-01-18 19:56:21.265,53206,-104.2
2018-01-18 19:56:21.675,61725,-104.2
2018-01-18 19:56:21.790,61725,-104.6
2018-01-18 19:56:22.305,61725,-105.2
2018-01-18 19:56:22.830,61725,-104.7
2018-01-18 19:56:23.310,61725,-105.0
2018-01-18 19:56:23.665,62777,-105.0
2018-01-18 19:56:23.830,62777,-104.8
2018-01-18 19:56:24.350,62777,-105.4
2018-01-18 19:56:24.875,62777,-106.2
2018-01-18 19:56:25.470,62777,-106.0
2018-01-18 19:56:25.665,61386,-106.0
2018-01-18 19:56:25.995,61386,-104.3
2018-01-18 19:56:26.505,61386,-106.2
2018-01-18 19:56:26.995,61386,-104.1
2018-01-18 19:56:27.505,61386,-104.7
2018-01-18 19:56:27.680,58538,-104.7
2018-01-18 19:56:27.995,58538,-102.5
2018-01-18 19:56:28.510,58538,-103.1
2018-01-18 19:56:28.990,58538,-105.0
2018-01-18 19:56:29.505,58538,-105.9
2018-01-18 19:56:29.680,61804,-105.9
2018-01-18 19:56:30.30,61804,-104.5
2018-01-18 19:56:30.510,61804,-106.4
2018-01-18 19:56:31.40,61804,-104.5
2018-01-18 19:56:31.505,61804,-101.4
2018-01-18 19:56:31.680,57660,-101.4
2018-01-18 19:56:32.30,57660,-102.9
2018-01-18 19:56:32.550,57660,-103.9
2018-01-18 19:56:33.35,57660,-102.2
2018-01-18 19:56:33.550,57660,-104.3
2018-01-18 19:56:33.680,50212,-104.3
2018-01-18 19:56:34.35,50212,-102.8
2018-01-18 19:56:34.585,50212,-103.3
2018-01-18 19:56:35.70,50212,-104.6
2018-01-18 19:56:35.590,50212,-104.5
2018-01-18 19:56:35.685,36196,-104.5
2018-01-18 19:56:36.110,36196,-101.7
2018-01-18 19:56:36.585,36196,-101.9
2018-01-18 19:56:37.110,36196,-102.5
2018-01-18 19:56:37.625,36196,-104.5
2018-01-18 19:56:37.690,71416,-104.5
2018-01-18 19:56:38.160,71416,-105.1
2018-01-18 19:56:38.630,71416,-104.0
2018-01-18 19:56:39.145,71416,-102.4
2018-01-18 19:56:39.665,71416,-103.7
2018-01-18 19:56:39.715,66042,-103.7
2018-01-18 19:56:40.155,66042,-102.2
2018-01-18 19:56:40.675,66042,-102.4
2018-01-18 19:56:41.190,66042,-103.3
2018-01-18 19:56:41.680,66042,-102.0
2018-01-18 19:56:41.710,66291,-102.0
2018-01-18 19:56:42.190,66291,-101.2
2018-01-18 19:56:42.670,66291,-101.1
2018-01-18 19:56:43.190,66291,-102.4
2018-01-18 19:56:43.710,68377,-102.4
2018-01-18 19:56:43.715,68377,-100.8
2018-01-18 19:56:44.190,68377,-99.6
2018-01-18 19:56:44.700,68377,-100.3
2018-01-18 19:56:45.230,68377,-101.6
2018-01-18 19:56:45.705,68377,-99.8
2018-01-18 19:56:45.715,73618,-99.8
2018-01-18 19:56:46.225,73618,-99.7
2018-01-18 19:56:46.755,73618,-101.0
2018-01-18 19:56:47.235,73618,-99.1
2018-01-18 19:56:47.715,67262,-99.1
2018-01-18 19:56:47.745,67262,-99.7
2018-01-18 19:56:48.270,67262,-98.8
2018-01-18 19:56:48.830,67262,-100.4
2018-01-18 19:56:49.345,67262,-99.4
2018-01-18 19:56:49.720,55265,-99.4
2018-01-18 19:56:49.825,55265,-98.3
2018-01-18 19:56:50.345,55265,-101.2
2018-01-18 19:56:50.870,55265,-100.2
2018-01-18 19:56:51.385,55265,-99.3
2018-01-18 19:56:51.740,61281,-99.3
2018-01-18 19:56:51.875,61281,-100.3
2018-01-18 19:56:52.385,61281,-99.0
2018-01-18 19:56:52.915,61281,-99.8
2018-01-18 19:56:53.420,61281,-98.9
2018-01-18 19:56:53.740,60227,-98.9
2018-01-18 19:56:53.910,60227,-100.6
2018-01-18 19:56:54.430,60227,-100.5
2018-01-18 19:56:54.910,60227,-98.9
2018-01-18 19:56:55.425,60227,-99.1
2018-01-18 19:56:55.740,32486,-99.1
2018-01-18 19:56:55.905,32486,-97.8
2018-01-18 19:56:56.430,32486,-100.9
2018-01-18 19:56:56.945,32486,-99.3
2018-01-18 19:56:57.425,32486,-100.2
2018-01-18 19:56:57.765,47105,-100.2
2018-01-18 19:56:57.960,47105,-98.4
2018-01-18 19:56:58.475,47105,-96.4
2018-01-18 19:56:58.955,47105,-98.3
2018-01-18 19:56:59.470,47105,-96.4
2018-01-18 19:56:59.770,54161,-96.4
2018-01-18 19:56:59.960,54161,-98.7
2018-01-18 19:57:00.470,54161,-99.0
2018-01-18 19:57:00.995,54161,-95.7
2018-01-18 19:57:01.510,54161,-91.7
2018-01-18 19:57:01.765,72916,-91.7
2018-01-18 19:57:01.990,72916,-95.7
2018-01-18 19:57:02.510,72916,-99.0
2018-01-18 19:57:02.955,72916,-97.7
2018-01-18 19:57:03.550,72916,-96.7
2018-01-18 19:57:03.770,69770,-96.7
2018-01-18 19:57:04.60,69770,-95.7
2018-01-18 19:57:04.590,69770,-95.8
2018-01-18 19:57:05.110,69770,-96.0
2018-01-18 19:57:05.635,69770,-95.7
2018-01-18 19:57:05.770,81513,-95.7
2018-01-18 19:57:06.105,81513,-92.9
2018-01-18 19:57:06.630,81513,-97.1
2018-01-18 19:57:07.120,81513,-96.5
2018-01-18 19:57:07.635,81513,-96.1
2018-01-18 19:57:07.770,82248,-96.1
2018-01-18 19:57:08.155,82248,-97.6
2018-01-18 19:57:08.630,82248,-96.7
2018-01-18 19:57:09.110,82248,-99.5
2018-01-18 19:57:09.675,82248,-99.3
2018-01-18 19:57:09.775,75564,-99.3
2018-01-18 19:57:10.140,75564,-98.1
2018-01-18 19:57:10.670,75564,-98.2
2018-01-18 19:57:11.195,75564,-99.9
2018-01-18 19:57:11.675,75564,-99.6
2018-01-18 19:57:11.775,62775,-99.6
2018-01-18 19:57:12.190,62775,-97.0
2018-01-18 19:57:12.710,62775,-97.3
2018-01-18 19:57:13.225,62775,-98.8
2018-01-18 19:57:13.750,62775,-97.8
2018-01-18 19:57:13.785,71846,-97.8
2018-01-18 19:57:14.230,71846,-98.5
2018-01-18 19:57:14.750,71846,-99.8
2018-01-18 19:57:15.275,71846,-101.1
2018-01-18 19:57:15.750,71846,-99.0
2018-01-18 19:57:15.780,52017,-99.0
2018-01-18 19:57:16.270,52017,-102.1
2018-01-18 19:57:16.760,52017,-100.7
2018-01-18 19:57:17.265,52017,-100.3
2018-01-18 19:57:17.780,51423,-100.3
2018-01-18 19:57:17.795,51423,-99.8
2018-01-18 19:57:18.275,51423,-101.4
2018-01-18 19:57:18.795,51423,-101.1
2018-01-18 19:57:19.315,51423,-101.3
2018-01-18 19:57:19.780,35594,-101.3
2018-01-18 19:57:19.790,35594,-102.5
2018-01-18 19:57:20.315,35594,-101.9
2018-01-18 19:57:20.820,35594,-102.6
2018-01-18 19:57:21.330,35594,-101.1
2018-01-18 19:57:21.780,52324,-101.1
2018-01-18 19:57:21.830,52324,-101.6
2018-01-18 19:57:22.360,52324,-99.7
2018-01-18 19:57:22.865,52324,-101.6
2018-01-18 19:57:23.360,52324,-102.2
2018-01-18 19:57:23.785,50626,-102.2
2018-01-18 19:57:23.860,50626,-101.6
2018-01-18 19:57:24.350,50626,-102.4
2018-01-18 19:57:24.870,50626,-101.5
2018-01-18 19:57:25.390,50626,-102.4
2018-01-18 19:57:25.785,56848,-102.4
2018-01-18 19:57:25.860,56848,-103.3
2018-01-18 19:57:26.400,56848,-103.4
2018-01-18 19:57:26.875,56848,-104.4
2018-01-18 19:57:27.390,56848,-101.0
2018-01-18 19:57:27.805,68177,-101.0
2018-01-18 19:57:27.910,68177,-96.4
2018-01-18 19:57:28.430,68177,-96.5
2018-01-18 19:57:28.910,68177,-99.7
2018-01-18 19:57:29.425,68177,-97.0
2018-01-18 19:57:29.790,73416,-97.0
2018-01-18 19:57:29.950,73416,-99.0
2018-01-18 19:57:30.460,73416,-96.1
2018-01-18 19:57:30.945,73416,-91.7
2018-01-18 19:57:31.470,73416,-96.1
2018-01-18 19:57:31.790,76829,-96.1
2018-01-18 19:57:31.985,76829,-94.4
2018-01-18 19:57:32.470,76829,-93.1
2018-01-18 19:57:32.995,76829,-93.4
2018-01-18 19:57:33.515,76829,-94.0
2018-01-18 19:57:33.790,61089,-94.0
2018-01-18 19:57:33.985,61089,-90.2
2018-01-18 19:57:34.505,61089,-91.6
2018-01-18 19:57:35.25,61089,-87.9
2018-01-18 19:57:35.555,61089,-86.7
2018-01-18 19:57:35.790,49144,-86.7
2018-01-18 19:57:36.25,49144,-89.1
2018-01-18 19:57:36.555,49144,-84.1
2018-01-18 19:57:37.70,49144,-86.7
2018-01-18 19:57:37.595,49144,-89.9
2018-01-18 19:57:37.830,51688,-89.9
2018-01-18 19:57:38.75,51688,-89.5
2018-01-18 19:57:38.595,51688,-88.9
2018-01-18 19:57:39.65,51688,-88.5
2018-01-18 19:57:39.600,51688,-89.9
2018-01-18 19:57:39.830,52558,-89.9
2018-01-18 19:57:40.115,52558,-87.0
2018-01-18 19:57:40.590,52558,-88.5
2018-01-18 19:57:41.115,52558,-93.5
2018-01-18 19:57:41.625,52558,-94.1
2018-01-18 19:57:41.830,55496,-94.1
2018-01-18 19:57:42.150,55496,-94.4
2018-01-18 19:57:42.595,55496,-96.2
2018-01-18 19:57:43.145,55496,-95.0
2018-01-18 19:57:43.665,55496,-97.2
2018-01-18 19:57:43.835,70697,-97.2
2018-01-18 19:57:44.155,70697,-97.5
2018-01-18 19:57:44.670,70697,-97.6
2018-01-18 19:57:45.190,70697,-96.4
2018-01-18 19:57:45.705,70697,-98.1
2018-01-18 19:57:45.840,61916,-98.1
2018-01-18 19:57:46.190,61916,-99.3
2018-01-18 19:57:46.705,61916,-100.1
2018-01-18 19:57:47.200,61916,-99.8
2018-01-18 19:57:47.710,61916,-99.4
2018-01-18 19:57:47.840,67100,-99.4
2018-01-18 19:57:48.225,67100,-101.5
2018-01-18 19:57:48.715,67100,-103.4
2018-01-18 19:57:49.235,67100,-102.6
2018-01-18 19:57:49.755,67100,-103.4
2018-01-18 19:57:49.840,61596,-103.4
2018-01-18 19:57:50.240,61596,-101.8
2018-01-18 19:57:50.755,61596,-101.2
2018-01-18 19:57:51.270,61596,-104.9
2018-01-18 19:57:51.750,61596,-105.4
2018-01-18 19:57:51.850,67345,-105.4
2018-01-18 19:57:52.265,67345,-103.9
2018-01-18 19:57:52.790,67345,-104.2
2018-01-18 19:57:53.835,67345,-106.2
2018-01-18 19:57:53.845,42358,-106.2
2018-01-18 19:57:54.325,42358,-104.2
2018-01-18 19:57:54.840,42358,-102.9
2018-01-18 19:57:55.310,42358,-102.8
2018-01-18 19:57:55.840,42358,-104.0
2018-01-18 19:57:55.845,33306,-104.0
2018-01-18 19:57:56.355,33306,-103.7
2018-01-18 19:57:56.825,33306,-101.6
2018-01-18 19:57:57.350,33306,-102.4
2018-01-18 19:57:57.850,53562,-102.4
2018-01-18 19:57:57.870,53562,-104.0
2018-01-18 19:57:58.390,53562,-104.6
2018-01-18 19:57:58.910,53562,-105.1
2018-01-18 19:57:59.385,53562,-103.2
2018-01-18 19:57:59.850,71205,-103.2
2018-01-18 19:57:59.915,71205,-104.2
2018-01-18 19:58:00.425,71205,-102.3
2018-01-18 19:58:00.910,71205,-101.9
2018-01-18 19:58:01.425,71205,-101.4
2018-01-18 19:58:01.850,75965,-101.4
2018-01-18 19:58:01.905,75965,-99.4
2018-01-18 19:58:02.430,75965,-100.8
2018-01-18 19:58:02.945,75965,-100.4
2018-01-18 19:58:03.855,71130,-100.4
2018-01-18 19:58:03.995,71130,-101.2
2018-01-18 19:58:04.470,71130,-101.8
2018-01-18 19:58:04.990,71130,-100.6
2018-01-18 19:58:05.495,71130,-102.1
2018-01-18 19:58:05.855,62897,-102.1
2018-01-18 19:58:06.100,62897,-98.0
2018-01-18 19:58:06.635,62897,-101.5
2018-01-18 19:58:07.105,62897,-97.8
2018-01-18 19:58:07.640,62897,-96.8
2018-01-18 19:58:07.855,74452,-96.8
2018-01-18 19:58:08.150,74452,-99.0
2018-01-18 19:58:08.670,74452,-100.0
2018-01-18 19:58:09.150,74452,-99.1
2018-01-18 19:58:09.635,74452,-99.0
2018-01-18 19:58:09.860,73302,-99.0
2018-01-18 19:58:10.230,73302,-98.3
2018-01-18 19:58:10.705,73302,-101.2
2018-01-18 19:58:11.230,73302,-98.9
2018-01-18 19:58:11.670,73302,-99.5
2018-01-18 19:58:11.860,71144,-99.5
2018-01-18 19:58:12.230,71144,-98.5
2018-01-18 19:58:12.785,71144,-100.3
2018-01-18 19:58:13.270,71144,-100.4
2018-01-18 19:58:13.790,71144,-97.6
2018-01-18 19:58:13.860,54193,-97.6
2018-01-18 19:58:14.310,54193,-97.7
2018-01-18 19:58:14.830,54193,-97.9
2018-01-18 19:58:15.325,54193,-101.4
2018-01-18 19:58:15.830,54193,-98.3
2018-01-18 19:58:15.860,30110,-98.3
2018-01-18 19:58:16.345,30110,-99.0
2018-01-18 19:58:16.870,30110,-102.0
2018-01-18 19:58:17.350,30110,-101.1
2018-01-18 19:58:17.860,32147,-101.1
2018-01-18 19:58:17.870,32147,-100.9
2018-01-18 19:58:18.350,32147,-101.3
2018-01-18 19:58:18.880,32147,-101.0
2018-01-18 19:58:19.385,32147,-102.9
2018-01-18 19:58:19.865,29849,-102.9
2018-01-18 19:58:19.915,29849,-101.1
2018-01-18 19:58:20.390,29849,-100.6
2018-01-18 19:58:20.750,0,-100.6
2018-01-18 19:58:20.875,0,-103.1
