Time,Intermediate KPI
2018-01-18 21:41:38.770,46063
2018-01-18 21:41:40.770,50717
2018-01-18 21:41:42.770,46069
2018-01-18 21:41:44.775,54250
2018-01-18 21:41:46.775,60079
2018-01-18 21:41:48.795,57175
2018-01-18 21:41:50.800,56125
2018-01-18 21:41:52.800,63250
2018-01-18 21:41:54.815,62497
2018-01-18 21:41:56.820,69114
2018-01-18 21:41:58.820,69160
2018-01-18 21:42:00.820,55262
2018-01-18 21:42:02.820,49920
2018-01-18 21:42:04.825,34466
2018-01-18 21:42:06.845,26751
2018-01-18 21:42:08.830,26957
2018-01-18 21:42:10.835,46596
2018-01-18 21:42:12.835,43418
2018-01-18 21:42:14.835,30611
2018-01-18 21:42:16.840,13317
2018-01-18 21:42:18.840,10644
2018-01-18 21:42:20.840,11426
2018-01-18 21:42:22.845,9030
2018-01-18 21:42:24.845,9145
2018-01-18 21:42:26.860,2917
2018-01-18 21:42:28.900,1333
2018-01-18 21:42:30.855,6772
2018-01-18 21:42:32.855,14495
2018-01-18 21:42:34.865,27216
2018-01-18 21:42:36.865,13496
2018-01-18 21:42:38.865,51525
2018-01-18 21:42:40.870,74777
2018-01-18 21:42:42.870,86525
2018-01-18 21:42:44.925,70342
2018-01-18 21:42:46.890,22848
2018-01-18 21:42:48.900,10236
2018-01-18 21:42:50.940,10330
2018-01-18 21:42:52.955,7889
2018-01-18 21:42:54.960,15704
2018-01-18 21:42:57.135,2389
2018-01-18 21:42:59.25,9178
2018-01-18 21:43:01.25,15924
2018-01-18 21:43:03.30,28473
2018-01-18 21:43:05.35,19589
2018-01-18 21:43:07.30,12684
2018-01-18 21:43:09.50,1116
2018-01-18 21:43:11.50,2575
2018-01-18 21:43:13.115,3096
2018-01-18 21:43:15.105,2614
2018-01-18 21:43:17.180,1685
2018-01-18 21:43:19.185,4623
2018-01-18 21:43:21.185,7218
2018-01-18 21:43:23.190,3773
2018-01-18 21:43:25.195,11342
2018-01-18 21:43:27.195,3943
2018-01-18 21:43:29.195,2829
2018-01-18 21:43:31.205,2922
2018-01-18 21:43:33.205,6499
2018-01-18 21:43:35.210,3790
2018-01-18 21:43:37.220,2691
2018-01-18 21:43:39.225,4359
2018-01-18 21:43:41.220,7172
2018-01-18 21:43:43.225,8248
2018-01-18 21:43:45.240,2158
2018-01-18 21:43:47.230,915
2018-01-18 21:43:49.250,587
2018-01-18 21:43:51.245,1839
2018-01-18 21:43:53.245,1547
2018-01-18 21:43:55.250,593
2018-01-18 21:43:57.255,675
2018-01-18 21:43:59.255,172
2018-01-18 21:44:01.260,266
2018-01-18 21:44:03.265,222
2018-01-18 21:44:05.360,1434
2018-01-18 21:44:07.350,793
2018-01-18 21:44:09.360,1135
2018-01-18 21:44:11.385,1485
2018-01-18 21:44:13.395,1447
2018-01-18 21:44:15.425,703
2018-01-18 21:44:17.430,0
2018-01-18 21:44:25.505,1349
2018-01-18 21:44:27.495,8983
2018-01-18 21:44:29.505,7497
2018-01-18 21:44:31.500,20397
2018-01-18 21:44:33.505,7820
2018-01-18 21:44:35.505,10090
2018-01-18 21:44:37.510,19167
2018-01-18 21:44:39.510,14456
2018-01-18 21:44:41.510,12529
2018-01-18 21:44:43.515,18790
2018-01-18 21:44:45.515,23911
2018-01-18 21:44:47.515,19346
2018-01-18 21:44:49.520,10760
2018-01-18 21:44:51.520,11514
2018-01-18 21:44:53.525,2485
2018-01-18 21:44:55.555,15271
2018-01-18 21:44:57.540,19651
2018-01-18 21:44:59.545,6121
2018-01-18 21:45:01.575,12371
2018-01-18 21:45:03.570,38861
2018-01-18 21:45:05.570,45565
2018-01-18 21:45:07.600,41481
2018-01-18 21:45:09.605,53487
2018-01-18 21:45:11.605,42175
2018-01-18 21:45:13.655,26030
2018-01-18 21:45:15.625,29111
2018-01-18 21:45:17.630,35430
2018-01-18 21:45:19.630,22730
2018-01-18 21:45:21.630,29583
2018-01-18 21:45:23.630,43062
2018-01-18 21:45:25.635,45287
2018-01-18 21:45:27.635,47267
2018-01-18 21:45:29.645,43665
2018-01-18 21:45:31.645,37344
2018-01-18 21:45:32.130,0
