Time,Intermediate KPI
2018-01-18 21:39:34.845,
2018-01-18 21:39:38.345,5424
2018-01-18 21:39:40.350,39766
2018-01-18 21:39:42.370,42582
2018-01-18 21:39:44.365,81582
2018-01-18 21:39:46.365,31765
2018-01-18 21:39:48.370,58196
2018-01-18 21:39:50.370,40233
2018-01-18 21:39:52.405,39237
2018-01-18 21:39:54.375,18353
2018-01-18 21:39:56.375,19617
2018-01-18 21:39:58.380,41693
2018-01-18 21:40:00.380,31354
2018-01-18 21:40:02.380,32365
2018-01-18 21:40:04.385,28945
2018-01-18 21:40:06.385,26129
2018-01-18 21:40:08.395,11376
2018-01-18 21:40:10.395,33207
2018-01-18 21:40:12.400,34704
2018-01-18 21:40:14.410,18349
2018-01-18 21:40:16.410,30177
2018-01-18 21:40:18.435,34653
2018-01-18 21:40:20.480,21926
2018-01-18 21:40:22.520,28763
2018-01-18 21:40:24.450,29838
2018-01-18 21:40:26.510,19809
2018-01-18 21:40:28.490,25682
2018-01-18 21:40:30.495,23833
2018-01-18 21:40:32.495,16667
2018-01-18 21:40:34.500,27289
2018-01-18 21:40:36.500,25741
2018-01-18 21:40:38.515,25061
2018-01-18 21:40:40.515,35009
2018-01-18 21:40:42.515,57128
2018-01-18 21:40:44.575,55025
2018-01-18 21:40:46.540,59739
2018-01-18 21:40:48.540,44333
2018-01-18 21:40:50.580,20246
2018-01-18 21:40:52.560,14051
2018-01-18 21:40:54.560,37475
2018-01-18 21:40:56.570,44609
2018-01-18 21:40:58.575,32890
2018-01-18 21:41:00.575,41296
2018-01-18 21:41:02.580,48595
2018-01-18 21:41:04.600,33123
2018-01-18 21:41:06.585,32480
2018-01-18 21:41:08.660,35075
2018-01-18 21:41:10.650,7031
2018-01-18 21:41:12.650,7259
2018-01-18 21:41:14.670,20104
2018-01-18 21:41:16.670,13392
2018-01-18 21:41:18.675,18730
2018-01-18 21:41:20.675,22834
2018-01-18 21:41:22.680,23173
2018-01-18 21:41:24.695,23689
2018-01-18 21:41:26.690,12939
2018-01-18 21:41:28.760,15237
2018-01-18 21:41:30.770,28867
2018-01-18 21:41:32.765,27399
2018-01-18 21:41:34.765,37774
2018-01-18 21:41:36.765,52917
