Time,Intermediate KPI,RSRP
2018-01-18 19:53:06.120,,
2018-01-18 19:53:07.180,,-97.8
2018-01-18 19:53:07.650,,-102.0
2018-01-18 19:53:08.690,,-101.9
2018-01-18 19:53:09.200,,-99.4
2018-01-18 19:53:09.300,39074,-99.4
2018-01-18 19:53:09.690,39074,-101.9
2018-01-18 19:53:10.200,39074,-102.1
2018-01-18 19:53:10.725,39074,-101.9
2018-01-18 19:53:11.235,39074,-103.1
2018-01-18 19:53:11.305,62399,-103.1
2018-01-18 19:53:11.730,62399,-103.2
2018-01-18 19:53:12.235,62399,-101.9
2018-01-18 19:53:12.765,62399,-101.3
2018-01-18 19:53:13.275,62399,-101.4
2018-01-18 19:53:13.305,63196,-101.4
2018-01-18 19:53:13.795,63196,-101.3
2018-01-18 19:53:14.270,63196,-102.6
2018-01-18 19:53:14.800,63196,-102.5
2018-01-18 19:53:15.285,63196,-102.4
2018-01-18 19:53:15.310,32707,-102.4
2018-01-18 19:53:15.800,32707,-104.5
2018-01-18 19:53:16.320,32707,-102.7
2018-01-18 19:53:16.805,32707,-100.8
2018-01-18 19:53:17.310,28348,-100.8
2018-01-18 19:53:17.330,28348,-96.1
2018-01-18 19:53:17.805,28348,-98.2
2018-01-18 19:53:18.315,28348,-96.8
2018-01-18 19:53:18.845,28348,-95.7
2018-01-18 19:53:19.310,69687,-95.7
2018-01-18 19:53:19.315,69687,-96.0
2018-01-18 19:53:19.840,69687,-93.9
2018-01-18 19:53:20.360,69687,-93.1
2018-01-18 19:53:20.835,69687,-93.3
2018-01-18 19:53:21.310,72018,-93.3
2018-01-18 19:53:21.350,72018,-92.7
2018-01-18 19:53:21.875,72018,-93.4
2018-01-18 19:53:22.355,72018,-91.2
2018-01-18 19:53:22.885,72018,-90.4
2018-01-18 19:53:23.310,73225,-90.4
2018-01-18 19:53:23.395,73225,-87.2
2018-01-18 19:53:23.880,73225,-87.4
2018-01-18 19:53:24.300,73225,-85.3
2018-01-18 19:53:24.920,73225,-86.7
2018-01-18 19:53:25.315,58865,-86.7
2018-01-18 19:53:25.440,58865,-89.3
2018-01-18 19:53:25.925,58865,-88.5
2018-01-18 19:53:26.435,58865,-95.6
2018-01-18 19:53:26.955,58865,-97.1
2018-01-18 19:53:27.315,52148,-97.1
2018-01-18 19:53:27.525,52148,-98.3
2018-01-18 19:53:28.30,52148,-98.9
2018-01-18 19:53:28.530,52148,-98.2
2018-01-18 19:53:29.35,52148,-99.4
2018-01-18 19:53:29.315,68716,-99.4
2018-01-18 19:53:29.565,68716,-98.6
2018-01-18 19:53:30.45,68716,-97.3
2018-01-18 19:53:30.565,68716,-98.6
2018-01-18 19:53:31.45,68716,-101.6
2018-01-18 19:53:31.315,63500,-101.6
2018-01-18 19:53:31.560,63500,-101.9
2018-01-18 19:53:32.80,63500,-102.4
2018-01-18 19:53:32.600,63500,-104.4
2018-01-18 19:53:33.75,63500,-104.7
2018-01-18 19:53:33.315,56596,-104.7
2018-01-18 19:53:33.615,56596,-104.9
2018-01-18 19:53:34.120,56596,-104.1
2018-01-18 19:53:34.640,56596,-103.0
2018-01-18 19:53:35.125,56596,-104.0
2018-01-18 19:53:35.320,27438,-104.0
2018-01-18 19:53:35.645,27438,-104.2
2018-01-18 19:53:36.655,27438,-103.9
2018-01-18 19:53:37.125,27438,-102.2
2018-01-18 19:53:37.320,35215,-102.2
2018-01-18 19:53:37.650,35215,-103.2
2018-01-18 19:53:38.180,35215,-104.5
2018-01-18 19:53:38.650,35215,-102.4
2018-01-18 19:53:39.180,35215,-101.8
2018-01-18 19:53:39.325,50287,-101.8
2018-01-18 19:53:39.690,50287,-102.4
2018-01-18 19:53:40.170,50287,-101.8
2018-01-18 19:53:40.695,50287,-100.4
2018-01-18 19:53:41.205,50287,-100.3
2018-01-18 19:53:41.325,68754,-100.3
2018-01-18 19:53:41.685,68754,-100.0
2018-01-18 19:53:42.215,68754,-101.9
2018-01-18 19:53:42.690,68754,-99.6
2018-01-18 19:53:43.210,68754,-97.3
2018-01-18 19:53:43.330,73679,-97.3
2018-01-18 19:53:43.735,73679,-100.1
2018-01-18 19:53:44.255,73679,-99.4
2018-01-18 19:53:44.765,73679,-101.2
2018-01-18 19:53:45.255,73679,-100.9
2018-01-18 19:53:45.330,72093,-100.9
2018-01-18 19:53:45.765,72093,-97.4
2018-01-18 19:53:46.290,72093,-100.4
2018-01-18 19:53:46.770,72093,-101.2
2018-01-18 19:53:47.285,72093,-99.1
2018-01-18 19:53:47.330,74260,-99.1
2018-01-18 19:53:47.765,74260,-98.3
2018-01-18 19:53:48.290,74260,-99.2
2018-01-18 19:53:48.770,74260,-98.9
2018-01-18 19:53:49.300,74260,-97.4
2018-01-18 19:53:49.335,70021,-97.4
2018-01-18 19:53:49.815,70021,-98.2
2018-01-18 19:53:50.295,70021,-99.4
2018-01-18 19:53:50.810,70021,-98.4
2018-01-18 19:53:51.285,70021,-99.7
2018-01-18 19:53:51.335,74925,-99.7
2018-01-18 19:53:51.805,74925,-99.8
2018-01-18 19:53:52.290,74925,-101.4
2018-01-18 19:53:52.850,74925,-98.9
2018-01-18 19:53:53.335,74925,-101.6
2018-01-18 19:53:53.340,65412,-101.6
2018-01-18 19:53:53.850,65412,-100.9
2018-01-18 19:53:54.370,65412,-100.8
2018-01-18 19:53:54.865,65412,-101.8
2018-01-18 19:53:55.340,37996,-101.8
2018-01-18 19:53:55.370,37996,-98.5
2018-01-18 19:53:55.890,37996,-99.8
2018-01-18 19:53:56.405,37996,-102.1
2018-01-18 19:53:56.895,37996,-103.9
2018-01-18 19:53:57.345,38393,-103.9
2018-01-18 19:53:57.410,38393,-102.9
2018-01-18 19:53:57.885,38393,-102.2
2018-01-18 19:53:58.415,38393,-103.2
2018-01-18 19:53:58.925,38393,-100.1
2018-01-18 19:53:59.345,47274,-100.1
2018-01-18 19:53:59.420,47274,-101.4
2018-01-18 19:53:59.935,47274,-101.9
2018-01-18 19:54:00.450,47274,-102.6
2018-01-18 19:54:00.940,47274,-101.6
2018-01-18 19:54:01.350,23162,-101.6
2018-01-18 19:54:01.450,23162,-101.8
2018-01-18 19:54:01.970,23162,-102.5
2018-01-18 19:54:02.465,23162,-102.8
2018-01-18 19:54:02.975,23162,-103.5
2018-01-18 19:54:03.350,18457,-103.5
2018-01-18 19:54:03.500,18457,-103.2
2018-01-18 19:54:03.970,18457,-104.2
2018-01-18 19:54:04.500,18457,-104.4
2018-01-18 19:54:05.5,18457,-104.1
2018-01-18 19:54:05.350,21207,-104.1
2018-01-18 19:54:05.500,21207,-105.1
2018-01-18 19:54:06.15,21207,-104.2
2018-01-18 19:54:06.535,21207,-104.7
2018-01-18 19:54:07.55,21207,-103.9
2018-01-18 19:54:07.355,20180,-103.9
2018-01-18 19:54:07.540,20180,-105.4
2018-01-18 19:54:08.45,20180,-104.8
2018-01-18 19:54:08.580,20180,-105.4
2018-01-18 19:54:09.100,20180,-105.0
2018-01-18 19:54:09.375,17411,-105.0
2018-01-18 19:54:09.610,17411,-103.7
2018-01-18 19:54:10.80,17411,-104.0
2018-01-18 19:54:10.620,17411,-104.4
2018-01-18 19:54:11.90,17411,-105.7
2018-01-18 19:54:11.370,26212,-105.7
2018-01-18 19:54:11.645,26212,-105.4
2018-01-18 19:54:12.135,26212,-104.2
2018-01-18 19:54:13.180,26212,-107.3
2018-01-18 19:54:13.375,26678,-107.3
2018-01-18 19:54:13.630,26678,-104.4
2018-01-18 19:54:14.215,26678,-104.9
2018-01-18 19:54:14.740,26678,-105.3
2018-01-18 19:54:15.215,26678,-104.1
2018-01-18 19:54:15.375,13013,-104.1
2018-01-18 19:54:15.730,13013,-105.2
2018-01-18 19:54:16.250,13013,-103.7
2018-01-18 19:54:16.775,13013,-105.2
2018-01-18 19:54:17.280,13013,-103.8
2018-01-18 19:54:17.465,17888,-103.8
2018-01-18 19:54:17.765,17888,-105.3
2018-01-18 19:54:18.245,17888,-104.2
2018-01-18 19:54:18.775,17888,-101.0
2018-01-18 19:54:19.295,17888,-103.4
2018-01-18 19:54:19.460,28897,-103.4
2018-01-18 19:54:19.770,28897,-102.2
2018-01-18 19:54:20.255,28897,-102.6
2018-01-18 19:54:20.855,28897,-102.9
2018-01-18 19:54:21.325,28897,-104.0
2018-01-18 19:54:21.460,36786,-104.0
2018-01-18 19:54:21.860,36786,-102.4
2018-01-18 19:54:22.325,36786,-103.3
2018-01-18 19:54:22.860,36786,-103.6
2018-01-18 19:54:23.385,36786,-102.7
2018-01-18 19:54:23.460,46849,-102.7
2018-01-18 19:54:23.895,46849,-103.6
2018-01-18 19:54:24.365,46849,-103.8
2018-01-18 19:54:24.895,46849,-103.6
2018-01-18 19:54:25.400,46849,-104.9
2018-01-18 19:54:25.465,69105,-104.9
2018-01-18 19:54:25.935,69105,-103.7
2018-01-18 19:54:26.410,69105,-103.1
2018-01-18 19:54:26.925,69105,-103.2
2018-01-18 19:54:27.450,69105,-102.8
2018-01-18 19:54:27.465,69687,-102.8
2018-01-18 19:54:27.965,69687,-104.4
2018-01-18 19:54:28.450,69687,-102.2
2018-01-18 19:54:28.965,69687,-99.6
2018-01-18 19:54:29.465,71957,-99.6
2018-01-18 19:54:29.485,71957,-103.4
2018-01-18 19:54:29.970,71957,-99.8
2018-01-18 19:54:30.500,71957,-100.2
2018-01-18 19:54:31.15,71957,-99.6
2018-01-18 19:54:31.410,71957,-101.5
2018-01-18 19:54:31.585,63639,-101.5
2018-01-18 19:54:32.5,63639,-99.8
2018-01-18 19:54:32.530,63639,-101.1
2018-01-18 19:54:33.45,63639,-101.8
2018-01-18 19:54:33.575,67226,-101.8
2018-01-18 19:54:33.575,67226,-99.2
2018-01-18 19:54:34.45,67226,-99.6
2018-01-18 19:54:34.570,67226,-97.9
2018-01-18 19:54:35.40,67226,-99.4
2018-01-18 19:54:35.575,67226,-99.2
2018-01-18 19:54:35.575,36137,-99.2
2018-01-18 19:54:36.90,36137,-98.4
2018-01-18 19:54:36.575,36137,-100.9
2018-01-18 19:54:37.95,36137,-99.2
2018-01-18 19:54:37.575,39696,-99.2
2018-01-18 19:54:37.610,39696,-99.3
2018-01-18 19:54:38.130,39696,-99.5
2018-01-18 19:54:38.615,39696,-99.4
2018-01-18 19:54:39.125,39696,-98.1
2018-01-18 19:54:39.575,77018,-98.1
2018-01-18 19:54:39.650,77018,-99.5
2018-01-18 19:54:40.120,77018,-99.6
2018-01-18 19:54:40.655,77018,-99.2
2018-01-18 19:54:41.125,77018,-98.9
2018-01-18 19:54:41.580,77339,-98.9
2018-01-18 19:54:41.650,77339,-96.8
2018-01-18 19:54:42.130,77339,-100.4
2018-01-18 19:54:42.660,77339,-97.6
2018-01-18 19:54:43.165,77339,-99.0
2018-01-18 19:54:43.580,75923,-99.0
2018-01-18 19:54:43.690,75923,-96.5
2018-01-18 19:54:44.165,75923,-99.3
2018-01-18 19:54:44.700,75923,-96.3
2018-01-18 19:54:45.210,75923,-98.0
2018-01-18 19:54:45.585,68784,-98.0
2018-01-18 19:54:45.690,68784,-98.3
2018-01-18 19:54:46.215,68784,-95.3
2018-01-18 19:54:46.690,68784,-91.7
2018-01-18 19:54:47.170,68784,-95.7
2018-01-18 19:54:47.585,72517,-95.7
2018-01-18 19:54:47.730,72517,-99.3
2018-01-18 19:54:48.255,72517,-98.2
2018-01-18 19:54:48.740,72517,-96.2
2018-01-18 19:54:49.210,72517,-95.4
2018-01-18 19:54:49.585,76574,-95.4
2018-01-18 19:54:49.765,76574,-95.2
2018-01-18 19:54:50.290,76574,-97.0
2018-01-18 19:54:50.805,76574,-94.3
2018-01-18 19:54:51.250,76574,-93.5
2018-01-18 19:54:51.590,77089,-93.5
2018-01-18 19:54:51.815,77089,-97.6
2018-01-18 19:54:52.290,77089,-94.6
2018-01-18 19:54:52.810,77089,-95.6
2018-01-18 19:54:53.330,77089,-97.0
2018-01-18 19:54:53.610,64827,-97.0
2018-01-18 19:54:53.850,64827,-99.9
2018-01-18 19:54:54.345,64827,-98.5
2018-01-18 19:54:54.900,64827,-96.9
2018-01-18 19:54:55.380,64827,-100.0
2018-01-18 19:54:55.610,26026,-100.0
2018-01-18 19:54:55.895,26026,-99.0
2018-01-18 19:54:56.410,26026,-97.9
2018-01-18 19:54:56.890,26026,-97.7
2018-01-18 19:54:57.410,26026,-97.0
2018-01-18 19:54:57.615,44699,-97.0
2018-01-18 19:54:57.930,44699,-97.5
2018-01-18 19:54:58.415,44699,-99.4
2018-01-18 19:54:58.945,44699,-99.6
2018-01-18 19:54:59.425,44699,-101.0
2018-01-18 19:54:59.670,64577,-101.0
2018-01-18 19:54:59.935,64577,-100.2
2018-01-18 19:55:00.445,64577,-101.0
2018-01-18 19:55:00.975,64577,-101.7
2018-01-18 19:55:01.490,64577,-100.8
2018-01-18 19:55:01.630,65337,-100.8
2018-01-18 19:55:01.980,65337,-100.2
2018-01-18 19:55:02.480,65337,-100.6
2018-01-18 19:55:02.975,65337,-101.2
2018-01-18 19:55:03.490,65337,-102.6
2018-01-18 19:55:03.630,67406,-102.6
2018-01-18 19:55:04.15,67406,-103.1
2018-01-18 19:55:04.525,67406,-101.8
2018-01-18 19:55:05.20,67406,-104.1
2018-01-18 19:55:05.525,67406,-101.4
2018-01-18 19:55:05.675,69788,-101.4
2018-01-18 19:55:06.10,69788,-101.2
2018-01-18 19:55:06.525,69788,-101.3
2018-01-18 19:55:07.50,69788,-101.9
2018-01-18 19:55:07.555,69788,-103.6
2018-01-18 19:55:07.660,68760,-103.6
2018-01-18 19:55:08.50,68760,-103.9
2018-01-18 19:55:08.540,68760,-102.1
2018-01-18 19:55:09.55,68760,-103.9
2018-01-18 19:55:09.575,68760,-102.4
2018-01-18 19:55:09.785,65970,-102.4
2018-01-18 19:55:10.55,65970,-101.9
2018-01-18 19:55:10.565,65970,-100.8
2018-01-18 19:55:11.85,65970,-98.3
2018-01-18 19:55:11.570,65970,-93.6
2018-01-18 19:55:11.805,75550,-93.6
2018-01-18 19:55:12.90,75550,-97.8
2018-01-18 19:55:12.605,75550,-103.4
2018-01-18 19:55:13.90,75550,-101.1
2018-01-18 19:55:13.605,75550,-98.0
2018-01-18 19:55:13.775,48515,-98.0
2018-01-18 19:55:14.85,48515,-96.7
2018-01-18 19:55:14.650,48515,-96.3
2018-01-18 19:55:15.135,48515,-92.5
2018-01-18 19:55:15.645,48515,-91.9
2018-01-18 19:55:15.775,38021,-91.9
2018-01-18 19:55:16.175,38021,-94.2
2018-01-18 19:55:16.695,38021,-91.5
2018-01-18 19:55:17.180,38021,-91.4
2018-01-18 19:55:17.695,38021,-89.2
2018-01-18 19:55:17.800,49633,-89.2
2018-01-18 19:55:18.205,49633,-88.2
2018-01-18 19:55:18.685,49633,-87.5
2018-01-18 19:55:19.205,49633,-85.0
2018-01-18 19:55:19.690,49633,-88.1
2018-01-18 19:55:19.805,61985,-88.1
2018-01-18 19:55:20.210,61985,-89.1
2018-01-18 19:55:20.690,61985,-90.2
2018-01-18 19:55:21.220,61985,-91.0
2018-01-18 19:55:21.740,61985,-89.2
2018-01-18 19:55:21.805,72714,-89.2
2018-01-18 19:55:22.250,72714,-89.3
2018-01-18 19:55:22.735,72714,-93.8
2018-01-18 19:55:23.245,72714,-94.6
2018-01-18 19:55:23.770,72714,-95.3
2018-01-18 19:55:23.805,73771,-95.3
2018-01-18 19:55:24.250,73771,-95.2
2018-01-18 19:55:24.775,73771,-96.0
2018-01-18 19:55:25.280,73771,-95.5
2018-01-18 19:55:25.775,73771,-98.4
2018-01-18 19:55:25.810,72722,-98.4
2018-01-18 19:55:26.280,72722,-98.0
2018-01-18 19:55:26.810,72722,-98.6
2018-01-18 19:55:27.290,72722,-99.0
2018-01-18 19:55:27.810,70368,-99.0
2018-01-18 19:55:27.820,70368,-101.6
2018-01-18 19:55:28.290,70368,-100.9
2018-01-18 19:55:28.815,70368,-98.3
2018-01-18 19:55:29.325,70368,-102.8
2018-01-18 19:55:29.805,70368,-101.8
2018-01-18 19:55:29.820,70913,-101.8
2018-01-18 19:55:30.320,70913,-103.0
2018-01-18 19:55:30.845,70913,-102.7
2018-01-18 19:55:31.370,70913,-103.0
2018-01-18 19:55:31.820,56668,-103.0
2018-01-18 19:55:31.850,56668,-104.9
2018-01-18 19:55:32.365,56668,-104.6
2018-01-18 19:55:32.885,56668,-106.0
2018-01-18 19:55:33.365,56668,-104.4
2018-01-18 19:55:33.825,46358,-104.4
2018-01-18 19:55:33.855,46358,-104.6
2018-01-18 19:55:34.405,46358,-104.0
2018-01-18 19:55:34.890,46358,-102.9
2018-01-18 19:55:35.405,46358,-103.0
2018-01-18 19:55:35.855,47187,-103.0
2018-01-18 19:55:35.935,47187,-102.6
2018-01-18 19:55:36.405,47187,-104.7
2018-01-18 19:55:36.935,47187,-104.4
2018-01-18 19:55:37.445,47187,-104.6
2018-01-18 19:55:37.855,54729,-104.6
2018-01-18 19:55:37.940,54729,-102.4
2018-01-18 19:55:38.440,54729,-100.0
2018-01-18 19:55:38.970,54729,-102.8
2018-01-18 19:55:39.445,54729,-99.9
2018-01-18 19:55:39.855,40861,-99.9
2018-01-18 19:55:39.970,40861,-100.2
2018-01-18 19:55:40.455,40861,-103.6
2018-01-18 19:55:40.975,40861,-101.9
2018-01-18 19:55:41.440,40861,-99.4
2018-01-18 19:55:41.960,69927,-99.4
2018-01-18 19:55:41.980,69927,-100.6
2018-01-18 19:55:42.490,69927,-102.0
2018-01-18 19:55:42.980,69927,-100.7
2018-01-18 19:55:43.485,69927,-101.1
2018-01-18 19:55:43.960,73574,-101.1
2018-01-18 19:55:43.985,73574,-100.5
2018-01-18 19:55:44.20,0,-100.5
