Time,Intermediate KPI
2018-01-18 19:55:54.295,
2018-01-18 19:55:57.600,24804
2018-01-18 19:55:59.600,75046
2018-01-18 19:56:01.605,75105
2018-01-18 19:56:03.605,63072
2018-01-18 19:56:05.605,75492
2018-01-18 19:56:07.605,72539
2018-01-18 19:56:09.610,67202
2018-01-18 19:56:11.650,68944
2018-01-18 19:56:13.655,57741
2018-01-18 19:56:15.650,27802
2018-01-18 19:56:17.655,19822
2018-01-18 19:56:19.655,53206
2018-01-18 19:56:21.675,61725
2018-01-18 19:56:23.665,62777
2018-01-18 19:56:25.665,61386
2018-01-18 19:56:27.680,58538
2018-01-18 19:56:29.680,61804
2018-01-18 19:56:31.680,57660
2018-01-18 19:56:33.680,50212
2018-01-18 19:56:35.685,36196
2018-01-18 19:56:37.690,71416
2018-01-18 19:56:39.715,66042
2018-01-18 19:56:41.710,66291
2018-01-18 19:56:43.710,68377
2018-01-18 19:56:45.715,73618
2018-01-18 19:56:47.715,67262
2018-01-18 19:56:49.720,55265
2018-01-18 19:56:51.740,61281
2018-01-18 19:56:53.740,60227
2018-01-18 19:56:55.740,32486
2018-01-18 19:56:57.765,47105
2018-01-18 19:56:59.770,54161
2018-01-18 19:57:01.765,72916
2018-01-18 19:57:03.770,69770
2018-01-18 19:57:05.770,81513
2018-01-18 19:57:07.770,82248
2018-01-18 19:57:09.775,75564
2018-01-18 19:57:11.775,62775
2018-01-18 19:57:13.785,71846
2018-01-18 19:57:15.780,52017
2018-01-18 19:57:17.780,51423
2018-01-18 19:57:19.780,35594
2018-01-18 19:57:21.780,52324
2018-01-18 19:57:23.785,50626
2018-01-18 19:57:25.785,56848
2018-01-18 19:57:27.805,68177
2018-01-18 19:57:29.790,73416
2018-01-18 19:57:31.790,76829
2018-01-18 19:57:33.790,61089
2018-01-18 19:57:35.790,49144
2018-01-18 19:57:37.830,51688
2018-01-18 19:57:39.830,52558
2018-01-18 19:57:41.830,55496
2018-01-18 19:57:43.835,70697
2018-01-18 19:57:45.840,61916
2018-01-18 19:57:47.840,67100
2018-01-18 19:57:49.840,61596
2018-01-18 19:57:51.850,67345
2018-01-18 19:57:53.845,42358
2018-01-18 19:57:55.845,33306
2018-01-18 19:57:57.850,53562
2018-01-18 19:57:59.850,71205
2018-01-18 19:58:01.850,75965
2018-01-18 19:58:03.855,71130
2018-01-18 19:58:05.855,62897
2018-01-18 19:58:07.855,74452
2018-01-18 19:58:09.860,73302
2018-01-18 19:58:11.860,71144
2018-01-18 19:58:13.860,54193
2018-01-18 19:58:15.860,30110
2018-01-18 19:58:17.860,32147
2018-01-18 19:58:19.865,29849
2018-01-18 19:58:20.750,0
